quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
1_4_2_3,20.358,0.451,22.532,-5.714,0.168,-6.335,1.616,0.038,1.582,1,4,2,3
2_3_1_4,220.168,1.099,218.0,-2.769,0.672,-3.511,1.514,0.01,1.518,2,3,1,4
2_5_3_4,82.464,0.399,81.406,-1.262,0.164,-1.628,1.107,0.038,1.095,2,5,3,4
3_4_2_5,-88.693,0.782,-91.188,-7.5,1.127,-7.528,0.922,0.006,0.918,3,4,2,5
3_6_4_5,-407.213,0.306,-416.032,-4.943,0.343,-5.82,0.997,0.007,0.993,3,6,4,5
4_5_3_6,-172.683,1.056,-180.812,-2.126,0.619,-3.028,0.988,0.014,0.997,4,5,3,6
4_7_5_6,-269.405,0.733,-274.375,-1.423,0.415,-2.393,1.033,0.006,1.026,4,7,5,6
5_6_4_7,-248.705,0.688,-253.656,-3.104,0.519,-4.309,1.041,0.005,1.052,5,6,4,7
5_9_6_7,12.2,0.501,10.906,0.216,0.176,-0.227,1.245,0.009,1.24,5,9,6,7
60_61_62_64,1.46,0.853,3.031,0.001,0.006,0.0,100.14,0.949,99.304,60,61,62,64
62_64_60_61,2.257,1.071,-0.062,0.003,0.006,0.002,101.575,1.056,101.55,62,64,60,61
6_10_7_9,-215.599,0.497,-222.156,0.4,0.282,-0.182,1.35,0.006,1.358,6,10,7,9
6_7_5_9,-701.365,0.606,-704.125,-1.765,0.313,-2.5,1.248,0.009,1.261,6,7,5,9
7_11_9_10,-165.958,0.811,-172.094,1.058,0.201,0.637,1.503,0.011,1.499,7,11,9,10
7_9_6_10,-805.019,0.427,-806.594,0.5,0.33,0.163,1.35,0.003,1.36,7,9,6,10
9_10_7_11,-775.377,1.031,-777.25,-1.064,0.223,-1.656,1.475,0.014,1.5,9,10,7,11
