quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
36_39_37_38,12.708,0.377,13.156,-0.217,0.041,-0.351,1.839,0.061,1.619,36,39,37,38
37_38_36_39,38.702,0.492,37.812,-0.315,0.179,-0.334,1.984,0.065,1.924,37,38,36,39
37_40_38_39,-294.227,1.61,-296.782,-0.541,0.108,-0.79,1.281,0.035,1.244,37,40,38,39
38_39_37_40,-126.541,0.614,-130.375,-0.49,0.16,-0.808,1.23,0.018,1.242,38,39,37,40
38_42_39_40,-254.508,0.469,-255.625,-1.105,0.161,-1.346,1.861,0.01,1.816,38,42,39,40
39_40_38_42,-149.367,0.478,-153.438,-0.715,0.164,-1.076,1.89,0.008,1.877,39,40,38,42
39_43_40_42,21.366,0.576,18.406,-0.651,0.067,-0.906,1.711,0.039,1.814,39,43,40,42
40_42_39_43,-116.129,0.761,-119.125,-1.508,0.181,-1.774,1.72,0.014,1.716,40,42,39,43
40_44_42_43,9.967,0.455,6.5,-1.208,0.154,-1.468,1.515,0.013,1.502,40,44,42,43
42_43_40_44,-566.319,0.528,-572.594,-0.978,0.182,-1.273,1.51,0.014,1.49,42,43,40,44
42_45_43_44,-93.999,0.299,-95.219,-0.753,0.13,-1.055,1.811,0.01,1.776,42,45,43,44
43_44_42_45,-527.488,0.342,-531.062,-0.846,0.109,-1.149,1.845,0.01,1.916,43,44,42,45
43_46_44_45,-43.437,0.281,-44.874,-0.375,0.075,-0.598,1.6,0.007,1.614,43,46,44,45
44_45_43_46,-558.292,0.507,-563.406,-0.754,0.092,-0.93,1.58,0.011,1.571,44,45,43,46
60_61_62_64,11.264,1.33,11.188,0.0,0.054,-0.003,98.098,4.074,93.756,60,61,62,64
62_64_60_61,13.094,0.912,12.219,-0.005,0.012,-0.002,100.325,0.817,99.106,62,64,60,61
