quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
36_39_37_38,9.669,0.51,9.969,-0.183,0.034,-0.28,2.172,0.101,2.383,36,39,37,38
37_38_36_39,101.972,0.637,101.562,-0.846,0.269,-1.033,2.187,0.019,2.172,37,38,36,39
37_40_38_39,-208.79,0.568,-210.532,-0.464,0.12,-0.746,1.328,0.014,1.362,37,40,38,39
38_39_37_40,-161.67,1.968,-164.5,-0.719,0.179,-0.922,1.339,0.05,1.29,38,39,37,40
38_42_39_40,-340.171,1.178,-345.25,-0.939,0.188,-1.165,1.958,0.032,1.978,38,42,39,40
39_40_38_42,-427.517,0.873,-435.156,-0.653,0.176,-0.973,2.012,0.026,2.034,39,40,38,42
39_43_40_42,-17.624,0.518,-19.562,-0.774,0.187,-1.053,1.724,0.009,1.703,39,43,40,42
40_42_39_43,-275.231,0.463,-279.812,-1.028,0.177,-1.258,1.699,0.012,1.677,40,42,39,43
40_44_42_43,-60.34,1.236,-62.875,-0.947,0.174,-1.185,1.548,0.032,1.523,40,44,42,43
42_43_40_44,-602.8,1.691,-603.156,-0.865,0.189,-1.191,1.582,0.034,1.526,42,43,40,44
42_45_43_44,19.269,0.822,17.844,-0.752,0.077,-1.073,1.956,0.071,1.986,42,45,43,44
43_44_42_45,-403.337,1.617,-404.594,-0.788,0.13,-1.076,1.94,0.037,1.975,43,44,42,45
43_46_44_45,9.169,0.614,4.062,-0.83,0.098,-1.07,1.743,0.022,1.723,43,46,44,45
44_45_43_46,-574.012,1.977,-578.5,-0.719,0.115,-0.987,1.669,0.048,1.686,44,45,43,46
60_61_62_64,13.427,1.084,12.032,-0.005,0.005,-0.004,95.488,1.043,95.377,60,61,62,64
62_64_60_61,15.886,1.777,16.532,-0.008,0.004,-0.007,100.842,1.738,99.002,62,64,60,61
