quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
36_37_38_39,20.205,0.311,20.937,-0.119,0.129,-0.319,-0.467,0.004,-0.458,36,37,38,39
36_37_39_40,-86.523,0.604,-87.063,0.007,0.09,-0.232,-0.146,0.008,-0.155,36,37,39,40
36_37_40_42,124.409,0.252,124.625,0.51,0.034,0.379,-0.034,0.007,-0.057,36,37,40,42
36_37_42_43,1.368,0.388,1.531,-0.044,0.099,-0.192,-0.018,0.005,-0.03,36,37,42,43
36_37_43_44,-8.626,0.472,-8.593,0.035,0.085,-0.092,-0.008,0.006,-0.025,36,37,43,44
36_37_44_45,-12.186,0.444,-14.031,0.021,0.088,-0.066,-0.004,0.005,-0.024,36,37,44,45
36_37_45_46,-66.195,0.724,-66.25,0.047,0.091,-0.03,-0.022,0.009,-0.026,36,37,45,46
37_38_39_40,-83.251,0.495,-84.719,-0.973,0.093,-1.192,-0.867,0.015,-0.87,37,38,39,40
37_38_40_42,121.997,0.263,120.594,-0.484,0.059,-0.559,-0.073,0.007,0.034,37,38,40,42
37_38_42_43,1.49,0.285,1.625,-0.723,0.088,-0.847,-0.057,0.004,-0.034,37,38,42,43
37_38_43_44,-5.395,0.327,-4.188,-0.651,0.09,-0.898,-0.03,0.004,-0.042,37,38,43,44
37_38_44_45,-11.74,1.485,-10.469,-0.606,0.067,-0.855,-0.01,0.019,0.0,37,38,44,45
37_38_45_46,-58.55,0.381,-60.438,-0.596,0.069,-0.896,-0.008,0.005,0.023,37,38,45,46
38_39_36_37,44.693,0.828,44.844,-0.592,0.158,-0.848,-0.455,0.019,-0.47,38,39,36,37
38_39_40_42,124.95,0.403,124.906,-0.351,0.142,-0.52,-0.452,0.006,-0.454,38,39,40,42
38_39_42_43,-0.346,0.362,-1.281,-0.009,0.127,-0.198,-0.104,0.005,-0.093,38,39,42,43
38_39_43_44,-3.95,0.664,-3.718,-0.026,0.123,-0.219,-0.034,0.009,-0.022,38,39,43,44
38_39_44_45,-16.588,0.236,-14.125,-0.05,0.117,-0.259,-0.018,0.003,-0.025,38,39,44,45
38_39_45_46,-50.042,0.189,-50.5,-0.035,0.111,-0.199,-0.013,0.003,-0.017,38,39,45,46
39_40_36_37,44.139,0.347,44.0,-0.487,0.136,-0.825,-0.149,0.005,-0.116,39,40,36,37
39_40_37_38,87.514,0.395,86.844,-0.487,0.159,-0.864,-0.888,0.006,-0.87,39,40,37,38
39_40_42_43,-0.194,0.396,-0.344,-0.343,0.122,-0.557,-0.568,0.006,-0.582,39,40,42,43
39_40_43_44,-1.978,0.485,-3.062,-0.09,0.066,-0.253,-0.12,0.007,-0.125,39,40,43,44
39_40_44_45,-15.35,0.241,-16.282,-0.071,0.06,-0.264,-0.041,0.003,0.006,39,40,44,45
39_40_45_46,-44.878,0.352,-46.281,-0.054,0.062,-0.23,-0.028,0.005,-0.04,39,40,45,46
40_42_36_37,43.826,1.087,43.625,-0.828,0.263,-0.99,-0.055,0.017,-0.029,40,42,36,37
40_42_37_38,82.504,0.321,82.719,-0.788,0.25,-1.005,-0.145,0.005,-0.137,40,42,37,38
40_42_38_39,14.942,0.381,14.0,-1.204,0.197,-1.355,-0.438,0.008,-0.45,40,42,38,39
40_42_43_44,5.381,0.363,5.657,-0.637,0.205,-0.86,-0.81,0.005,-0.818,40,42,43,44
40_42_44_45,-16.886,0.544,-16.281,-0.175,0.144,-0.352,-0.106,0.008,-0.066,40,42,44,45
40_42_45_46,-41.056,0.303,-40.844,-0.12,0.142,-0.165,-0.039,0.004,-0.008,40,42,45,46
42_43_36_37,46.81,0.388,46.438,-0.753,0.176,-0.98,-0.008,0.006,0.031,42,43,36,37
42_43_37_38,81.088,0.212,81.032,-0.744,0.176,-1.043,-0.049,0.003,-0.036,42,43,37,38
42_43_38_39,11.696,0.381,11.937,-0.678,0.19,-0.932,-0.082,0.006,-0.074,42,43,38,39
42_43_39_40,12.788,0.536,12.688,-0.502,0.124,-0.602,-0.519,0.011,-0.558,42,43,39,40
42_43_44_45,-7.355,0.989,-6.907,-0.635,0.152,-0.915,-0.52,0.014,-0.514,42,43,44,45
42_43_45_46,-38.692,1.014,-38.875,-0.154,0.073,-0.33,-0.1,0.013,-0.101,42,43,45,46
43_44_36_37,47.913,0.357,48.969,-1.05,0.082,-1.243,-0.019,0.005,-0.053,43,44,36,37
43_44_37_38,80.993,0.253,81.5,-1.363,0.156,-1.703,-0.023,0.005,0.0,43,44,37,38
43_44_38_39,9.381,0.905,9.312,-1.419,0.184,-1.718,-0.03,0.013,-0.02,43,44,38,39
43_44_39_40,5.41,0.376,6.032,-1.397,0.203,-1.785,-0.129,0.006,-0.1,43,44,39,40
43_44_40_42,111.042,0.21,109.906,-1.24,0.283,-1.472,-0.815,0.005,-0.828,43,44,40,42
43_44_45_46,-15.869,0.316,-16.469,-1.17,0.11,-1.526,-0.56,0.004,-0.548,43,44,45,46
44_45_36_37,49.423,0.251,50.094,-0.814,0.116,-1.078,0.004,0.003,-0.01,44,45,36,37
44_45_37_38,78.037,2.057,77.75,-1.011,0.138,-1.402,-0.004,0.032,0.012,44,45,37,38
44_45_38_39,8.787,0.344,9.594,-0.926,0.132,-1.215,-0.016,0.005,-0.008,44,45,38,39
44_45_39_40,0.324,0.574,0.218,-0.909,0.132,-1.193,-0.025,0.009,-0.017,44,45,39,40
44_45_40_42,109.575,0.345,109.344,-0.841,0.123,-1.196,-0.124,0.005,-0.1,44,45,40,42
44_45_42_43,21.531,0.335,22.156,-0.449,0.169,-0.602,-0.543,0.007,-0.56,44,45,42,43
45_46_36_37,50.377,0.478,51.406,-0.774,0.101,-0.831,-0.022,0.007,-0.054,45,46,36,37
45_46_37_38,76.961,0.259,76.438,-0.753,0.051,-0.756,0.005,0.007,-0.008,45,46,37,38
45_46_38_39,7.615,1.497,8.844,-0.776,0.048,-0.79,0.06,0.035,0.073,45,46,38,39
45_46_39_40,-2.735,0.387,-2.782,-0.78,0.059,-0.772,-0.014,0.01,-0.01,45,46,39,40
45_46_40_42,110.284,0.413,109.625,-0.776,0.052,-0.795,-0.084,0.009,-0.082,45,46,40,42
45_46_42_43,14.762,0.325,14.75,-0.648,0.045,-0.671,-0.131,0.009,-0.154,45,46,42,43
45_46_43_44,132.919,0.549,133.625,-0.335,0.046,-0.407,-0.548,0.015,-0.518,45,46,43,44
60_61_62_64,12.597,1.063,12.5,-0.007,0.056,-0.008,101.088,4.163,100.086,60,61,62,64
62_64_60_61,12.946,0.329,12.594,-0.007,0.038,-0.002,99.536,3.424,100.156,62,64,60,61
