quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
25_28_26_27,-34.416,0.955,-34.468,-0.067,0.15,-0.189,1.518,0.028,1.466,25,28,26,27
26_27_25_28,-78.95,0.92,-79.844,-0.472,0.219,-0.539,1.537,0.035,1.557,26,27,25,28
26_29_27_28,-446.886,0.912,-448.562,-0.459,0.133,-0.602,1.515,0.023,1.478,26,29,27,28
27_28_26_29,-139.373,0.875,-144.625,-0.577,0.186,-0.731,1.533,0.025,1.482,27,28,26,29
27_30_28_29,48.017,0.832,45.125,-1.304,0.094,-1.614,1.504,0.032,1.511,27,30,28,29
28_29_27_30,-79.704,0.473,-84.625,-0.99,0.163,-1.25,1.467,0.017,1.518,28,29,27,30
28_31_29_30,19.871,0.686,16.25,-1.248,0.173,-1.579,1.476,0.019,1.54,28,31,29,30
29_30_28_31,-119.841,0.637,-122.032,-1.242,0.279,-1.395,1.46,0.011,1.482,29,30,28,31
29_32_30_31,-186.409,0.801,-190.468,-0.478,0.164,-0.681,1.12,0.022,1.123,29,32,30,31
30_31_29_32,-634.588,0.638,-637.75,-0.8,0.235,-1.168,1.109,0.011,1.078,30,31,29,32
30_33_31_32,-44.456,0.627,-48.906,-0.265,0.114,-0.488,1.757,0.015,1.772,30,33,31,32
31_32_30_33,-652.909,0.539,-657.718,-0.645,0.133,-0.846,1.755,0.01,1.722,31,32,30,33
31_34_32_33,-16.524,0.653,-18.812,-0.572,0.1,-0.816,1.106,0.015,1.099,31,34,32,33
32_33_31_34,-575.768,1.767,-580.094,-0.747,0.09,-0.892,1.166,0.054,1.116,32,33,31,34
60_61_62_64,14.772,0.716,15.031,-0.005,0.002,-0.007,98.871,0.635,100.453,60,61,62,64
62_64_60_61,10.288,1.23,13.906,-0.005,0.002,-0.003,99.684,1.152,98.488,62,64,60,61
