quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
10_11_1_2,9.44,1.859,10.25,-0.66,0.066,-0.712,-0.019,0.024,-0.012,10,11,1,2
10_11_2_3,154.529,0.463,154.812,-0.767,0.061,-0.864,0.013,0.018,0.042,10,11,2,3
10_11_3_4,52.716,0.147,52.532,-0.834,0.068,-0.972,-0.055,0.006,-0.057,10,11,3,4
10_11_4_5,-36.808,0.261,-37.094,-0.675,0.058,-0.809,-0.047,0.013,-0.139,10,11,4,5
10_11_5_6,20.572,0.386,20.562,-0.818,0.065,-0.965,-0.028,0.011,0.004,10,11,5,6
10_11_6_7,17.876,0.548,17.75,-0.63,0.056,-0.748,-0.149,0.02,-0.08,10,11,6,7
10_11_7_9,26.677,0.174,27.781,-0.346,0.038,-0.451,-1.202,0.007,-1.258,10,11,7,9
1_2_10_11,33.621,0.259,33.125,0.133,0.06,0.133,-0.0,0.005,-0.009,1,2,10,11
1_2_3_4,50.194,2.185,51.969,-0.147,0.117,-0.182,-0.179,0.033,-0.156,1,2,3,4
1_2_4_5,-64.416,0.341,-64.281,-0.041,0.092,-0.099,-0.056,0.005,-0.068,1,2,4,5
1_2_5_6,77.877,0.317,77.281,0.104,0.081,0.131,-0.018,0.007,-0.008,1,2,5,6
1_2_6_7,-44.826,0.241,-44.406,-0.096,0.094,-0.087,-0.01,0.003,-0.002,1,2,6,7
1_2_7_9,7.272,0.479,7.625,-0.014,0.088,0.072,0.002,0.007,-0.018,1,2,7,9
1_2_9_10,-80.288,0.272,-80.406,-0.026,0.095,0.02,-0.008,0.004,-0.007,1,2,9,10
2_3_10_11,32.98,0.343,32.938,0.064,0.165,-0.006,0.01,0.006,0.023,2,3,10,11
2_3_4_5,-64.62,0.282,-64.656,-0.719,0.242,-0.913,-0.307,0.007,-0.312,2,3,4,5
2_3_5_6,77.538,0.582,77.75,-0.013,0.167,-0.172,-0.089,0.01,-0.076,2,3,5,6
2_3_6_7,-42.664,0.584,-43.094,0.066,0.149,-0.034,-0.032,0.01,-0.032,2,3,6,7
2_3_7_9,6.025,0.858,6.031,0.08,0.154,-0.019,-0.02,0.015,-0.019,2,3,7,9
2_3_9_10,-81.252,0.472,-81.156,0.078,0.16,-0.017,0.012,0.008,-0.018,2,3,9,10
3_4_10_11,32.98,0.379,32.938,-0.762,0.079,-1.117,-0.012,0.007,0.032,3,4,10,11
3_4_1_2,8.671,0.808,8.094,-1.524,0.265,-2.04,-0.167,0.016,-0.174,3,4,1,2
3_4_5_6,78.848,0.622,78.969,-1.854,0.194,-2.424,-0.452,0.014,-0.448,3,4,5,6
3_4_6_7,-41.223,0.51,-41.5,-0.892,0.086,-1.164,-0.122,0.009,-0.132,3,4,6,7
3_4_7_9,5.766,0.284,6.313,-0.769,0.083,-1.085,-0.046,0.005,-0.058,3,4,7,9
3_4_9_10,-81.151,0.775,-81.062,-0.756,0.079,-1.097,-0.007,0.015,-0.035,3,4,9,10
4_5_10_11,33.503,0.362,33.218,0.051,0.08,-0.06,-0.037,0.007,-0.031,4,5,10,11
4_5_1_2,6.622,1.591,6.406,-0.892,0.208,-0.979,-0.012,0.03,-0.046,4,5,1,2
4_5_2_3,168.949,1.923,170.375,-0.494,0.208,-0.812,-0.343,0.033,-0.331,4,5,2,3
4_5_6_7,-40.188,0.691,-39.812,-0.914,0.173,-1.032,-0.609,0.011,-0.607,4,5,6,7
4_5_7_9,5.139,0.411,5.0,-0.12,0.101,-0.133,-0.134,0.007,-0.134,4,5,7,9
4_5_9_10,-80.198,0.306,-80.219,0.036,0.077,0.0,-0.062,0.005,-0.056,4,5,9,10
5_6_10_11,33.514,0.37,33.781,-0.103,0.055,-0.064,-0.047,0.007,-0.065,5,6,10,11
5_6_1_2,8.101,1.123,8.562,-0.882,0.212,-0.971,-0.005,0.02,-0.012,5,6,1,2
5_6_2_3,163.922,1.553,164.375,-0.96,0.223,-1.14,-0.1,0.028,-0.085,5,6,2,3
5_6_3_4,66.476,0.412,67.344,-0.834,0.239,-1.097,-0.45,0.006,-0.45,5,6,3,4
5_6_7_9,6.736,0.419,7.344,-0.758,0.175,-0.872,-0.506,0.007,-0.49,5,6,7,9
5_6_9_10,-80.196,0.157,-80.5,-0.315,0.096,-0.503,-0.123,0.002,-0.128,5,6,9,10
60_61_62_64,4.725,2.242,6.313,-0.001,0.002,0.002,100.445,2.245,98.454,60,61,62,64
62_64_60_61,6.025,0.765,6.688,-0.004,0.009,0.0,97.799,0.827,98.173,62,64,60,61
6_7_10_11,32.164,0.28,31.344,-0.247,0.084,-0.353,-0.155,0.006,-0.156,6,7,10,11
6_7_1_2,6.997,1.713,8.188,-0.767,0.2,-1.002,-0.023,0.026,-0.02,6,7,1,2
6_7_2_3,160.405,0.35,160.906,-0.688,0.183,-0.896,-0.058,0.005,-0.059,6,7,2,3
6_7_3_4,61.932,0.863,62.656,-0.812,0.211,-1.046,-0.127,0.013,-0.126,6,7,3,4
6_7_4_5,-26.901,0.912,-26.781,-0.764,0.198,-1.014,-0.632,0.019,-0.624,6,7,4,5
6_7_9_10,-79.335,0.628,-79.375,-0.913,0.177,-1.131,-0.687,0.016,-0.733,6,7,9,10
7_9_10_11,32.337,0.784,33.032,-0.477,0.158,-0.684,-1.179,0.011,-1.164,7,9,10,11
7_9_1_2,8.82,0.645,8.562,-0.573,0.111,-0.643,-0.006,0.013,-0.005,7,9,1,2
7_9_2_3,157.707,0.489,157.906,-0.691,0.188,-0.894,-0.019,0.008,-0.026,7,9,2,3
7_9_3_4,58.424,0.458,58.156,-0.723,0.203,-0.955,-0.064,0.006,-0.06,7,9,3,4
7_9_4_5,-32.528,0.468,-32.688,-1.26,0.197,-1.507,-0.118,0.01,-0.097,7,9,4,5
7_9_5_6,33.103,0.83,32.563,-0.514,0.162,-0.778,-0.491,0.017,-0.5,7,9,5,6
9_10_1_2,9.642,0.296,9.5,-0.849,0.1,-0.896,-0.007,0.005,-0.004,9,10,1,2
9_10_2_3,156.216,0.403,156.312,-1.105,0.126,-1.27,-0.008,0.006,-0.007,9,10,2,3
9_10_3_4,55.049,0.43,54.875,-0.951,0.104,-1.148,-0.023,0.006,-0.026,9,10,3,4
9_10_4_5,-34.865,0.722,-34.844,-0.908,0.125,-1.152,-0.058,0.021,-0.063,9,10,4,5
9_10_5_6,25.55,0.612,25.906,-0.831,0.099,-1.05,-0.12,0.008,-0.125,9,10,5,6
9_10_6_7,23.994,1.009,24.406,-0.163,0.073,-0.291,-0.719,0.029,-0.734,9,10,6,7
