quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
25_28_26_27,-87.835,0.305,-88.0,-0.099,0.111,-0.274,2.887,0.011,2.926,25,28,26,27
26_27_25_28,-203.309,0.797,-203.875,-0.269,0.076,-0.451,2.914,0.042,2.873,26,27,25,28
26_29_27_28,-393.373,0.76,-395.875,-0.355,0.063,-0.513,2.68,0.042,2.688,26,29,27,28
27_28_26_29,-156.507,0.293,-162.25,-0.393,0.144,-0.557,2.618,0.008,2.601,27,28,26,29
27_30_28_29,21.841,0.246,20.656,-0.52,0.037,-0.673,2.809,0.043,2.755,27,30,28,29
28_29_27_30,-107.567,0.45,-113.406,-0.938,0.1,-1.136,2.812,0.014,2.856,28,29,27,30
28_31_29_30,67.893,0.251,65.281,-0.447,0.032,-0.57,3.066,0.041,3.096,28,31,29,30
29_30_28_31,-37.728,0.423,-41.125,-0.979,0.187,-1.044,3.028,0.012,3.03,29,30,28,31
29_32_30_31,-171.105,0.392,-173.594,-0.251,0.097,-0.383,2.077,0.015,2.092,29,32,30,31
30_31_29_32,-646.162,0.279,-650.781,0.198,0.065,0.281,2.044,0.01,2.01,30,31,29,32
30_33_31_32,-158.462,0.366,-161.594,-0.277,0.062,-0.465,3.616,0.011,3.602,30,33,31,32
31_32_30_33,-625.14,0.292,-630.625,-0.347,0.133,-0.72,3.533,0.01,3.57,31,32,30,33
31_34_32_33,-28.489,0.307,-29.781,-0.231,0.06,-0.382,2.047,0.008,1.978,31,34,32,33
32_33_31_34,-677.634,0.331,-681.906,-0.506,0.037,-0.6,2.079,0.018,2.105,32,33,31,34
60_61_62_64,-7.096,0.866,-7.844,-0.0,0.008,0.0,203.052,1.414,204.286,60,61,62,64
62_64_60_61,-7.771,0.594,-7.0,-0.004,0.012,-0.013,204.472,1.949,204.905,62,64,60,61
