quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
1_4_2_3,204.429,0.766,204.312,-3.591,0.451,-3.93,1.5,0.014,1.508,1,4,2,3
2_3_1_4,77.081,0.618,75.125,-5.496,0.39,-5.323,1.353,0.056,1.307,2,3,1,4
2_5_3_4,-536.354,0.993,-545.032,-2.757,0.256,-3.015,0.946,0.019,0.98,2,5,3,4
3_4_2_5,-137.948,0.925,-144.156,-3.281,0.91,-4.316,0.92,0.012,0.916,3,4,2,5
3_6_4_5,-361.622,1.207,-359.781,-0.606,0.303,-1.23,0.998,0.015,1.019,3,6,4,5
4_5_3_6,-335.826,1.048,-336.438,-0.609,0.481,-0.825,0.986,0.014,0.986,4,5,3,6
4_7_5_6,-5.842,1.155,-8.125,-0.642,0.244,-1.047,1.02,0.023,1.023,4,7,5,6
5_6_4_7,-258.006,1.639,-262.374,-2.071,0.369,-2.349,1.016,0.029,1.033,5,6,4,7
5_9_6_7,-62.427,1.457,-67.562,-0.684,0.292,-1.08,1.286,0.027,1.272,5,9,6,7
60_61_62_64,12.543,1.042,14.75,-0.001,0.007,-0.001,100.515,1.112,100.622,60,61,62,64
62_64_60_61,9.733,0.337,9.126,-0.009,0.045,-0.006,102.361,3.817,103.611,62,64,60,61
6_10_7_9,-169.207,0.618,-175.375,-0.534,0.287,-0.851,1.396,0.012,1.378,6,10,7,9
6_7_5_9,-743.697,1.33,-749.5,-1.791,0.252,-2.346,1.257,0.02,1.288,6,7,5,9
7_11_9_10,-15.733,0.396,-20.687,-0.329,0.214,-0.619,1.475,0.01,1.462,7,11,9,10
7_9_6_10,-693.126,1.088,-696.625,-0.46,0.229,-0.637,1.379,0.018,1.394,7,9,6,10
9_10_7_11,-635.001,0.684,-638.969,-1.064,0.236,-1.297,1.475,0.011,1.453,9,10,7,11
