quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
25_28_26_27,-57.504,0.232,-58.375,-0.247,0.156,-0.469,1.404,0.008,1.43,25,28,26,27
26_27_25_28,-19.228,0.688,-19.562,-0.213,0.126,-0.293,1.552,0.058,1.787,26,27,25,28
26_29_27_28,-387.811,0.254,-392.594,-0.695,0.117,-0.939,1.342,0.01,1.348,26,29,27,28
27_28_26_29,-79.522,0.678,-83.031,-0.881,0.207,-1.112,1.373,0.011,1.405,27,28,26,29
27_30_28_29,22.406,0.398,22.532,-1.285,0.103,-1.652,1.382,0.011,1.378,27,30,28,29
28_29_27_30,-113.329,0.87,-117.906,-1.154,0.144,-1.502,1.388,0.015,1.377,28,29,27,30
28_31_29_30,-20.91,0.655,-26.968,-1.397,0.234,-1.697,1.539,0.007,1.55,28,31,29,30
29_30_28_31,-118.583,0.625,-122.687,-1.245,0.28,-1.459,1.555,0.01,1.566,29,30,28,31
29_32_30_31,-115.67,0.415,-117.062,-0.462,0.191,-0.66,1.046,0.008,1.065,29,32,30,31
30_31_29_32,-626.216,1.869,-633.438,-1.4,0.271,-1.834,1.039,0.04,1.016,30,31,29,32
30_33_31_32,-100.169,0.382,-102.532,-0.536,0.098,-0.817,1.818,0.008,1.816,30,33,31,32
31_32_30_33,-698.15,0.233,-705.297,-0.815,0.156,-0.941,1.799,0.008,1.801,31,32,30,33
31_34_32_33,-29.045,0.591,-29.875,-0.706,0.116,-0.973,1.061,0.013,1.064,31,34,32,33
32_33_31_34,-677.92,0.465,-680.312,-1.003,0.081,-1.138,1.045,0.012,1.068,32,33,31,34
60_61_62_64,9.094,0.895,7.812,-0.004,0.004,-0.003,100.235,0.686,100.018,60,61,62,64
62_64_60_61,11.191,1.355,11.938,-0.007,0.003,-0.006,94.528,1.01,98.132,62,64,60,61
