quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
49_52_50_51,-43.959,0.931,-44.031,0.006,0.119,0.006,126.24,8.453,126.564,49,52,50,51
50_51_49_52,54.301,0.181,53.75,0.203,0.105,0.172,94.558,16.71,87.098,50,51,49,52
50_53_51_52,-1.871,0.315,-1.656,0.037,0.137,-0.018,0.005,0.008,-0.013,50,53,51,52
51_52_50_53,-437.82,0.304,-438.532,0.0,0.0,0.0,0.031,0.008,0.048,51,52,50,53
51_54_52_53,-530.366,0.328,-528.906,-0.001,0.033,-0.021,1.316,1.226,4.325,51,54,52,53
52_53_51_54,7287.625,0.0,7287.625,0.229,0.042,0.171,-2.305,0.457,0.0,52,53,51,54
52_56_53_54,7276.328,79.747,7287.625,0.068,0.01,0.03,-19.103,43.129,0.0,52,56,53,54
53_54_52_56,191.294,0.339,191.562,-0.005,0.027,0.005,-2.82,1.797,1.033,53,54,52,56
53_57_54_56,6801.167,2102.739,7287.625,-0.498,0.029,-0.571,322.994,936.023,0.0,53,57,54,56
54_56_53_57,102.71,0.391,102.218,0.0,0.025,0.005,1.322,1.653,-2.731,54,56,53,57
54_58_56_57,-230.586,0.291,-228.438,-0.002,0.015,0.009,-2.374,0.658,-1.118,54,58,56,57
56_57_54_58,6632.41,2181.633,7287.625,0.133,0.035,0.127,566.077,542.639,0.0,56,57,54,58
56_59_57_58,379.986,0.399,381.406,-0.922,0.117,-1.149,1.44,0.006,1.496,56,59,57,58
57_58_56_59,-520.897,0.492,-522.718,-1.634,0.142,-1.942,1.418,0.01,1.399,57,58,56,59
60_61_62_64,15.074,0.542,15.407,-0.001,0.122,0.004,101.367,13.851,103.899,60,61,62,64
62_64_60_61,15.201,0.943,14.844,-0.007,0.106,0.046,103.094,7.886,97.476,62,64,60,61
