quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
13_16_14_15,15.364,0.366,13.625,0.103,0.043,0.032,2.092,0.045,1.939,13,16,14,15
14_15_13_16,55.908,0.475,56.094,-0.568,0.09,-0.78,1.957,0.012,2.013,14,15,13,16
14_17_15_16,-242.308,0.552,-248.875,-0.818,0.079,-0.965,0.99,0.027,1.026,14,17,15,16
15_16_14_17,-103.823,0.663,-105.438,-0.493,0.074,-0.521,0.976,0.039,1.038,15,16,14,17
15_18_16_17,-170.65,3.887,-174.625,-0.449,0.143,-0.47,2.002,0.142,1.983,15,18,16,17
16_17_15_18,-64.686,0.641,-66.906,-0.47,0.084,-0.535,2.048,0.035,1.978,16,17,15,18
16_19_17_18,7.726,0.442,3.219,-0.361,0.078,-0.376,1.174,0.024,1.119,16,19,17,18
17_18_16_19,-34.538,1.526,-38.312,-0.432,0.171,-0.486,1.201,0.062,1.211,17,18,16,19
17_20_18_19,3.871,0.354,-1.093,-0.472,0.109,-0.487,1.167,0.022,1.13,17,20,18,19
18_19_17_20,-505.659,1.38,-510.718,-0.63,0.081,-0.774,1.21,0.061,1.222,18,19,17,20
18_21_19_20,-36.434,0.545,-37.469,-0.571,0.052,-0.702,1.064,0.023,1.018,18,21,19,20
19_20_18_21,-467.588,0.429,-472.188,-0.414,0.068,-0.492,1.167,0.021,1.176,19,20,18,21
19_22_20_21,-31.299,0.263,-31.656,-0.105,0.086,-0.233,1.123,0.009,1.156,19,22,20,21
20_21_19_22,-631.974,1.039,-634.375,-0.443,0.047,-0.498,1.18,0.047,1.203,20,21,19,22
60_61_62_64,10.408,1.119,11.0,-0.002,0.024,-0.002,102.238,2.567,99.708,60,61,62,64
62_64_60_61,14.109,1.02,14.844,0.002,0.039,0.001,101.787,4.238,100.783,62,64,60,61
