quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
1_4_2_3,61.9,0.836,61.438,-0.901,0.125,-1.136,1.503,0.027,1.497,1,4,2,3
2_3_1_4,46.143,0.323,46.156,-0.952,0.132,-1.112,1.491,0.018,1.482,2,3,1,4
2_5_3_4,-428.558,0.683,-429.437,-0.537,0.165,-0.729,0.995,0.012,0.95,2,5,3,4
3_4_2_5,-96.091,0.389,-98.688,-1.374,0.184,-1.857,1.007,0.008,1.008,3,4,2,5
3_6_4_5,-193.74,0.659,-195.906,-0.865,0.172,-1.176,1.326,0.006,1.26,3,6,4,5
4_5_3_6,-373.356,1.162,-373.563,-0.691,0.201,-0.842,1.4,0.029,1.444,4,5,3,6
4_7_5_6,-63.126,0.584,-64.938,-0.598,0.193,-0.842,1.3,0.016,1.261,4,7,5,6
5_6_4_7,-460.763,0.291,-463.469,-0.849,0.178,-1.076,1.304,0.005,1.262,5,6,4,7
5_9_6_7,-32.26,0.72,-33.25,-0.647,0.175,-0.953,1.782,0.013,1.766,5,9,6,7
60_61_62_64,15.05,0.763,15.312,-0.003,0.002,-0.003,99.086,0.765,102.222,60,61,62,64
62_64_60_61,12.766,0.973,14.187,-0.006,0.002,-0.008,95.299,0.892,90.444,62,64,60,61
6_10_7_9,-50.07,0.427,-54.532,-0.766,0.119,-0.968,2.175,0.013,2.119,6,10,7,9
6_7_5_9,-659.908,1.478,-665.218,-0.863,0.173,-1.157,1.812,0.026,1.828,6,7,5,9
7_11_9_10,-20.233,0.392,-19.844,-0.841,0.084,-1.053,2.165,0.017,2.164,7,11,9,10
7_9_6_10,-557.189,0.423,-560.781,-0.729,0.125,-0.887,2.184,0.01,2.191,7,9,6,10
9_10_7_11,-452.73,0.409,-455.688,-0.791,0.084,-0.903,2.116,0.009,2.141,9,10,7,11
