quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
10_11_1_2,6.818,1.156,6.969,-0.925,0.082,-1.044,0.001,0.015,0.005,10,11,1,2
10_11_2_3,155.951,0.542,156.406,-1.048,0.074,-1.171,-0.032,0.014,-0.066,10,11,2,3
10_11_3_4,44.867,0.443,44.937,-1.091,0.075,-1.286,0.01,0.013,-0.014,10,11,3,4
10_11_4_5,-31.727,0.92,-31.188,-0.826,0.067,-0.988,-0.043,0.035,-0.028,10,11,4,5
10_11_5_6,18.866,0.352,18.5,-1.044,0.076,-1.219,-0.026,0.011,-0.008,10,11,5,6
10_11_6_7,23.05,0.836,23.376,-0.831,0.066,-0.936,-0.155,0.025,-0.163,10,11,6,7
10_11_7_9,28.49,0.316,29.468,-0.491,0.048,-0.6,-1.251,0.008,-1.248,10,11,7,9
1_2_10_11,56.952,0.41,57.219,0.064,0.047,0.079,0.036,0.009,0.031,1,2,10,11
1_2_3_4,53.014,0.422,52.812,-0.199,0.119,-0.154,-0.157,0.007,-0.14,1,2,3,4
1_2_4_5,-66.978,0.214,-68.125,-0.105,0.073,-0.105,-0.054,0.003,-0.074,1,2,4,5
1_2_5_6,81.243,0.629,81.406,0.068,0.065,0.111,-0.023,0.014,-0.024,1,2,5,6
1_2_6_7,-43.945,0.413,-43.844,-0.177,0.097,-0.165,-0.0,0.006,-0.008,1,2,6,7
1_2_7_9,10.272,0.336,10.062,-0.086,0.088,-0.099,-0.001,0.005,-0.012,1,2,7,9
1_2_9_10,-75.106,0.44,-74.968,-0.104,0.094,-0.082,-0.006,0.006,-0.014,1,2,9,10
2_3_10_11,57.434,0.529,57.875,0.187,0.177,0.088,-0.019,0.009,-0.015,2,3,10,11
2_3_4_5,-67.144,0.354,-66.438,-0.613,0.251,-0.742,-0.342,0.007,-0.33,2,3,4,5
2_3_5_6,79.929,0.53,80.0,0.123,0.187,-0.025,-0.088,0.009,-0.087,2,3,5,6
2_3_6_7,-42.514,0.47,-43.0,0.195,0.173,0.131,-0.037,0.008,-0.046,2,3,6,7
2_3_7_9,8.089,0.852,7.812,0.242,0.168,0.148,-0.002,0.015,-0.027,2,3,7,9
2_3_9_10,-74.759,0.421,-74.313,0.246,0.173,0.158,0.001,0.007,-0.011,2,3,9,10
3_4_10_11,57.968,0.376,58.156,-0.845,0.095,-1.207,-0.012,0.006,-0.034,3,4,10,11
3_4_1_2,6.102,0.781,5.282,-1.675,0.261,-2.312,-0.143,0.013,-0.142,3,4,1,2
3_4_5_6,81.58,0.394,81.968,-1.978,0.22,-2.602,-0.452,0.006,-0.463,3,4,5,6
3_4_6_7,-41.469,0.604,-41.594,-0.882,0.091,-1.149,-0.118,0.01,-0.082,3,4,6,7
3_4_7_9,8.428,0.406,8.657,-0.859,0.093,-1.228,-0.056,0.006,-0.038,3,4,7,9
3_4_9_10,-75.028,0.597,-75.531,-0.864,0.095,-1.208,-0.011,0.01,-0.014,3,4,9,10
4_5_10_11,57.237,0.271,57.031,-0.104,0.073,-0.225,-0.023,0.005,-0.026,4,5,10,11
4_5_1_2,5.988,0.382,5.938,-1.094,0.195,-1.29,-0.073,0.009,-0.14,4,5,1,2
4_5_2_3,174.654,1.016,173.469,-0.638,0.195,-0.934,-0.285,0.019,-0.244,4,5,2,3
4_5_6_7,-40.289,0.581,-39.906,-1.152,0.167,-1.288,-0.603,0.011,-0.606,4,5,6,7
4_5_7_9,7.834,0.481,7.718,-0.355,0.087,-0.364,-0.148,0.008,-0.138,4,5,7,9
4_5_9_10,-74.082,0.351,-74.125,-0.067,0.074,-0.031,-0.034,0.006,-0.054,4,5,9,10
5_6_10_11,57.084,0.483,56.844,-0.111,0.057,-0.112,-0.049,0.009,-0.059,5,6,10,11
5_6_1_2,4.945,0.576,4.906,-0.88,0.207,-1.149,-0.028,0.01,-0.016,5,6,1,2
5_6_2_3,168.48,0.597,168.688,-0.99,0.224,-1.32,-0.091,0.01,-0.106,5,6,2,3
5_6_3_4,57.125,0.288,56.375,-0.809,0.226,-1.165,-0.448,0.004,-0.456,5,6,3,4
5_6_7_9,8.172,0.296,8.562,-0.785,0.181,-0.911,-0.48,0.006,-0.511,5,6,7,9
