quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
49_50_51_52,0.914,0.455,1.062,0.055,0.042,0.125,0.014,0.013,0.006,49,50,51,52
49_50_52_53,21.466,0.367,22.812,-0.044,0.024,-0.068,-0.513,0.013,-0.542,49,50,52,53
49_50_53_54,7287.625,0.0,7287.625,0.466,0.04,0.335,0.0,0.0,0.0,49,50,53,54
49_50_54_56,7287.05,10.148,7287.625,0.147,0.021,0.132,-167.211,11.947,0.0,49,50,54,56
49_50_56_57,41.35,0.66,42.781,-0.069,0.019,-0.106,0.007,0.057,-0.116,49,50,56,57
49_50_57_58,30.116,0.392,30.781,-0.036,0.014,-0.077,0.009,0.032,-0.083,49,50,57,58
49_50_58_59,21.252,0.629,23.282,-0.034,0.014,-0.062,0.125,0.052,0.177,49,50,58,59
50_51_52_53,688.993,2.848,682.562,-0.074,0.028,-0.086,-216.489,0.162,-217.842,50,51,52,53
50_51_53_54,6953.215,1057.966,7287.625,0.359,0.047,0.217,-57.076,181.804,0.0,50,51,53,54
50_51_54_56,7038.809,1203.213,7287.625,0.084,0.022,0.058,66.91,327.514,0.0,50,51,54,56
50_51_56_57,51.804,0.794,54.031,-0.065,0.022,-0.1,-0.024,0.082,-0.286,50,51,56,57
50_51_57_58,35.226,0.3,34.625,-0.015,0.019,-0.054,0.006,0.029,-0.05,50,51,57,58
50_51_58_59,22.074,0.505,20.094,-0.008,0.019,-0.041,-0.088,0.047,-0.089,50,51,58,59
51_52_49_50,53.085,0.731,51.968,0.0,0.0,0.0,0.041,0.018,0.032,51,52,49,50
51_52_53_54,6101.042,1451.357,7287.625,-0.015,0.155,0.034,9.057,15.336,0.0,51,52,53,54
51_52_54_56,7287.625,0.0,7287.625,0.002,0.027,0.0,0.01,0.0,0.0,51,52,54,56
51_52_56_57,51.48,0.79,50.656,0.0,0.0,0.0,0.05,0.019,0.027,51,52,56,57
51_52_57_58,30.607,0.304,30.218,0.106,0.105,0.116,0.023,0.003,0.012,51,52,57,58
51_52_58_59,27.742,0.253,28.156,0.0,0.0,0.0,0.014,0.006,0.085,51,52,58,59
52_53_49_50,59.628,0.615,60.5,0.02,0.034,-0.04,-0.611,0.049,-0.624,52,53,49,50
52_53_50_51,-347.612,0.448,-349.438,0.038,0.033,-0.007,-290.907,0.847,-289.207,52,53,50,51
52_53_54_56,7287.625,0.0,7287.625,-0.096,0.004,-0.113,459.298,235.533,0.0,52,53,54,56
52_53_56_57,59.773,0.508,59.468,0.05,0.024,0.078,-0.176,0.013,-0.166,52,53,56,57
52_53_57_58,31.77,0.232,33.969,0.221,0.017,0.199,-0.024,0.014,0.026,52,53,57,58
52_53_58_59,33.481,0.244,35.938,0.093,0.016,0.085,-0.023,0.023,0.156,52,53,58,59
53_54_49_50,57.532,0.285,57.781,0.003,0.003,0.003,0.982,1.186,-1.55,53,54,49,50
53_54_50_51,49.547,1.604,45.687,0.006,0.003,0.007,-4.355,7.03,-12.961,53,54,50,51
53_54_51_52,2.308,0.424,2.094,0.006,0.006,0.006,-3.488,1.622,-4.4,53,54,51,52
53_54_56_57,54.879,1.488,57.031,0.003,0.003,0.002,-0.841,6.106,-2.071,53,54,56,57
53_54_57_58,27.522,0.432,27.125,0.003,0.003,0.001,-1.798,1.934,0.218,53,54,57,58
53_54_58_59,33.193,0.364,33.312,0.003,0.002,0.002,1.739,1.3,-1.927,53,54,58,59
54_56_49_50,63.898,1.204,62.75,-0.009,0.005,-0.006,8.529,5.081,4.291,54,56,49,50
54_56_50_51,22.887,0.946,22.625,-0.009,0.004,-0.01,6.152,4.058,15.687,54,56,50,51
54_56_51_52,1.3,0.446,0.875,-0.006,0.003,-0.005,-2.436,1.447,-4.854,54,56,51,52
54_56_52_53,-396.019,0.528,-396.718,-0.005,0.003,-0.005,2.614,1.92,7.461,54,56,52,53
54_56_57_58,35.626,0.826,33.969,-0.003,0.003,-0.004,-3.542,3.623,-6.305,54,56,57,58
54_56_58_59,38.639,0.477,38.188,-0.004,0.004,-0.004,2.593,1.795,-0.972,54,56,58,59
56_57_49_50,75.194,0.601,76.156,0.078,0.016,0.072,0.02,0.055,0.144,56,57,49,50
56_57_50_51,16.552,2.027,16.906,-0.188,0.066,-0.187,-0.172,0.165,-0.186,56,57,50,51
56_57_51_52,-2.074,0.389,-2.5,-0.278,0.095,-0.252,-0.067,0.035,-0.079,56,57,51,52
56_57_52_53,-376.082,0.405,-375.062,-0.379,0.089,-0.332,-0.058,0.04,0.094,56,57,52,53
56_57_53_54,7287.625,0.0,7287.625,-0.04,0.005,-0.04,-24.646,2.356,0.0,56,57,53,54
