quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
10_11_1_2,31.526,0.329,31.812,-0.234,0.037,-0.199,0.011,0.007,0.023,10,11,1,2
10_11_2_3,132.191,2.125,132.594,-0.293,0.028,-0.3,0.095,0.16,0.185,10,11,2,3
10_11_3_4,37.048,1.526,37.906,-0.302,0.025,-0.339,-0.082,0.121,-0.078,10,11,3,4
10_11_4_5,-10.143,0.341,-10.563,-0.24,0.024,-0.286,0.052,0.03,0.011,10,11,4,5
10_11_5_6,4.206,0.208,3.968,-0.281,0.024,-0.341,-0.069,0.017,-0.118,10,11,5,6
10_11_6_7,-7.86,0.542,-8.218,-0.151,0.017,-0.165,-0.08,0.045,-0.143,10,11,6,7
10_11_7_9,-4.161,0.497,-4.375,-0.096,0.016,-0.122,-0.896,0.039,-0.923,10,11,7,9
1_2_10_11,17.79,0.226,17.844,0.542,0.059,0.496,0.01,0.003,0.068,1,2,10,11
1_2_3_4,-18.904,0.282,-19.094,0.061,0.15,-0.098,-0.177,0.007,-0.212,1,2,3,4
1_2_4_5,17.868,0.332,17.563,0.529,0.063,0.552,-0.054,0.005,-0.044,1,2,4,5
1_2_5_6,62.483,0.358,62.281,0.492,0.093,0.441,-0.058,0.009,-0.028,1,2,5,6
1_2_6_7,-45.272,0.65,-45.156,0.513,0.07,0.489,-0.008,0.009,-0.01,1,2,6,7
1_2_7_9,-25.383,0.283,-25.0,0.555,0.062,0.474,-0.01,0.004,-0.001,1,2,7,9
1_2_9_10,-90.053,0.209,-89.875,0.549,0.065,0.572,-0.007,0.003,-0.018,1,2,9,10
2_3_10_11,17.909,0.472,18.219,-0.489,0.085,-0.619,0.008,0.008,-0.003,2,3,10,11
2_3_4_5,17.876,0.722,18.594,-1.05,0.162,-1.37,-0.314,0.013,-0.306,2,3,4,5
2_3_5_6,61.673,0.687,61.906,-0.568,0.098,-0.729,-0.1,0.012,-0.088,2,3,5,6
2_3_6_7,-43.838,0.59,-44.782,-0.494,0.093,-0.591,-0.054,0.01,-0.046,2,3,6,7
2_3_7_9,-27.0,0.229,-27.062,-0.489,0.092,-0.645,-0.034,0.004,-0.027,2,3,7,9
2_3_9_10,-89.714,0.277,-90.344,-0.48,0.091,-0.648,-0.036,0.005,-0.037,2,3,9,10
3_4_10_11,17.662,0.265,17.656,-0.519,0.082,-0.808,-0.015,0.004,0.014,3,4,10,11
3_4_1_2,27.615,0.229,27.125,-1.604,0.414,-1.879,-0.161,0.004,-0.144,3,4,1,2
3_4_5_6,63.355,0.549,64.25,-1.232,0.143,-1.514,-0.464,0.011,-0.437,3,4,5,6
3_4_6_7,-42.527,0.269,-43.562,-0.612,0.084,-0.819,-0.118,0.004,-0.122,3,4,6,7
3_4_7_9,-27.972,0.477,-28.563,-0.539,0.08,-0.768,-0.061,0.008,-0.054,3,4,7,9
3_4_9_10,-89.921,0.417,-90.062,-0.57,0.09,-0.837,-0.023,0.007,-0.028,3,4,9,10
4_5_10_11,17.963,0.386,18.594,-0.082,0.113,-0.306,-0.062,0.006,-0.059,4,5,10,11
4_5_1_2,27.623,0.388,28.062,-1.013,0.238,-1.146,-0.068,0.007,-0.077,4,5,1,2
4_5_2_3,157.394,1.432,157.625,-0.694,0.227,-0.947,-0.312,0.027,-0.318,4,5,2,3
4_5_6_7,-41.542,0.351,-41.031,-0.887,0.172,-1.06,-0.588,0.006,-0.575,4,5,6,7
4_5_7_9,-28.176,0.611,-28.844,-0.198,0.122,-0.42,-0.14,0.009,-0.139,4,5,7,9
4_5_9_10,-90.406,0.291,-89.875,-0.056,0.098,-0.291,-0.077,0.004,-0.082,4,5,9,10
5_6_10_11,19.585,0.282,19.812,-0.122,0.097,-0.291,-0.056,0.004,-0.076,5,6,10,11
5_6_1_2,27.241,0.378,27.032,-0.961,0.232,-1.195,-0.028,0.006,-0.05,5,6,1,2
5_6_2_3,150.929,1.765,150.594,-0.968,0.244,-1.273,-0.077,0.03,-0.079,5,6,2,3
5_6_3_4,44.791,0.758,45.312,-0.716,0.227,-1.076,-0.429,0.012,-0.432,5,6,3,4
5_6_7_9,-27.911,0.573,-27.156,-0.71,0.185,-0.816,-0.555,0.01,-0.542,5,6,7,9
5_6_9_10,-89.415,0.323,-89.406,-0.145,0.118,-0.329,-0.104,0.005,-0.086,5,6,9,10
60_61_62_64,9.917,1.955,7.718,0.0,0.002,0.003,99.171,1.606,101.422,60,61,62,64
62_64_60_61,11.676,0.502,11.656,-0.001,0.003,-0.001,98.845,0.748,97.467,62,64,60,61
6_7_10_11,18.236,0.377,17.187,-0.333,0.103,-0.561,-0.118,0.005,-0.146,6,7,10,11
6_7_1_2,28.761,0.393,28.625,-0.897,0.196,-1.19,-0.014,0.006,-0.02,6,7,1,2
6_7_2_3,145.588,1.356,145.906,-0.625,0.131,-0.913,-0.063,0.019,-0.06,6,7,2,3
6_7_3_4,41.886,0.302,42.032,-0.909,0.201,-1.305,-0.123,0.005,-0.117,6,7,3,4
6_7_4_5,1.73,0.212,1.812,-0.78,0.176,-1.091,-0.591,0.004,-0.605,6,7,4,5
6_7_9_10,-89.059,0.39,-89.125,-1.015,0.156,-1.329,-0.505,0.01,-0.495,6,7,9,10
7_9_10_11,19.581,0.209,20.0,-0.511,0.059,-0.431,-0.931,0.002,-0.945,7,9,10,11
