quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
36_39_37_38,13.51,0.405,12.782,-0.234,0.04,-0.369,2.042,0.055,2.146,36,39,37,38
37_38_36_39,43.394,0.391,42.968,-0.357,0.193,-0.398,2.133,0.021,2.144,37,38,36,39
37_40_38_39,-296.36,0.47,-299.782,-0.464,0.113,-0.759,1.262,0.01,1.276,37,40,38,39
38_39_37_40,-130.304,0.415,-133.468,-0.478,0.153,-0.725,1.269,0.013,1.254,38,39,37,40
38_42_39_40,-257.363,0.453,-259.844,-0.998,0.166,-1.271,1.943,0.012,1.978,38,42,39,40
39_40_38_42,-159.865,0.52,-166.0,-0.672,0.157,-1.007,1.921,0.014,1.904,39,40,38,42
39_43_40_42,12.097,0.426,12.688,-0.816,0.081,-1.079,1.684,0.023,1.672,39,43,40,42
40_42_39_43,-152.964,1.48,-155.782,-1.396,0.191,-1.64,1.678,0.043,1.672,40,42,39,43
40_44_42_43,-8.719,0.466,-14.782,-1.1,0.152,-1.356,1.524,0.014,1.51,40,44,42,43
42_43_40_44,-575.585,0.309,-578.968,-0.924,0.176,-1.165,1.489,0.008,1.481,42,43,40,44
42_45_43_44,-70.144,0.449,-74.781,-0.79,0.125,-1.102,1.839,0.01,1.86,42,45,43,44
43_44_42_45,-502.67,1.859,-504.438,-0.843,0.109,-1.084,1.846,0.056,1.83,43,44,42,45
43_46_44_45,-42.179,0.333,-43.937,-0.494,0.076,-0.705,1.608,0.011,1.622,43,46,44,45
44_45_43_46,-553.376,0.413,-559.656,-0.721,0.085,-0.932,1.581,0.008,1.508,44,45,43,46
60_61_62_64,12.637,0.432,12.593,-0.005,0.007,-0.005,100.742,0.709,98.406,60,61,62,64
62_64_60_61,11.846,2.03,11.188,-0.008,0.005,-0.005,100.676,1.92,100.848,62,64,60,61
