quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
13_14_15_16,-10.191,0.296,-12.062,0.257,0.041,0.327,-0.398,0.004,-0.414,13,14,15,16
13_14_16_17,26.278,2.821,28.156,0.05,0.063,0.05,-0.107,0.036,-0.112,13,14,16,17
13_14_17_18,33.412,1.117,34.062,0.883,0.074,0.836,-0.009,0.033,-0.056,13,14,17,18
13_14_18_19,34.154,1.478,36.032,0.717,0.107,0.662,0.011,0.042,0.012,13,14,18,19
13_14_19_20,-31.313,0.198,-31.562,0.024,0.057,0.039,0.016,0.003,0.02,13,14,19,20
13_14_20_21,-44.872,0.31,-46.468,0.038,0.034,-0.02,-0.016,0.004,-0.012,13,14,20,21
13_14_21_22,-35.307,2.349,-34.75,0.076,0.045,0.03,-0.005,0.03,0.001,13,14,21,22
14_15_16_17,42.629,1.099,41.094,-0.207,0.105,-0.18,-1.054,0.017,-1.058,14,15,16,17
14_15_17_18,27.67,0.29,27.875,0.345,0.105,0.287,-0.104,0.004,-0.105,14,15,17,18
14_15_18_19,35.817,0.449,34.532,-0.523,0.119,-0.591,-0.057,0.011,-0.074,14,15,18,19
14_15_19_20,-28.472,0.949,-30.156,0.228,0.047,0.166,-0.024,0.012,-0.04,14,15,19,20
14_15_20_21,-42.682,0.401,-43.375,0.28,0.089,0.236,0.006,0.005,0.005,14,15,20,21
14_15_21_22,-32.479,1.279,-32.031,0.249,0.077,0.188,-0.019,0.017,-0.002,14,15,21,22
15_16_13_14,1.105,0.346,0.312,-0.566,0.117,-0.629,-0.434,0.016,-0.532,15,16,13,14
15_16_17_18,33.298,2.002,34.906,1.634,0.055,1.441,-0.299,0.025,-0.298,15,16,17,18
15_16_18_19,34.43,0.467,33.782,0.287,0.101,0.116,-0.11,0.023,-0.086,15,16,18,19
15_16_19_20,-27.978,1.63,-28.094,0.815,0.058,0.816,-0.009,0.027,-0.012,15,16,19,20
15_16_20_21,-44.668,0.821,-44.124,0.825,0.03,0.8,-0.017,0.013,-0.02,15,16,20,21
15_16_21_22,-27.878,0.549,-28.188,0.732,0.075,0.67,0.0,0.008,-0.002,15,16,21,22
16_17_13_14,-0.742,0.664,-0.343,-0.53,0.022,-0.56,-0.15,0.009,-0.16,16,17,13,14
16_17_14_15,91.95,0.388,92.094,-0.476,0.094,-0.514,-1.194,0.02,-1.24,16,17,14,15
16_17_18_19,33.77,2.12,33.969,-0.528,0.087,-0.62,-0.404,0.026,-0.396,16,17,18,19
16_17_19_20,-27.136,0.751,-27.812,-0.491,0.064,-0.503,-0.11,0.012,-0.148,16,17,19,20
16_17_20_21,-47.344,0.961,-49.0,-0.47,0.042,-0.476,-0.045,0.016,-0.07,16,17,20,21
16_17_21_22,-24.337,0.944,-23.688,-0.471,0.067,-0.45,-0.021,0.016,-0.026,16,17,21,22
17_18_13_14,-0.698,0.321,-0.718,-0.703,0.074,-0.667,-0.027,0.004,-0.006,17,18,13,14
17_18_14_15,86.692,0.415,86.094,-0.844,0.07,-0.748,-0.099,0.005,-0.081,17,18,14,15
17_18_15_16,70.377,0.336,70.812,-0.423,0.155,-0.442,-0.324,0.012,-0.308,17,18,15,16
17_18_19_20,-24.493,0.742,-24.344,-0.377,0.142,-0.405,-0.33,0.031,-0.356,17,18,19,20
17_18_20_21,-49.532,1.694,-48.812,-0.435,0.044,-0.462,-0.092,0.023,-0.065,17,18,20,21
17_18_21_22,-21.997,0.379,-22.656,-0.57,0.027,-0.575,-0.036,0.005,-0.037,17,18,21,22
18_19_13_14,-0.742,0.424,-1.281,-0.3,0.087,-0.289,-0.012,0.006,-0.018,18,19,13,14
18_19_14_15,83.799,0.493,83.75,-0.266,0.101,-0.279,-0.036,0.007,-0.036,18,19,14,15
18_19_15_16,70.944,0.94,70.719,-0.186,0.104,-0.219,-0.078,0.012,-0.067,18,19,15,16
18_19_16_17,78.272,2.009,78.875,-0.589,0.104,-0.708,-0.459,0.073,-0.41,18,19,16,17
18_19_20_21,-45.214,0.681,-46.562,-0.772,0.074,-0.911,-0.446,0.026,-0.463,18,19,20,21
18_19_21_22,-17.461,0.766,-16.656,-0.368,0.088,-0.345,-0.081,0.012,-0.089,18,19,21,22
