quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
25_26_27_28,-30.748,0.049,-30.906,-0.352,0.156,-0.328,-0.49,0.001,-0.486,25,26,27,28
25_26_28_29,208.034,0.262,208.25,-0.263,0.154,-0.236,-0.089,0.003,-0.09,25,26,28,29
25_26_29_30,162.5,0.536,162.032,0.646,0.003,0.662,-0.056,0.013,-0.059,25,26,29,30
25_26_30_31,-115.065,0.116,-115.468,-0.217,0.135,-0.185,-0.014,0.001,-0.008,25,26,30,31
25_26_31_32,-256.526,0.144,-257.219,-0.087,0.124,-0.077,0.008,0.002,0.007,25,26,31,32
25_26_32_33,-70.98,0.73,-71.125,0.07,0.093,0.053,0.023,0.009,0.023,25,26,32,33
25_26_33_34,81.76,0.095,81.875,0.857,0.003,0.866,-0.008,0.003,-0.008,25,26,33,34
26_27_28_29,204.125,0.594,204.125,-1.111,0.224,-1.088,-0.509,0.011,-0.51,26,27,28,29
26_27_29_30,163.026,0.482,162.875,0.053,0.027,0.082,-0.08,0.011,-0.076,26,27,29,30
26_27_30_31,-114.034,0.211,-114.906,-0.22,0.059,-0.192,-0.021,0.003,-0.021,26,27,30,31
26_27_31_32,-256.598,0.15,-256.375,-0.113,0.056,-0.092,-0.03,0.002,-0.026,26,27,31,32
26_27_32_33,-71.378,0.286,-71.781,-0.069,0.05,-0.056,-0.013,0.004,-0.01,26,27,32,33
26_27_33_34,81.73,0.247,81.594,0.751,0.03,0.75,0.011,0.006,0.027,26,27,33,34
27_28_25_26,-17.146,0.405,-17.218,-0.841,0.245,-0.824,-0.491,0.006,-0.493,27,28,25,26
27_28_29_30,160.884,0.351,161.094,-1.178,0.231,-1.149,-0.44,0.004,-0.443,27,28,29,30
27_28_30_31,-115.577,0.117,-115.844,-0.385,0.112,-0.396,-0.028,0.001,-0.031,27,28,30,31
27_28_31_32,-255.863,1.071,-255.625,-0.211,0.076,-0.193,-0.098,0.015,-0.102,27,28,31,32
27_28_32_33,-69.113,0.844,-69.344,-0.036,0.067,-0.028,0.018,0.011,0.022,27,28,32,33
27_28_33_34,81.284,0.375,81.594,0.23,0.054,0.235,-0.003,0.008,0.001,27,28,33,34
28_29_25_26,-19.094,0.095,-18.812,-1.942,0.226,-1.928,-0.132,0.0,-0.134,28,29,25,26
28_29_26_27,46.156,0.078,46.438,-1.472,0.168,-1.426,-0.546,0.006,-0.542,28,29,26,27
28_29_30_31,-115.202,0.124,-116.125,-2.018,0.157,-2.031,-0.336,0.001,-0.337,28,29,30,31
28_29_31_32,-256.014,0.652,-256.0,-1.09,0.075,-1.065,-0.082,0.013,-0.072,28,29,31,32
28_29_32_33,-71.868,0.202,-72.25,-0.698,0.012,-0.695,-0.008,0.005,-0.016,28,29,32,33
28_29_33_34,82.466,0.069,82.438,-0.416,0.042,-0.443,-0.001,0.001,-0.011,28,29,33,34
29_30_25_26,-20.673,0.314,-21.156,-2.468,0.294,-2.453,-0.034,0.008,-0.04,29,30,25,26
29_30_26_27,36.182,0.349,36.312,-2.648,0.354,-2.662,-0.076,0.004,-0.074,29,30,26,27
29_30_27_28,-1.282,0.783,-1.094,-1.989,0.237,-1.94,-0.466,0.007,-0.47,29,30,27,28
29_30_31_32,-254.06,0.035,-253.844,-2.949,0.293,-2.925,-0.532,0.006,-0.534,29,30,31,32
29_30_32_33,-68.19,0.209,-68.125,-1.78,0.183,-1.756,-0.06,0.002,-0.063,29,30,32,33
29_30_33_34,82.056,0.282,82.156,-1.194,0.044,-1.202,-0.039,0.005,-0.034,29,30,33,34
30_31_25_26,-19.901,0.609,-19.938,-1.2,0.339,-1.217,-0.033,0.009,-0.029,30,31,25,26
30_31_26_27,28.877,0.372,29.094,-1.352,0.359,-1.305,-0.038,0.006,-0.038,30,31,26,27
30_31_27_28,-7.426,0.217,-7.468,-1.292,0.361,-1.238,-0.072,0.002,-0.066,30,31,27,28
30_31_28_29,136.106,0.734,136.062,-0.602,0.24,-0.582,-0.377,0.011,-0.378,30,31,28,29
30_31_32_33,-69.264,0.005,-69.156,-1.89,0.443,-1.84,-0.324,0.004,-0.326,30,31,32,33
30_31_33_34,82.012,0.011,82.718,-0.545,0.243,-0.546,-0.09,0.0,-0.091,30,31,33,34
31_32_25_26,-19.627,0.193,-19.75,-0.918,0.14,-0.939,-0.005,0.002,-0.008,31,32,25,26
31_32_26_27,24.399,0.086,24.218,-1.365,0.237,-1.37,0.001,0.002,0.0,31,32,26,27
31_32_27_28,-9.769,0.317,-9.812,-1.454,0.334,-1.421,-0.052,0.004,-0.053,31,32,27,28
31_32_28_29,134.324,0.597,134.188,-1.251,0.329,-1.187,-0.092,0.01,-0.088,31,32,28,29
31_32_29_30,66.363,0.216,66.032,-0.515,0.293,-0.482,-0.532,0.002,-0.536,31,32,29,30
31_32_33_34,83.346,0.363,83.375,-1.468,0.291,-1.424,-0.666,0.008,-0.674,31,32,33,34
32_33_25_26,-20.068,0.401,-20.218,-1.468,0.091,-1.453,-0.037,0.007,-0.044,32,33,25,26
