quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
36_39_37_38,-16.794,0.275,-17.406,-0.302,0.055,-0.402,2.039,0.024,1.978,36,39,37,38
37_38_36_39,70.67,0.802,69.968,-0.309,0.133,-0.39,1.986,0.063,2.078,37,38,36,39
37_40_38_39,-352.624,0.595,-357.156,-0.534,0.127,-0.926,1.494,0.009,1.485,37,40,38,39
38_39_37_40,-97.678,0.452,-103.188,-0.768,0.172,-1.142,1.512,0.007,1.542,38,39,37,40
38_42_39_40,-230.372,0.731,-235.0,-1.121,0.23,-1.51,1.821,0.012,1.826,38,42,39,40
39_40_38_42,-458.544,0.645,-464.218,-0.736,0.209,-1.084,1.85,0.012,1.84,39,40,38,42
39_43_40_42,-45.466,0.823,-49.468,-0.769,0.219,-0.995,1.804,0.014,1.782,39,43,40,42
40_42_39_43,-197.495,0.487,-201.812,-1.086,0.216,-1.41,1.77,0.012,1.788,40,42,39,43
40_44_42_43,-47.939,0.239,-53.125,-1.032,0.193,-1.283,1.464,0.007,1.467,40,44,42,43
42_43_40_44,-631.684,0.389,-636.156,-1.013,0.223,-1.294,1.429,0.009,1.38,42,43,40,44
42_45_43_44,11.727,0.547,9.407,-0.964,0.103,-1.39,1.937,0.037,1.892,42,45,43,44
43_44_42_45,-514.412,0.235,-516.157,-0.822,0.144,-1.026,1.88,0.006,1.831,43,44,42,45
43_46_44_45,-18.063,0.415,-23.406,-0.971,0.135,-1.276,1.693,0.009,1.7,43,46,44,45
44_45_43_46,-640.909,0.678,-645.156,-0.673,0.12,-0.861,1.681,0.015,1.681,44,45,43,46
60_61_62_64,13.423,0.749,14.188,-0.002,0.007,-0.004,100.174,0.864,96.692,60,61,62,64
62_64_60_61,14.004,0.472,13.25,-0.001,0.008,-0.004,98.859,1.127,99.702,62,64,60,61
