quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
49_52_50_51,-37.405,0.751,-37.375,-0.014,0.025,-0.014,419.944,47.077,417.754,49,52,50,51
50_51_49_52,49.403,0.769,47.094,0.048,0.012,0.048,391.182,7.938,391.871,50,51,49,52
50_53_51_52,3.822,0.369,3.688,0.007,0.039,-0.04,0.022,0.035,0.044,50,53,51,52
51_52_50_53,-350.76,4.227,-347.875,0.0,0.0,0.0,0.036,0.103,-0.03,51,52,50,53
51_54_52_53,-423.451,0.465,-423.438,-0.004,0.005,-0.002,8.669,1.514,16.641,51,54,52,53
52_53_51_54,7271.068,105.638,7287.625,0.092,0.009,0.093,-9.057,57.496,0.0,52,53,51,54
52_56_53_54,7287.625,0.0,7287.625,0.009,0.008,0.013,0.0,0.0,0.0,52,56,53,54
53_54_52_56,227.245,0.343,228.406,-0.001,0.003,0.001,-3.369,1.848,-0.772,53,54,52,56
53_57_54_56,7287.625,0.0,7287.625,-0.132,0.015,-0.136,-557.362,70.891,0.0,53,57,54,56
54_56_53_57,193.874,3.156,193.812,-0.004,0.005,-0.007,7.437,11.053,8.546,54,56,53,57
54_58_56_57,-130.301,0.297,-128.125,0.013,0.004,0.008,-4.25,0.931,-2.834,54,58,56,57
56_57_54_58,7109.981,715.594,7287.625,0.079,0.01,0.066,-68.766,226.491,0.0,56,57,54,58
56_59_57_58,243.692,2.073,246.219,-0.28,0.011,-0.384,1.774,0.045,1.794,56,59,57,58
57_58_56_59,-514.88,0.395,-517.187,-0.415,0.035,-0.456,1.898,0.04,1.734,57,58,56,59
60_61_62_64,27.63,0.955,28.625,-0.0,0.008,0.002,99.852,1.325,99.112,60,61,62,64
62_64_60_61,22.231,0.635,18.032,-0.0,0.014,0.012,101.094,0.999,100.712,62,64,60,61
