quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
36_37_38_39,54.241,0.639,55.25,-0.657,0.162,-0.619,-0.439,0.01,-0.448,36,37,38,39
36_37_39_40,-187.159,1.105,-187.281,-0.366,0.099,-0.313,-0.114,0.018,-0.098,36,37,39,40
36_37_40_42,224.598,1.329,224.468,0.148,0.014,0.12,-0.007,0.034,-0.006,36,37,40,42
36_37_42_43,-84.199,0.291,-83.594,-0.37,0.078,-0.386,0.003,0.003,-0.004,36,37,42,43
36_37_43_44,26.188,1.054,25.156,-0.252,0.077,-0.221,-0.008,0.013,-0.017,36,37,43,44
36_37_44_45,-59.716,1.61,-60.344,-0.281,0.086,-0.307,0.046,0.022,0.049,36,37,44,45
36_37_45_46,85.185,1.208,84.876,0.558,0.008,0.508,-0.04,0.033,-0.034,36,37,45,46
37_38_39_40,-185.45,0.037,-185.406,-1.111,0.187,-1.095,-0.83,0.006,-0.833,37,38,39,40
37_38_40_42,225.976,1.126,225.688,-0.358,0.18,-0.309,-0.145,0.016,-0.149,37,38,40,42
37_38_42_43,-86.587,0.593,-86.875,-0.023,0.088,-0.024,-0.049,0.008,-0.046,37,38,42,43
37_38_43_44,20.454,0.067,20.844,0.178,0.046,0.21,-0.038,0.001,-0.036,37,38,43,44
37_38_44_45,-56.565,1.541,-56.406,0.181,0.081,0.221,-0.028,0.021,-0.033,37,38,44,45
37_38_45_46,89.158,0.062,89.468,0.62,0.007,0.62,-0.02,0.003,-0.03,37,38,45,46
38_39_40_42,229.654,0.407,229.532,-1.945,0.2,-1.915,-0.456,0.009,-0.45,38,39,40,42
38_39_42_43,-81.776,0.219,-81.438,-0.96,0.093,-0.919,-0.09,0.001,-0.086,38,39,42,43
38_39_43_44,24.204,0.126,24.125,-0.659,0.016,-0.642,-0.042,0.002,-0.037,38,39,43,44
38_39_44_45,-56.932,0.2,-57.813,-0.537,0.0,-0.544,-0.006,0.001,0.009,38,39,44,45
38_39_45_46,92.483,0.489,92.562,-0.539,0.0,-0.512,0.048,0.006,0.042,38,39,45,46
39_40_42_43,-81.789,0.273,-81.672,-1.744,0.004,-1.724,-0.56,0.005,-0.556,39,40,42,43
39_40_43_44,24.839,0.326,24.594,-0.997,0.016,-0.97,-0.146,0.005,-0.145,39,40,43,44
39_40_44_45,-54.286,0.295,-54.344,-0.939,0.005,-0.912,-0.038,0.006,-0.046,39,40,44,45
39_40_45_46,91.171,0.55,91.438,-0.251,0.062,-0.267,-0.014,0.01,-0.025,39,40,45,46
40_42_43_44,26.267,0.28,26.469,-1.959,0.087,-1.959,-0.816,0.006,-0.818,40,42,43,44
40_42_44_45,-57.134,0.042,-57.344,-0.611,0.161,-0.594,-0.2,0.001,-0.197,40,42,44,45
40_42_45_46,94.315,0.814,94.531,-0.509,0.172,-0.517,-0.037,0.018,-0.046,40,42,45,46
42_43_44_45,-56.298,0.591,-55.562,-1.777,0.181,-1.808,-0.586,0.021,-0.589,42,43,44,45
42_43_45_46,96.508,0.128,95.75,-0.701,0.078,-0.718,-0.13,0.004,-0.128,42,43,45,46
43_44_45_46,110.411,0.685,109.438,-2.075,0.084,-2.042,-0.504,0.004,-0.502,43,44,45,46
60_61_62_64,13.29,0.389,13.813,-0.005,0.007,-0.01,100.358,0.393,101.654,60,61,62,64
