quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
1_4_2_3,12.24,0.718,12.407,-1.221,0.069,-1.225,1.374,0.016,1.384,1,4,2,3
2_3_1_4,-95.038,0.384,-95.312,-1.908,0.337,-1.847,1.305,0.005,1.304,2,3,1,4
2_5_3_4,-425.327,0.229,-424.938,-1.632,0.145,-1.609,0.987,0.009,0.993,2,5,3,4
3_4_2_5,-461.796,0.285,-462.062,-1.284,0.266,-1.271,0.985,0.006,0.99,3,4,2,5
3_6_4_5,-117.784,0.97,-117.25,-1.482,0.221,-1.462,1.262,0.013,1.265,3,6,4,5
4_5_3_6,-519.935,0.373,-519.907,-1.61,0.173,-1.579,1.293,0.009,1.296,4,5,3,6
4_7_5_6,-12.127,0.716,-11.593,-1.465,0.168,-1.455,1.277,0.001,1.277,4,7,5,6
5_6_4_7,-317.802,0.689,-317.312,-1.48,0.153,-1.509,1.29,0.016,1.286,5,6,4,7
5_9_6_7,-27.07,0.666,-26.968,-0.954,0.15,-0.96,1.543,0.008,1.544,5,9,6,7
60_61_62_64,-6.43,0.064,-5.219,0.0,0.004,0.0,100.163,0.111,100.356,60,61,62,64
62_64_60_61,-9.913,0.289,-9.719,-0.008,0.002,-0.006,104.676,0.089,104.452,62,64,60,61
6_10_7_9,-61.325,0.213,-60.625,-0.575,0.052,-0.574,1.916,0.008,1.906,6,10,7,9
6_7_5_9,-331.138,0.865,-331.0,-1.695,0.117,-1.704,1.498,0.011,1.494,6,7,5,9
7_11_9_10,-19.757,0.475,-19.656,-0.48,0.073,-0.476,1.58,0.021,1.594,7,11,9,10
7_9_6_10,-208.173,1.155,-207.906,-0.827,0.066,-0.822,1.916,0.031,1.916,7,9,6,10
9_10_7_11,-136.505,0.126,-136.469,-0.607,0.005,-0.618,1.569,0.013,1.566,9,10,7,11
