quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
10_11_1_2,-3.02,0.094,-2.687,-0.626,0.062,-0.626,0.018,0.002,0.021,10,11,1,2
10_11_2_3,122.051,0.613,121.719,-0.639,0.019,-0.64,0.012,0.024,0.037,10,11,2,3
10_11_3_4,-35.514,0.819,-36.062,-0.455,0.018,-0.451,0.043,0.043,0.052,10,11,3,4
10_11_4_5,23.476,0.238,23.094,-0.685,0.028,-0.703,-0.007,0.019,-0.035,10,11,4,5
10_11_5_6,24.37,1.532,25.156,-0.569,0.001,-0.566,-0.051,0.071,-0.031,10,11,5,6
10_11_6_7,8.174,0.697,7.625,-0.48,0.023,-0.476,-0.2,0.043,-0.207,10,11,6,7
10_11_7_9,-325.591,0.824,-325.75,-0.222,0.02,-0.247,-1.015,0.044,-1.022,10,11,7,9
1_2_10_11,49.177,0.264,49.25,0.035,0.079,0.043,0.03,0.004,0.026,1,2,10,11
1_2_3_4,20.0,1.515,21.5,-0.45,0.225,-0.422,-0.126,0.023,-0.13,1,2,3,4
1_2_4_5,-34.844,0.418,-34.656,0.018,0.056,0.055,-0.043,0.006,-0.022,1,2,4,5
1_2_5_6,85.004,2.153,85.156,0.093,0.074,0.131,-0.034,0.03,-0.022,1,2,5,6
1_2_6_7,-128.42,2.326,-129.438,0.155,0.016,0.162,-0.007,0.034,0.002,1,2,6,7
1_2_7_9,135.348,0.344,135.312,0.082,0.071,0.097,0.015,0.004,0.019,1,2,7,9
1_2_9_10,-116.674,0.177,-116.875,0.115,0.048,0.118,-0.013,0.001,-0.016,1,2,9,10
2_3_10_11,48.904,0.05,48.688,-0.293,0.033,-0.317,-0.016,0.001,-0.028,2,3,10,11
2_3_4_5,-35.421,0.052,-35.032,-2.181,0.221,-2.195,-0.273,0.006,-0.263,2,3,4,5
2_3_5_6,86.83,0.623,87.406,-0.984,0.112,-0.998,-0.082,0.012,-0.076,2,3,5,6
2_3_6_7,-126.048,0.015,-126.438,-0.511,0.02,-0.503,-0.025,0.0,-0.01,2,3,6,7
2_3_7_9,135.218,0.233,135.687,-0.433,0.004,-0.465,-0.012,0.005,-0.018,2,3,7,9
2_3_9_10,-116.154,0.504,-116.968,-0.329,0.021,-0.347,-0.019,0.008,-0.019,2,3,9,10
3_4_10_11,48.652,0.737,49.25,-0.011,0.058,0.017,0.013,0.011,0.019,3,4,10,11
3_4_1_2,-3.848,0.535,-4.469,-1.099,0.152,-1.072,-0.16,0.007,-0.16,3,4,1,2
3_4_5_6,86.505,0.364,86.188,-2.165,0.163,-2.141,-0.414,0.009,-0.42,3,4,5,6
3_4_6_7,-127.426,0.658,-127.281,-1.084,0.071,-1.064,-0.108,0.01,-0.11,3,4,6,7
3_4_7_9,134.433,0.826,134.469,-0.678,0.059,-0.651,-0.021,0.012,-0.015,3,4,7,9
3_4_9_10,-117.12,0.36,-116.968,-0.165,0.04,-0.114,-0.026,0.006,-0.012,3,4,9,10
4_5_10_11,48.752,0.006,48.219,-0.462,0.076,-0.487,-0.02,0.001,-0.016,4,5,10,11
4_5_1_2,-3.95,0.614,-3.532,-1.89,0.261,-1.869,-0.034,0.008,-0.048,4,5,1,2
4_5_2_3,135.096,1.705,135.688,-1.261,0.108,-1.277,-0.279,0.026,-0.288,4,5,2,3
4_5_6_7,-124.728,0.072,-124.75,-2.253,0.164,-2.226,-0.582,0.005,-0.58,4,5,6,7
4_5_7_9,135.384,0.445,135.688,-1.173,0.035,-1.213,-0.156,0.006,-0.162,4,5,7,9
4_5_9_10,-116.752,0.68,-116.875,-0.736,0.033,-0.724,-0.038,0.009,-0.033,4,5,9,10
5_6_10_11,49.026,0.732,50.0,-0.488,0.097,-0.493,-0.06,0.013,-0.056,5,6,10,11
5_6_1_2,-4.447,0.54,-4.375,-1.68,0.303,-1.635,-0.039,0.011,-0.036,5,6,1,2
5_6_2_3,130.279,0.82,130.625,-1.81,0.36,-1.785,-0.063,0.01,-0.094,5,6,2,3
5_6_3_4,-31.014,0.754,-32.032,-0.935,0.204,-0.93,-0.427,0.017,-0.436,5,6,3,4
5_6_7_9,136.546,0.471,137.094,-2.301,0.316,-2.299,-0.494,0.011,-0.502,5,6,7,9
5_6_9_10,-116.457,0.438,-116.687,-0.825,0.108,-0.784,-0.098,0.007,-0.1,5,6,9,10
60_61_62_64,13.034,2.63,15.781,-0.015,0.006,-0.019,107.886,1.211,107.636,60,61,62,64
62_64_60_61,7.192,0.271,8.281,0.002,0.004,-0.001,107.699,0.312,107.826,62,64,60,61
6_7_10_11,47.981,0.278,48.031,-1.126,0.074,-1.114,-0.132,0.009,-0.135,6,7,10,11
6_7_1_2,-3.704,0.301,-4.093,-1.711,0.267,-1.693,-0.006,0.003,-0.001,6,7,1,2
6_7_2_3,129.731,0.171,129.688,-1.445,0.182,-1.392,-0.053,0.001,-0.057,6,7,2,3
6_7_3_4,-33.618,0.115,-33.25,-1.552,0.173,-1.545,-0.092,0.006,-0.098,6,7,3,4
6_7_4_5,43.03,2.541,42.828,-1.117,0.177,-1.083,-0.604,0.04,-0.599,6,7,4,5
6_7_9_10,-115.267,0.258,-115.0,-1.995,0.12,-1.976,-0.505,0.012,-0.502,6,7,9,10
7_9_10_11,49.019,0.871,49.344,-1.178,0.215,-1.183,-0.898,0.008,-0.9,7,9,10,11
7_9_1_2,-9.87,1.037,-10.468,-0.762,0.004,-0.781,0.142,0.028,0.183,7,9,1,2
7_9_2_3,123.76,1.443,123.594,-1.303,0.232,-1.29,-0.032,0.018,-0.037,7,9,2,3
7_9_3_4,-42.546,0.274,-42.156,-1.481,0.205,-1.49,0.167,0.001,0.164,7,9,3,4
7_9_4_5,34.502,1.044,34.156,-1.13,0.221,-1.142,-0.198,0.013,-0.2,7,9,4,5
7_9_5_6,25.474,0.88,24.875,-0.701,0.226,-0.669,-0.489,0.012,-0.496,7,9,5,6
9_10_1_2,-2.854,0.605,-2.5,-0.85,0.069,-0.833,-0.064,0.007,-0.053,9,10,1,2
9_10_2_3,122.448,0.209,122.188,-0.959,0.106,-0.919,-0.014,0.001,-0.018,9,10,2,3
9_10_3_4,-35.623,0.54,-35.688,-0.448,0.022,-0.436,0.02,0.018,0.051,9,10,3,4
9_10_4_5,24.803,4.113,26.0,-0.995,0.094,-0.98,-0.138,0.054,-0.127,9,10,4,5
9_10_5_6,23.974,0.677,23.375,-0.81,0.002,-0.806,-0.096,0.03,-0.09,9,10,5,6
9_10_6_7,18.342,1.284,18.969,-0.575,0.008,-0.604,-0.56,0.053,-0.56,9,10,6,7
