quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
49_52_50_51,-51.271,0.646,-52.094,0.025,0.026,0.038,179.026,4.291,176.923,49,52,50,51
50_51_49_52,69.954,0.39,70.625,0.187,0.005,0.181,134.383,2.518,132.373,50,51,49,52
50_53_51_52,-0.16,0.245,-0.156,0.149,0.099,0.055,-0.021,0.01,-0.031,50,53,51,52
51_52_50_53,-406.753,0.681,-406.0,0.102,0.239,0.135,-0.017,0.008,-0.018,51,52,50,53
51_54_52_53,-508.885,0.311,-508.188,0.007,0.004,0.007,-0.763,1.206,5.676,51,54,52,53
52_53_51_54,7287.625,0.0,7287.625,0.198,0.009,0.173,0.0,0.0,0.0,52,53,51,54
52_56_53_54,7287.625,0.0,7287.625,0.004,0.008,-0.015,0.0,0.0,0.0,52,56,53,54
53_54_52_56,181.097,0.39,181.25,0.003,0.002,0.002,-0.725,1.512,2.271,53,54,52,56
53_57_54_56,7287.625,0.0,7287.625,-0.395,0.012,-0.474,0.0,0.0,0.0,53,57,54,56
54_56_53_57,106.162,0.414,105.032,-0.004,0.002,-0.004,1.147,1.667,3.396,54,56,53,57
54_58_56_57,-208.314,0.387,-207.438,-0.003,0.002,-0.004,4.004,1.51,-0.634,54,58,56,57
56_57_54_58,7113.206,1248.228,7287.625,0.103,0.016,0.067,36.291,260.322,0.0,56,57,54,58
56_59_57_58,329.828,0.826,329.0,-1.483,0.121,-1.572,1.316,0.012,1.342,56,59,57,58
57_58_56_59,-446.459,0.669,-450.344,-0.9,0.103,-1.004,1.302,0.022,1.318,57,58,56,59
60_61_62_64,16.518,2.963,16.625,-0.003,0.03,-0.003,93.167,3.505,92.77,60,61,62,64
62_64_60_61,16.036,0.774,16.906,-0.009,0.011,-0.009,96.649,1.073,98.565,62,64,60,61
