quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
10_11_1_2,38.374,0.475,38.468,-1.1,0.059,-1.258,-0.006,0.007,-0.016,10,11,1,2
10_11_2_3,121.286,0.614,121.344,-1.104,0.076,-1.215,-0.017,0.009,-0.019,10,11,2,3
10_11_3_4,31.799,1.023,32.094,-1.122,0.053,-1.201,-0.021,0.014,-0.026,10,11,3,4
10_11_4_5,-56.638,0.405,-56.594,-0.754,0.093,-0.866,-0.025,0.01,-0.023,10,11,4,5
10_11_5_6,29.76,1.478,30.875,-0.939,0.093,-1.037,-0.06,0.032,-0.048,10,11,5,6
10_11_6_7,18.172,0.814,18.312,-0.816,0.077,-0.867,-0.14,0.018,-0.124,10,11,6,7
10_11_7_9,47.175,0.261,46.718,-0.372,0.067,-0.424,-0.638,0.007,-0.635,10,11,7,9
1_2_10_11,-23.478,0.324,-23.5,0.009,0.135,-0.116,0.01,0.006,-0.027,1,2,10,11
1_2_3_4,33.985,0.619,34.625,-0.214,0.198,-0.626,-0.162,0.012,-0.143,1,2,3,4
1_2_4_5,-86.782,0.241,-86.406,0.135,0.128,0.178,-0.051,0.004,-0.055,1,2,4,5
1_2_5_6,-106.013,0.287,-105.812,0.05,0.126,-0.091,-0.007,0.005,0.002,1,2,5,6
1_2_6_7,86.666,0.329,86.844,0.045,0.133,-0.052,-0.02,0.006,-0.022,1,2,6,7
1_2_7_9,73.138,0.32,72.969,0.022,0.124,-0.079,-0.009,0.006,0.008,1,2,7,9
1_2_9_10,-62.75,0.502,-62.406,-0.001,0.13,-0.216,0.011,0.009,0.025,1,2,9,10
2_3_10_11,-23.172,0.231,-23.125,-0.69,0.101,-0.946,-0.024,0.004,-0.019,2,3,10,11
2_3_4_5,-88.099,0.458,-87.906,-1.484,0.247,-1.995,-0.293,0.007,-0.282,2,3,4,5
2_3_5_6,-106.626,1.121,-105.812,-0.775,0.095,-0.958,-0.091,0.018,-0.084,2,3,5,6
2_3_6_7,88.361,0.351,88.906,-0.747,0.104,-0.969,-0.055,0.006,-0.048,2,3,6,7
2_3_7_9,71.129,0.239,71.562,-0.681,0.102,-0.906,-0.026,0.004,-0.021,2,3,7,9
2_3_9_10,-62.716,0.324,-62.5,-0.656,0.093,-0.915,0.001,0.004,0.024,2,3,9,10
3_4_10_11,-24.167,0.272,-24.156,-0.907,0.149,-1.3,-0.002,0.003,0.008,3,4,10,11
3_4_1_2,35.808,1.323,36.125,-1.999,0.373,-2.541,-0.14,0.019,-0.141,3,4,1,2
3_4_5_6,-105.509,1.069,-105.531,-2.222,0.32,-2.86,-0.417,0.018,-0.424,3,4,5,6
3_4_6_7,90.537,0.669,90.969,-0.96,0.134,-1.285,-0.123,0.01,-0.115,3,4,6,7
3_4_7_9,69.572,0.158,69.406,-0.919,0.148,-1.277,-0.07,0.003,-0.065,3,4,7,9
3_4_9_10,-63.061,0.502,-62.64,-0.881,0.136,-1.268,0.005,0.007,0.04,3,4,9,10
4_5_10_11,-23.385,0.363,-23.125,0.245,0.146,0.123,-0.038,0.006,-0.028,4,5,10,11
4_5_1_2,36.525,0.503,37.438,-0.898,0.367,-1.376,-0.046,0.007,-0.05,4,5,1,2
4_5_2_3,144.878,0.424,144.968,-0.19,0.301,-0.564,-0.284,0.007,-0.277,4,5,2,3
4_5_6_7,90.617,0.421,90.312,-1.096,0.318,-1.59,-0.44,0.005,-0.44,4,5,6,7
4_5_7_9,69.222,0.269,68.844,0.063,0.134,0.086,-0.096,0.004,-0.115,4,5,7,9
4_5_9_10,-63.733,0.238,-63.438,0.235,0.128,0.14,-0.031,0.004,-0.022,4,5,9,10
5_6_10_11,-22.262,0.224,-22.468,-0.282,0.118,-0.052,-0.032,0.004,-0.046,5,6,10,11
5_6_1_2,36.637,0.341,36.782,-1.43,0.348,-1.64,-0.033,0.006,-0.038,5,6,1,2
5_6_2_3,135.558,0.423,136.062,-1.284,0.341,-1.329,-0.089,0.006,-0.081,5,6,2,3
5_6_3_4,43.001,0.308,42.968,-0.966,0.245,-1.038,-0.404,0.006,-0.401,5,6,3,4
5_6_7_9,70.138,0.837,70.859,-1.225,0.302,-1.288,-0.331,0.013,-0.325,5,6,7,9
5_6_9_10,-61.262,0.439,-61.469,-0.398,0.111,-0.309,-0.097,0.007,-0.092,5,6,9,10
60_61_62_64,14.676,0.406,13.812,-0.002,0.022,-0.001,97.626,1.747,97.398,60,61,62,64
62_64_60_61,9.971,1.742,11.75,-0.001,0.01,0.0,100.65,1.712,99.791,62,64,60,61
6_7_10_11,-23.213,0.392,-23.594,-0.433,0.111,-0.657,-0.113,0.006,-0.114,6,7,10,11
6_7_1_2,37.516,0.45,37.438,-1.477,0.273,-1.95,-0.001,0.007,-0.008,6,7,1,2
6_7_2_3,131.681,0.62,131.75,-1.476,0.276,-1.943,-0.039,0.011,-0.053,6,7,2,3
6_7_3_4,39.135,0.778,39.406,-1.472,0.286,-1.942,-0.122,0.013,-0.124,6,7,3,4
6_7_4_5,-49.323,0.308,-49.282,-1.011,0.211,-1.339,-0.434,0.004,-0.436,6,7,4,5
6_7_9_10,-60.021,0.429,-59.594,-1.433,0.253,-1.95,-0.436,0.008,-0.428,6,7,9,10
7_9_10_11,-21.788,0.589,-22.75,-0.959,0.192,-1.281,-0.632,0.009,-0.614,7,9,10,11
7_9_1_2,37.476,0.234,37.344,-0.755,0.137,-0.889,-0.013,0.004,-0.035,7,9,1,2
7_9_2_3,128.737,0.32,128.844,-1.03,0.213,-1.398,-0.026,0.005,-0.029,7,9,2,3
7_9_3_4,36.521,0.388,36.875,-1.04,0.202,-1.389,-0.048,0.006,-0.044,7,9,3,4
7_9_4_5,-54.255,0.411,-53.688,-1.291,0.23,-1.663,-0.129,0.011,-0.117,7,9,4,5
7_9_5_6,39.546,0.31,38.938,-0.509,0.159,-0.874,-0.356,0.005,-0.359,7,9,5,6
9_10_1_2,38.341,0.596,38.0,-0.664,0.145,-0.782,0.005,0.009,-0.002,9,10,1,2
9_10_2_3,126.129,0.287,126.032,-0.751,0.175,-0.967,-0.015,0.005,-0.016,9,10,2,3
9_10_3_4,33.606,1.069,34.062,-0.8,0.182,-1.001,-0.033,0.017,-0.019,9,10,3,4
9_10_4_5,-55.116,0.236,-55.0,-1.409,0.222,-1.656,-0.043,0.008,-0.04,9,10,4,5
9_10_5_6,33.287,0.488,32.656,-0.734,0.173,-0.892,-0.092,0.007,-0.098,9,10,5,6
9_10_6_7,26.254,0.298,26.094,-0.501,0.122,-0.68,-0.423,0.007,-0.451,9,10,6,7
