quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
13_16_14_15,12.926,0.349,12.969,-0.122,0.102,-0.254,1.564,0.011,1.566,13,16,14,15
14_15_13_16,48.458,0.55,48.312,0.046,0.076,-0.011,1.568,0.032,1.596,14,15,13,16
14_17_15_16,-482.045,0.625,-486.062,-1.105,0.125,-1.528,0.963,0.012,0.972,14,17,15,16
15_16_14_17,-45.937,0.498,-47.875,-1.014,0.121,-1.336,0.98,0.012,1.024,15,16,14,17
15_18_16_17,-166.213,0.464,-168.156,-0.649,0.239,-1.099,1.566,0.007,1.583,15,18,16,17
16_17_15_18,-121.093,0.52,-125.312,-0.646,0.194,-0.919,1.596,0.009,1.59,16,17,15,18
16_19_17_18,-43.957,0.439,-51.812,-0.137,0.201,-0.412,1.215,0.005,1.222,16,19,17,18
17_18_16_19,-242.256,0.812,-247.656,-0.681,0.295,-1.133,1.211,0.02,1.213,17,18,16,19
17_20_18_19,-16.525,0.317,-21.156,-0.714,0.175,-1.052,1.293,0.007,1.308,17,20,18,19
18_19_17_20,-656.612,0.354,-661.562,-0.95,0.217,-1.358,1.295,0.008,1.308,18,19,17,20
18_21_19_20,-34.095,0.355,-36.718,-1.141,0.145,-1.446,1.234,0.004,1.23,18,21,19,20
19_20_18_21,-627.993,0.733,-633.437,-0.99,0.128,-1.101,1.211,0.016,1.213,19,20,18,21
19_22_20_21,8.691,0.801,4.719,-0.559,0.123,-1.031,1.296,0.03,1.299,19,22,20,21
20_21_19_22,-822.097,0.628,-826.937,-0.777,0.095,-0.838,1.3,0.01,1.288,20,21,19,22
60_61_62_64,9.997,0.66,10.438,0.0,0.008,0.003,98.496,0.536,100.212,60,61,62,64
62_64_60_61,7.545,1.335,7.906,-0.004,0.003,-0.006,100.818,1.687,100.539,62,64,60,61
