quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
25_28_26_27,-68.008,0.635,-67.516,-0.055,0.162,-0.401,1.685,0.01,1.683,25,28,26,27
26_27_25_28,-83.661,0.422,-83.312,-0.499,0.194,-0.806,1.652,0.008,1.656,26,27,25,28
26_29_27_28,-448.931,1.022,-452.781,-0.746,0.154,-1.146,1.488,0.015,1.502,26,29,27,28
27_28_26_29,-120.578,0.697,-126.25,-0.728,0.201,-0.958,1.487,0.015,1.51,27,28,26,29
27_30_28_29,38.203,0.215,35.375,-1.046,0.078,-1.394,1.498,0.024,1.555,27,30,28,29
28_29_27_30,-34.252,0.38,-37.281,-1.323,0.196,-1.644,1.52,0.007,1.53,28,29,27,30
28_31_29_30,42.244,0.502,39.688,-1.651,0.173,-2.153,1.427,0.025,1.432,28,31,29,30
29_30_28_31,-225.872,0.525,-225.531,-1.329,0.325,-1.651,1.472,0.009,1.45,29,30,28,31
29_32_30_31,-198.652,0.822,-201.156,-0.297,0.223,-0.544,1.238,0.02,1.223,29,32,30,31
30_31_29_32,-655.693,3.425,-660.532,-0.923,0.275,-1.412,1.24,0.056,1.222,30,31,29,32
30_33_31_32,-105.891,0.539,-107.594,-0.411,0.143,-0.748,1.804,0.012,1.804,30,33,31,32
31_32_30_33,-652.949,0.888,-657.625,-0.671,0.161,-0.828,1.809,0.01,1.808,31,32,30,33
31_34_32_33,7.292,1.003,5.281,-0.446,0.15,-0.774,1.143,0.031,1.142,31,34,32,33
32_33_31_34,-642.552,0.506,-644.312,-1.057,0.116,-1.251,1.191,0.012,1.241,32,33,31,34
60_61_62_64,13.178,1.394,11.188,-0.006,0.003,-0.006,104.565,1.323,104.19,60,61,62,64
62_64_60_61,15.308,2.4,14.188,-0.008,0.004,-0.011,98.912,2.551,98.618,62,64,60,61
