quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
10_11_1_2,56.739,0.413,57.125,-1.398,0.175,-1.864,0.011,0.007,0.019,10,11,1,2
10_11_2_3,103.463,0.22,102.312,-1.131,0.147,-1.629,-0.005,0.003,0.001,10,11,2,3
10_11_3_4,214.758,0.253,214.625,-1.002,0.142,-1.398,-0.01,0.004,-0.016,10,11,3,4
10_11_4_5,-41.607,0.453,-41.968,-0.951,0.138,-1.315,-0.029,0.007,-0.05,10,11,4,5
10_11_5_6,-52.012,0.492,-52.094,-0.947,0.142,-1.311,-0.055,0.008,-0.066,10,11,5,6
10_11_6_7,-58.906,0.451,-57.719,-0.921,0.133,-1.238,-0.108,0.007,-0.109,10,11,6,7
10_11_7_9,3.763,0.577,4.344,-0.285,0.076,-0.557,-0.572,0.009,-0.556,10,11,7,9
1_2_10_11,-1.266,0.341,-2.593,-0.155,0.336,-0.497,-0.014,0.006,-0.009,1,2,10,11
1_2_3_4,326.811,0.594,327.594,-0.8,0.309,-1.228,-0.104,0.01,-0.13,1,2,3,4
1_2_4_5,-500.75,0.296,-501.532,-0.213,0.301,-0.442,-0.037,0.006,-0.036,1,2,4,5
1_2_5_6,35.787,0.62,34.813,-0.134,0.313,-0.358,-0.003,0.011,-0.006,1,2,5,6
1_2_6_7,43.919,0.318,43.906,-0.148,0.323,-0.476,-0.016,0.006,-0.008,1,2,6,7
1_2_7_9,120.683,0.401,119.656,-0.13,0.327,-0.45,-0.003,0.007,0.02,1,2,7,9
1_2_9_10,-158.674,0.412,-158.312,-0.151,0.332,-0.433,-0.017,0.008,-0.005,1,2,9,10
2_3_10_11,-1.629,0.204,-2.688,-0.745,0.176,-1.359,-0.015,0.003,-0.013,2,3,10,11
2_3_4_5,-501.087,0.649,-500.312,-2.206,0.399,-3.006,-0.263,0.007,-0.262,2,3,4,5
2_3_5_6,34.81,0.289,35.938,-0.979,0.156,-1.596,-0.09,0.004,-0.081,2,3,5,6
