quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
25_26_27_28,17.022,1.459,18.125,-0.41,0.213,-0.371,-0.49,0.021,-0.494,25,26,27,28
25_26_28_29,207.262,0.773,207.406,0.026,0.141,0.05,-0.124,0.011,-0.114,25,26,28,29
25_26_29_30,236.469,0.473,236.656,0.202,0.129,0.229,-0.065,0.006,-0.062,25,26,29,30
25_26_30_31,-2.45,0.385,-2.594,0.093,0.143,0.13,-0.03,0.006,-0.024,25,26,30,31
25_26_31_32,-488.89,1.844,-489.344,0.355,0.084,0.373,0.048,0.028,0.053,25,26,31,32
25_26_32_33,-38.89,1.041,-38.875,0.36,0.088,0.352,-0.008,0.015,0.004,25,26,32,33
25_26_33_34,57.63,1.358,57.875,0.291,0.103,0.294,-0.007,0.02,0.003,25,26,33,34
26_27_28_29,210.904,0.332,210.782,-1.357,0.332,-1.358,-0.517,0.005,-0.522,26,27,28,29
26_27_29_30,234.144,0.074,234.453,-0.221,0.18,-0.215,-0.14,0.001,-0.138,26,27,29,30
26_27_30_31,-3.589,0.809,-2.969,-0.04,0.138,-0.074,-0.073,0.012,-0.071,26,27,30,31
26_27_31_32,-487.447,0.136,-487.75,0.299,0.108,0.309,-0.029,0.001,-0.036,26,27,31,32
26_27_32_33,-35.788,0.351,-35.5,0.492,0.064,0.521,-0.019,0.004,-0.021,26,27,32,33
26_27_33_34,52.618,0.065,52.625,0.669,0.051,0.656,-0.032,0.003,-0.039,26,27,33,34
27_28_25_26,-22.959,0.023,-23.218,-1.552,0.166,-1.522,-0.441,0.001,-0.442,27,28,25,26
27_28_29_30,236.959,1.068,236.375,-2.735,0.22,-2.718,-0.479,0.023,-0.48,27,28,29,30
27_28_30_31,-1.88,1.382,-2.312,-1.422,0.112,-1.45,-0.098,0.023,-0.096,27,28,30,31
27_28_31_32,-489.014,1.611,-488.312,-0.907,0.018,-0.856,-0.132,0.025,-0.138,27,28,31,32
27_28_32_33,-36.87,0.836,-36.532,-0.58,0.019,-0.583,-0.035,0.011,-0.031,27,28,32,33
27_28_33_34,58.034,0.409,57.968,-0.517,0.036,-0.517,0.004,0.006,0.007,27,28,33,34
