quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
1_4_2_3,61.85,0.707,60.875,-0.531,0.188,-0.709,1.477,0.016,1.537,1,4,2,3
2_3_1_4,-2.611,0.298,-2.312,-0.877,0.174,-0.795,1.364,0.039,1.213,2,3,1,4
2_5_3_4,-444.739,0.327,-447.062,-0.5,0.172,-0.759,1.035,0.008,1.011,2,5,3,4
3_4_2_5,-210.913,0.308,-214.281,-1.049,0.203,-1.436,1.004,0.006,0.997,3,4,2,5
3_6_4_5,-191.359,0.741,-194.031,-0.626,0.196,-0.907,1.331,0.014,1.301,3,6,4,5
4_5_3_6,-562.903,0.428,-565.844,-0.612,0.182,-0.748,1.421,0.01,1.412,4,5,3,6
4_7_5_6,-58.764,0.422,-60.812,-0.664,0.18,-0.9,1.371,0.011,1.353,4,7,5,6
5_6_4_7,-480.992,0.327,-484.468,-0.761,0.163,-0.988,1.319,0.006,1.322,5,6,4,7
5_9_6_7,-43.403,1.037,-46.0,-0.816,0.113,-1.035,1.74,0.035,1.856,5,9,6,7
60_61_62_64,11.604,1.611,14.844,-0.005,0.008,-0.007,105.226,1.705,106.166,60,61,62,64
62_64_60_61,14.016,1.557,15.5,-0.004,0.008,-0.007,106.902,1.271,106.303,62,64,60,61
6_10_7_9,-10.585,0.676,-15.157,-0.676,0.074,-0.88,2.288,0.029,2.296,6,10,7,9
6_7_5_9,-652.258,0.403,-656.219,-0.868,0.162,-1.155,1.683,0.011,1.701,6,7,5,9
7_11_9_10,-50.788,0.545,-52.844,-0.736,0.057,-0.936,1.866,0.021,1.874,7,11,9,10
7_9_6_10,-542.519,0.554,-546.062,-0.829,0.082,-1.021,2.2,0.013,2.173,7,9,6,10
9_10_7_11,-308.234,0.224,-311.406,-0.519,0.045,-0.59,1.892,0.015,1.949,9,10,7,11
