quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
25_28_26_27,-97.873,0.653,-98.218,-1.065,0.249,-1.724,1.163,0.007,1.176,25,28,26,27
26_27_25_28,-7.642,1.359,-6.906,-0.366,0.049,-0.49,1.201,0.111,1.166,26,27,25,28
26_29_27_28,-341.977,0.714,-350.125,-1.773,0.242,-2.526,1.193,0.006,1.193,26,29,27,28
27_28_26_29,-2.695,0.815,-5.406,-0.82,0.197,-1.202,1.132,0.047,1.151,27,28,26,29
27_30_28_29,-46.665,0.618,-52.75,-4.064,0.228,-5.215,1.132,0.006,1.132,27,30,28,29
28_29_27_30,45.756,0.398,42.594,-0.969,0.202,-1.355,1.159,0.023,1.162,28,29,27,30
28_31_29_30,-103.679,0.479,-108.812,-3.463,0.219,-4.518,1.235,0.008,1.245,28,31,29,30
29_30_28_31,-45.196,0.97,-50.5,-4.222,0.354,-5.537,1.237,0.011,1.261,29,30,28,31
29_32_30_31,-99.159,0.443,-104.687,-3.206,0.275,-4.365,1.021,0.011,1.031,29,32,30,31
30_31_29_32,-434.158,0.519,-438.344,-2.928,0.349,-3.99,1.023,0.005,1.026,30,31,29,32
30_33_31_32,-53.018,1.77,-62.031,-1.23,0.167,-1.901,1.558,0.022,1.554,30,33,31,32
31_32_30_33,-671.254,0.436,-674.594,-2.382,0.2,-3.124,1.545,0.008,1.542,31,32,30,33
31_34_32_33,-194.234,0.287,-197.031,-0.321,0.219,-0.57,0.97,0.006,0.978,31,34,32,33
32_33_31_34,-684.493,0.682,-688.656,-1.023,0.254,-1.303,0.985,0.007,0.987,32,33,31,34
60_61_62_64,12.771,0.504,11.093,-0.004,0.012,-0.001,97.572,0.751,95.329,60,61,62,64
62_64_60_61,13.495,0.729,13.437,-0.003,0.002,-0.007,98.142,0.818,96.485,62,64,60,61
