quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
36_39_37_38,-1.05,0.288,-0.813,-0.228,0.072,-0.37,2.317,0.044,2.641,36,39,37,38
37_38_36_39,62.22,0.38,60.875,-0.651,0.259,-0.572,2.206,0.01,2.15,37,38,36,39
37_40_38_39,-324.798,0.478,-327.719,-0.491,0.143,-0.776,1.299,0.012,1.31,37,40,38,39
38_39_37_40,-139.601,0.999,-145.563,-0.579,0.149,-0.945,1.348,0.02,1.328,38,39,37,40
38_42_39_40,-263.856,0.406,-267.25,-0.904,0.214,-1.114,1.966,0.013,1.938,38,42,39,40
39_40_38_42,-428.351,0.613,-428.032,-0.626,0.158,-0.938,1.964,0.022,1.949,39,40,38,42
39_43_40_42,-24.562,0.632,-29.875,-0.766,0.167,-1.17,1.727,0.012,1.728,39,43,40,42
40_42_39_43,-307.419,0.497,-309.719,-1.037,0.148,-1.275,1.687,0.013,1.696,40,42,39,43
40_44_42_43,-76.967,0.315,-82.844,-0.934,0.175,-1.157,1.577,0.012,1.541,40,44,42,43
42_43_40_44,-620.894,0.369,-626.125,-0.89,0.122,-1.256,1.489,0.006,1.512,42,43,40,44
42_45_43_44,0.792,0.15,-3.812,-0.762,0.098,-1.175,2.015,0.016,1.912,42,45,43,44
43_44_42_45,-453.154,0.588,-454.0,-0.826,0.142,-1.005,1.885,0.012,1.874,43,44,42,45
43_46_44_45,-17.71,0.393,-23.782,-0.838,0.077,-1.017,1.743,0.011,1.761,43,46,44,45
44_45_43_46,-601.762,0.416,-604.469,-0.701,0.091,-0.989,1.657,0.009,1.673,44,45,43,46
60_61_62_64,-0.26,1.363,0.031,0.028,0.151,0.091,109.28,14.556,102.562,60,61,62,64
62_64_60_61,-0.95,0.579,-1.0,-0.019,0.173,-0.011,104.95,15.894,98.425,62,64,60,61
