quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
25_28_26_27,-56.514,0.446,-55.281,-0.176,0.141,-0.311,1.415,0.012,1.411,25,28,26,27
26_27_25_28,-24.722,0.539,-24.156,-0.257,0.133,-0.373,1.395,0.027,1.443,26,27,25,28
26_29_27_28,-413.781,0.842,-415.844,-0.602,0.127,-0.796,1.5,0.029,1.482,26,29,27,28
27_28_26_29,-104.362,0.391,-109.0,-0.782,0.204,-0.887,1.464,0.013,1.446,27,28,26,29
27_30_28_29,42.227,0.507,39.031,-1.31,0.096,-1.607,1.354,0.025,1.358,27,30,28,29
28_29_27_30,-129.243,0.981,-133.656,-0.983,0.154,-1.249,1.37,0.033,1.334,28,29,27,30
28_31_29_30,-28.709,0.591,-31.749,-1.162,0.219,-1.38,1.626,0.007,1.628,28,31,29,30
29_30_28_31,-152.98,0.468,-157.656,-1.196,0.265,-1.413,1.639,0.009,1.648,29,30,28,31
29_32_30_31,-127.13,0.41,-130.094,-0.457,0.174,-0.556,1.011,0.01,1.006,29,32,30,31
30_31_29_32,-653.432,0.524,-655.094,-1.141,0.243,-1.469,1.038,0.008,1.043,30,31,29,32
30_33_31_32,-68.029,0.357,-68.594,-0.295,0.087,-0.495,1.901,0.007,1.916,30,33,31,32
31_32_30_33,-680.81,0.628,-684.156,-0.61,0.139,-0.681,1.922,0.009,1.932,31,32,30,33
31_34_32_33,-23.341,0.485,-27.906,-0.676,0.094,-0.838,1.046,0.01,1.079,31,34,32,33
32_33_31_34,-617.604,0.557,-619.187,-0.851,0.073,-0.989,1.024,0.014,1.068,32,33,31,34
60_61_62_64,6.64,0.783,6.5,-0.0,0.035,0.005,100.492,4.166,103.164,60,61,62,64
62_64_60_61,13.323,0.467,12.312,-0.002,0.01,-0.003,103.062,0.929,100.492,62,64,60,61
