quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
49_50_51_52,0.401,0.373,-0.156,-0.432,0.149,-0.473,0.006,0.005,0.003,49,50,51,52
49_50_52_53,93.086,0.944,93.5,0.724,0.123,0.57,-0.428,0.037,-0.478,49,50,52,53
49_50_53_54,7287.625,0.0,7287.625,0.678,0.076,0.501,0.0,0.0,0.0,49,50,53,54
49_50_54_56,7284.482,27.837,7287.625,0.56,0.057,0.593,-0.455,4.017,0.0,49,50,54,56
49_50_56_57,148.602,0.17,148.813,-0.349,0.121,-0.485,-0.017,0.006,-0.037,49,50,56,57
49_50_57_58,-7.92,0.406,-8.218,-0.331,0.122,-0.392,-0.002,0.005,-0.028,49,50,57,58
49_50_58_59,48.917,0.36,48.782,0.793,0.146,0.612,-0.023,0.013,-0.012,49,50,58,59
50_51_52_53,156.368,8.7,163.0,0.261,0.173,0.249,-57.498,0.08,-57.724,50,51,52,53
50_51_53_54,7287.625,0.0,7287.625,0.69,0.182,0.424,0.0,0.0,0.0,50,51,53,54
50_51_54_56,7286.294,23.502,7287.625,-0.119,0.02,-0.117,0.082,1.454,0.0,50,51,54,56
50_51_56_57,151.215,0.36,150.594,0.088,0.162,-0.022,0.015,0.01,0.002,50,51,56,57
50_51_57_58,-6.636,0.406,-7.469,0.344,0.108,0.266,-0.027,0.005,-0.046,50,51,57,58
50_51_58_59,50.136,0.394,50.281,0.649,0.054,0.54,-0.049,0.012,-0.052,50,51,58,59
51_52_49_50,39.738,0.44,40.062,0.0,0.0,0.0,-0.031,0.086,-0.102,51,52,49,50
51_52_53_54,7287.625,0.0,7287.625,-0.036,0.219,-0.163,0.0,0.0,0.0,51,52,53,54
51_52_54_56,7235.312,642.981,7287.625,0.092,0.154,0.264,0.434,6.935,0.0,51,52,54,56
51_52_56_57,152.403,0.389,151.531,0.366,0.118,0.361,-0.009,0.004,-0.002,51,52,56,57
51_52_57_58,-7.269,1.48,-5.313,0.114,0.308,0.759,0.002,0.017,-0.002,51,52,57,58
51_52_58_59,52.658,0.382,53.188,0.0,0.0,0.0,-0.111,0.075,0.204,51,52,58,59
52_53_49_50,40.261,0.909,40.156,-0.091,0.084,-0.188,-0.514,0.02,-0.522,52,53,49,50
52_53_50_51,-431.671,7.099,-434.375,-0.119,0.066,-0.338,-64.332,0.196,-63.894,52,53,50,51
52_53_54_56,7282.013,66.457,7287.625,-0.249,0.017,-0.312,296.082,72.584,0.0,52,53,54,56
52_53_56_57,156.596,0.436,155.188,-0.32,0.093,-0.495,-0.175,0.007,-0.139,52,53,56,57
52_53_57_58,-2.418,0.246,-2.313,-0.059,0.082,-0.197,-0.083,0.004,-0.086,52,53,57,58
52_53_58_59,57.236,0.539,57.969,0.213,0.033,0.184,-0.015,0.012,-0.029,52,53,58,59
53_54_49_50,37.725,0.312,37.626,0.002,0.002,0.001,6.923,1.267,3.18,53,54,49,50
53_54_50_51,76.569,0.552,73.812,0.004,0.003,0.004,-0.736,2.424,-4.405,53,54,50,51
53_54_51_52,0.016,0.491,-0.625,0.002,0.003,0.001,1.983,1.991,10.906,53,54,51,52
53_54_56_57,155.768,0.241,156.032,0.004,0.003,0.003,-0.226,0.842,0.56,53,54,56,57
53_54_57_58,-6.597,0.387,-6.344,0.001,0.003,0.003,2.421,1.485,14.204,53,54,57,58
53_54_58_59,58.601,0.67,59.0,0.0,0.005,0.002,6.649,2.889,7.032,53,54,58,59
54_56_49_50,38.554,1.3,38.938,-0.005,0.002,-0.005,-6.409,5.571,-2.306,54,56,49,50
54_56_50_51,38.681,0.263,37.25,-0.006,0.005,-0.006,1.467,0.859,5.062,54,56,50,51
54_56_51_52,1.443,0.664,0.312,-0.007,0.003,-0.004,2.9,2.499,9.384,54,56,51,52
54_56_52_53,-516.239,0.205,-515.406,-0.003,0.002,-0.003,2.603,0.595,2.561,54,56,52,53
54_56_57_58,-5.696,0.29,-5.312,-0.003,0.002,-0.003,0.404,1.209,2.465,54,56,57,58
