quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
36_37_38_39,49.59,1.328,50.0,-0.131,0.135,-0.22,-0.492,0.018,-0.491,36,37,38,39
36_37_39_40,-58.854,1.17,-59.312,0.023,0.105,-0.092,-0.139,0.014,-0.128,36,37,39,40
36_37_40_42,113.745,0.596,113.75,0.56,0.041,0.426,-0.091,0.019,-0.148,36,37,40,42
36_37_42_43,1.555,1.982,0.969,-0.041,0.119,-0.142,-0.005,0.024,0.0,36,37,42,43
36_37_43_44,-4.728,1.006,-6.906,0.032,0.092,-0.088,-0.018,0.012,-0.012,36,37,43,44
36_37_44_45,-3.736,0.313,-3.25,0.024,0.105,-0.081,0.01,0.004,0.018,36,37,44,45
36_37_45_46,-48.325,0.505,-48.812,0.037,0.109,-0.069,-0.018,0.006,-0.014,36,37,45,46
37_38_39_40,-54.244,0.355,-54.438,-0.99,0.133,-1.125,-0.894,0.012,-0.906,37,38,39,40
37_38_40_42,108.658,0.394,107.844,-0.505,0.071,-0.527,-0.15,0.01,-0.156,37,38,40,42
37_38_42_43,2.21,0.378,2.656,-0.544,0.109,-0.703,-0.051,0.005,-0.05,37,38,42,43
37_38_43_44,-3.27,0.318,-3.906,-0.412,0.083,-0.56,-0.016,0.004,-0.039,37,38,43,44
37_38_44_45,-6.658,0.423,-7.375,-0.437,0.089,-0.617,-0.009,0.006,-0.02,37,38,44,45
37_38_45_46,-46.833,3.063,-46.469,-0.414,0.091,-0.585,0.007,0.042,0.02,37,38,45,46
38_39_36_37,46.278,0.507,46.344,-0.64,0.179,-0.98,-0.469,0.012,-0.46,38,39,36,37
38_39_40_42,115.848,1.373,116.844,-0.513,0.142,-0.703,-0.406,0.023,-0.407,38,39,40,42
38_39_42_43,1.038,0.292,1.438,-0.218,0.089,-0.453,-0.102,0.004,-0.091,38,39,42,43
38_39_43_44,-5.262,0.74,-5.969,-0.214,0.077,-0.495,-0.043,0.01,-0.015,38,39,43,44
38_39_44_45,-5.495,2.165,-5.032,-0.216,0.082,-0.457,-0.029,0.031,-0.032,38,39,44,45
38_39_45_46,-36.882,0.388,-37.938,-0.212,0.077,-0.364,-0.008,0.005,-0.014,38,39,45,46
39_40_36_37,44.122,0.56,44.281,-0.57,0.161,-0.874,-0.147,0.008,-0.167,39,40,36,37
39_40_37_38,78.762,2.224,80.282,-0.583,0.219,-0.806,-0.921,0.049,-0.898,39,40,37,38
39_40_42_43,3.034,2.033,1.531,-0.394,0.115,-0.606,-0.504,0.032,-0.513,39,40,42,43
39_40_43_44,-4.81,0.473,-3.063,-0.156,0.078,-0.343,-0.14,0.007,-0.147,39,40,43,44
39_40_44_45,-3.103,0.533,-3.344,-0.12,0.066,-0.287,-0.05,0.007,-0.039,39,40,44,45
39_40_45_46,-32.027,0.425,-32.594,-0.113,0.065,-0.268,-0.028,0.006,-0.048,39,40,45,46
40_42_36_37,43.452,0.987,44.0,-0.78,0.278,-0.913,-0.035,0.014,-0.036,40,42,36,37
40_42_37_38,75.44,0.511,75.125,-0.73,0.271,-0.911,-0.136,0.007,-0.138,40,42,37,38
40_42_38_39,21.958,0.461,21.782,-1.239,0.188,-1.416,-0.424,0.011,-0.412,40,42,38,39
40_42_43_44,-0.421,1.529,0.782,-0.557,0.212,-0.786,-0.791,0.022,-0.774,40,42,43,44
40_42_44_45,-7.315,1.167,-7.282,-0.093,0.156,-0.21,-0.134,0.015,-0.128,40,42,44,45
40_42_45_46,-21.72,0.416,-21.344,-0.065,0.156,-0.172,-0.04,0.005,-0.046,40,42,45,46
42_43_36_37,45.476,2.212,47.094,-0.655,0.183,-0.84,-0.013,0.032,-0.016,42,43,36,37
42_43_37_38,74.683,0.369,74.75,-0.625,0.174,-0.889,-0.055,0.005,-0.039,42,43,37,38
42_43_38_39,20.06,0.427,20.094,-0.631,0.189,-0.829,-0.085,0.006,-0.071,42,43,38,39
42_43_39_40,20.73,0.723,21.594,-0.516,0.14,-0.662,-0.525,0.016,-0.526,42,43,39,40
42_43_44_45,2.605,1.066,3.312,-0.585,0.149,-0.79,-0.547,0.016,-0.536,42,43,44,45
42_43_45_46,-11.045,1.846,-10.562,-0.162,0.085,-0.377,-0.107,0.025,-0.098,42,43,45,46
43_44_36_37,47.299,1.696,47.844,-0.857,0.108,-0.954,-0.038,0.035,-0.04,43,44,36,37
43_44_37_38,71.877,1.488,73.25,-1.272,0.175,-1.611,-0.052,0.022,-0.04,43,44,37,38
43_44_38_39,18.313,0.3,19.063,-1.361,0.213,-1.669,-0.044,0.003,-0.037,43,44,38,39
43_44_39_40,15.29,0.903,16.157,-1.365,0.258,-1.663,-0.14,0.013,-0.138,43,44,39,40
43_44_40_42,102.197,0.487,101.468,-1.351,0.396,-1.382,-0.819,0.011,-0.812,43,44,40,42
43_44_45_46,8.508,0.745,9.688,-1.065,0.124,-1.341,-0.56,0.012,-0.562,43,44,45,46
44_45_36_37,47.928,2.203,49.156,-0.705,0.106,-0.947,0.022,0.034,0.017,44,45,36,37
44_45_37_38,73.557,0.368,73.718,-0.954,0.151,-1.258,-0.016,0.006,-0.013,44,45,37,38
44_45_38_39,16.822,0.399,17.0,-0.889,0.138,-1.17,-0.028,0.006,-0.03,44,45,38,39
44_45_39_40,11.82,0.608,12.313,-0.871,0.133,-1.131,-0.056,0.009,-0.051,44,45,39,40
44_45_40_42,99.07,0.624,100.156,-0.83,0.144,-1.129,-0.131,0.009,-0.16,44,45,40,42
44_45_42_43,28.062,0.488,27.36,-0.499,0.221,-0.631,-0.553,0.014,-0.55,44,45,42,43
45_46_36_37,47.922,0.342,47.375,-0.72,0.092,-0.778,-0.012,0.005,-0.022,45,46,36,37
45_46_37_38,70.408,0.407,69.5,-0.718,0.06,-0.694,-0.014,0.011,-0.016,45,46,37,38
