quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
1_4_2_3,32.764,1.266,32.656,-1.338,0.078,-1.333,1.404,0.035,1.397,1,4,2,3
2_3_1_4,-123.156,0.562,-121.656,-1.915,0.308,-1.879,1.382,0.036,1.396,2,3,1,4
2_5_3_4,-424.39,0.851,-424.282,-1.735,0.152,-1.735,0.961,0.016,0.96,2,5,3,4
3_4_2_5,-414.279,0.479,-414.718,-1.425,0.283,-1.434,1.09,0.016,1.094,3,4,2,5
3_6_4_5,-95.168,0.883,-95.875,-1.564,0.218,-1.505,1.147,0.016,1.129,3,6,4,5
4_5_3_6,-485.168,0.362,-485.032,-1.738,0.18,-1.772,1.258,0.02,1.261,4,5,3,6
4_7_5_6,13.697,1.28,13.157,-1.407,0.141,-1.385,1.253,0.016,1.265,4,7,5,6
5_6_4_7,-275.074,0.467,-275.5,-1.604,0.171,-1.602,1.278,0.015,1.272,5,6,4,7
5_9_6_7,-30.842,2.063,-30.531,-1.039,0.15,-1.029,1.584,0.039,1.562,5,9,6,7
60_61_62_64,1.416,0.523,1.906,-0.003,0.001,-0.006,101.697,0.09,102.202,60,61,62,64
62_64_60_61,-2.882,0.846,-3.062,-0.006,0.001,-0.004,102.176,0.262,102.012,62,64,60,61
6_10_7_9,-54.69,0.336,-54.063,-0.67,0.069,-0.659,1.818,0.014,1.796,6,10,7,9
6_7_5_9,-327.726,0.095,-327.719,-1.761,0.132,-1.725,1.515,0.003,1.511,6,7,5,9
7_11_9_10,3.911,0.676,3.687,-0.536,0.074,-0.535,1.584,0.033,1.59,7,11,9,10
7_9_6_10,-202.664,0.195,-202.468,-0.881,0.08,-0.876,1.894,0.001,1.883,7,9,6,10
9_10_7_11,-150.682,0.489,-150.062,-0.737,0.018,-0.747,1.432,0.017,1.434,9,10,7,11
