quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
25_26_27_28,-39.261,0.934,-39.25,-0.599,0.187,-0.922,-0.601,0.017,-0.582,25,26,27,28
25_26_28_29,278.727,0.571,278.656,-0.069,0.088,-0.306,-0.128,0.011,-0.158,25,26,28,29
25_26_29_30,55.488,0.437,55.437,-0.067,0.09,-0.311,-0.053,0.008,-0.06,25,26,29,30
25_26_30_31,-78.073,0.368,-77.969,-0.292,0.118,-0.587,-0.013,0.006,-0.006,25,26,30,31
25_26_31_32,-102.924,1.723,-102.718,-0.077,0.089,-0.222,-0.002,0.027,-0.005,25,26,31,32
25_26_32_33,-22.37,0.678,-21.625,-0.261,0.108,-0.489,-0.006,0.01,-0.002,25,26,32,33
25_26_33_34,-6.626,0.995,-6.812,-0.288,0.113,-0.532,0.002,0.014,0.001,25,26,33,34
26_27_28_29,281.351,0.626,279.594,-1.06,0.141,-1.175,-0.599,0.012,-0.594,26,27,28,29
26_27_29_30,52.528,0.489,52.812,-0.166,0.06,-0.305,-0.146,0.009,-0.15,26,27,29,30
26_27_30_31,-77.137,0.624,-77.125,-0.43,0.107,-0.679,-0.034,0.009,-0.021,26,27,30,31
26_27_31_32,-108.55,1.706,-107.688,-0.299,0.088,-0.449,-0.002,0.024,-0.015,26,27,31,32
26_27_32_33,-17.974,0.452,-19.562,-0.335,0.092,-0.564,-0.012,0.007,-0.013,26,27,32,33
26_27_33_34,-3.794,1.427,-1.938,-0.315,0.092,-0.517,-0.024,0.019,-0.014,26,27,33,34
27_28_25_26,8.414,0.477,8.656,-0.619,0.252,-0.853,-0.585,0.009,-0.548,27,28,25,26
27_28_29_30,55.006,0.625,54.875,-0.466,0.16,-0.512,-0.511,0.01,-0.509,27,28,29,30
27_28_30_31,-77.046,1.538,-77.406,0.033,0.102,-0.135,-0.085,0.022,-0.094,27,28,30,31
27_28_31_32,-109.78,0.65,-109.468,0.067,0.104,-0.12,-0.055,0.009,-0.034,27,28,31,32
27_28_32_33,-14.996,1.48,-16.0,0.097,0.109,0.023,-0.022,0.021,-0.018,27,28,32,33
27_28_33_34,-5.087,0.508,-5.312,0.087,0.114,-0.023,-0.008,0.007,-0.016,27,28,33,34
28_29_25_26,6.172,0.515,6.5,-1.426,0.224,-1.686,-0.122,0.01,-0.1,28,29,25,26
28_29_26_27,72.324,1.23,72.594,-1.208,0.211,-1.519,-0.628,0.018,-0.625,28,29,26,27
28_29_30_31,-73.276,0.517,-73.844,-1.351,0.162,-1.671,-0.43,0.013,-0.442,28,29,30,31
28_29_31_32,-111.473,0.652,-111.718,-0.866,0.115,-1.054,-0.114,0.009,-0.105,28,29,31,32
28_29_32_33,-7.35,2.612,-8.406,-0.772,0.099,-0.948,-0.015,0.036,-0.032,28,29,32,33
28_29_33_34,-5.286,0.782,-5.5,-0.76,0.096,-0.964,-0.017,0.011,-0.006,28,29,33,34
29_30_25_26,5.886,0.461,5.656,-1.374,0.345,-1.68,-0.045,0.009,-0.054,29,30,25,26
29_30_26_27,62.568,1.363,62.938,-1.349,0.326,-1.611,-0.112,0.025,-0.122,29,30,26,27
29_30_27_28,49.368,0.536,47.468,-1.152,0.376,-1.38,-0.483,0.009,-0.508,29,30,27,28
29_30_31_32,-112.106,0.374,-112.0,-1.292,0.277,-1.643,-0.535,0.006,-0.519,29,30,31,32
