quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
36_37_38_39,36.348,0.317,36.218,-0.233,0.125,-0.328,-0.478,0.004,-0.497,36,37,38,39
36_37_39_40,-52.98,0.783,-53.406,-0.077,0.105,-0.205,-0.145,0.01,-0.154,36,37,39,40
36_37_40_42,105.396,0.312,105.688,0.564,0.057,0.396,-0.066,0.011,-0.018,36,37,40,42
36_37_42_43,6.288,0.281,6.781,-0.134,0.113,-0.264,-0.014,0.004,-0.036,36,37,42,43
36_37_43_44,-3.96,0.341,-3.625,-0.076,0.102,-0.206,-0.004,0.004,0.004,36,37,43,44
36_37_44_45,2.444,0.776,4.25,-0.046,0.096,-0.098,-0.013,0.01,0.004,36,37,44,45
36_37_45_46,-53.006,0.117,-52.468,-0.065,0.096,-0.18,-0.004,0.002,-0.008,36,37,45,46
37_38_39_40,-47.737,0.461,-48.062,-0.96,0.114,-1.119,-0.935,0.012,-0.955,37,38,39,40
37_38_40_42,99.706,0.432,99.032,-0.496,0.057,-0.527,-0.146,0.01,-0.144,37,38,40,42
37_38_42_43,6.062,2.089,6.781,-0.679,0.093,-0.776,-0.036,0.027,-0.032,37,38,42,43
37_38_43_44,-6.295,0.436,-7.844,-0.56,0.072,-0.731,-0.026,0.006,-0.026,37,38,43,44
37_38_44_45,-0.849,0.25,-3.344,-0.597,0.071,-0.786,-0.01,0.003,0.006,37,38,44,45
37_38_45_46,-48.576,0.297,-49.938,-0.574,0.075,-0.758,0.006,0.003,0.032,37,38,45,46
38_39_36_37,52.295,0.34,52.718,-0.607,0.218,-0.836,-0.458,0.008,-0.39,38,39,36,37
38_39_40_42,107.176,0.611,107.562,-0.283,0.153,-0.315,-0.426,0.01,-0.438,38,39,40,42
38_39_42_43,5.895,0.462,6.125,0.003,0.113,-0.169,-0.095,0.006,-0.052,38,39,42,43
38_39_43_44,-7.963,0.465,-8.874,0.033,0.102,-0.13,-0.047,0.006,-0.03,38,39,43,44
38_39_44_45,-4.42,0.454,-5.688,0.018,0.105,-0.112,-0.003,0.006,0.014,38,39,44,45
