quadropole,mean voltage,std voltage,median voltage,mean current,std current,median current,mean resistance,std resistance,median resistance,a,b,m,n
36_39_37_38,-115.505,0.272,-114.531,-0.513,0.209,-0.81,1.371,0.006,1.366,36,39,37,38
37_38_36_39,-117.605,0.584,-118.844,-0.764,0.2,-1.195,1.355,0.012,1.354,37,38,36,39
37_40_38_39,-512.93,1.18,-517.938,-0.743,0.209,-1.226,1.074,0.024,1.081,37,40,38,39
38_39_37_40,-159.568,0.586,-162.344,-0.781,0.32,-1.11,1.085,0.01,1.078,38,39,37,40
38_42_39_40,-27.31,0.377,-29.968,-1.337,0.253,-1.762,1.253,0.004,1.254,38,42,39,40
39_40_38_42,-195.165,0.66,-201.625,-1.217,0.319,-1.861,1.267,0.009,1.256,39,40,38,42
39_43_40_42,-16.931,0.272,-20.875,-1.972,0.255,-2.636,1.439,0.022,1.444,39,43,40,42
40_42_39_43,-121.329,0.534,-126.25,-1.751,0.288,-2.266,1.432,0.01,1.434,40,42,39,43
40_44_42_43,-20.284,1.755,-24.719,-1.633,0.282,-2.151,1.173,0.031,1.169,40,44,42,43
42_43_40_44,-638.482,0.503,-641.032,-1.309,0.282,-1.564,1.189,0.009,1.178,42,43,40,44
42_45_43_44,-60.984,0.439,-65.594,-1.093,0.223,-1.541,1.441,0.008,1.431,42,45,43,44
43_44_42_45,-612.004,0.476,-614.5,-0.977,0.225,-1.296,1.434,0.006,1.421,43,44,42,45
43_46_44_45,-27.134,1.69,-30.156,-0.904,0.162,-1.296,1.411,0.027,1.424,43,46,44,45
44_45_43_46,-665.457,0.774,-670.562,-0.993,0.149,-1.225,1.402,0.012,1.392,44,45,43,46
60_61_62_64,9.62,1.392,11.844,-0.001,0.003,0.001,98.709,1.24,99.038,60,61,62,64
62_64_60_61,9.406,1.327,4.626,-0.004,0.003,-0.008,98.18,1.334,97.732,62,64,60,61
