a,b,m,n,injection_id,channel_mn,time,current,voltage,polarity
42,45,43,44,8,0,2.206,0.240,-30.812,0
42,45,43,44,8,0,2.211,0.244,-28.375,0
42,45,43,44,8,0,2.216,0.244,-29.688,0
42,45,43,44,8,0,2.221,0.240,-27.062,0
42,45,43,44,8,0,2.226,0.240,-25.000,0
42,45,43,44,8,0,2.231,0.240,-27.812,0
42,45,43,44,8,0,2.236,0.244,-27.062,0
42,45,43,44,8,0,2.241,0.236,-30.812,0
42,45,43,44,8,0,2.246,0.240,-29.125,0
42,45,43,44,8,0,2.251,0.240,-35.500,0
42,45,43,44,8,0,2.256,0.240,-25.562,0
42,45,43,44,8,0,2.261,0.244,-30.625,0
42,45,43,44,8,0,2.266,0.244,-27.812,0
42,45,43,44,8,0,2.271,0.240,-30.812,0
42,45,43,44,8,0,2.276,0.244,-28.375,0
42,45,43,44,8,0,2.281,0.240,-27.062,0
42,45,43,44,8,0,2.286,0.240,-31.188,0
42,45,43,44,8,0,2.291,0.244,-23.500,0
42,45,43,44,8,0,2.296,0.244,-23.875,0
42,45,43,44,8,0,2.301,0.240,-31.562,0
42,45,43,44,8,0,2.306,0.240,-23.688,0
42,45,43,44,8,0,2.311,0.244,-24.812,0
42,45,43,44,8,0,2.316,0.244,-24.625,0
42,45,43,44,8,0,2.321,0.240,-29.875,0
42,45,43,44,8,0,2.326,0.240,-33.250,0
42,45,43,44,8,0,2.331,0.244,-24.438,0
42,45,43,44,8,0,2.336,0.244,-27.250,0
42,45,43,44,8,0,2.341,0.240,-21.812,0
42,45,43,44,8,0,2.346,0.244,-27.062,0
42,45,43,44,8,0,2.351,0.240,-28.000,0
42,45,43,44,8,0,2.356,0.244,-25.938,0
42,45,43,44,8,0,2.361,0.240,-28.188,0
42,45,43,44,8,0,2.366,0.240,-25.750,0
42,45,43,44,8,0,2.371,0.244,-28.750,0
42,45,43,44,8,0,2.376,0.240,-26.312,0
42,45,43,44,8,0,2.381,0.247,-29.688,0
42,45,43,44,8,0,2.386,0.240,-26.688,0
42,45,43,44,8,0,2.391,0.240,-25.375,0
42,45,43,44,8,0,2.396,0.244,-29.312,0
42,45,43,44,8,0,2.401,0.240,-27.625,0
42,45,43,44,8,0,2.406,0.247,-26.500,0
42,45,43,44,8,0,2.411,0.240,-30.062,0
42,45,43,44,8,0,2.416,0.244,-22.188,0
42,45,43,44,8,0,2.421,0.240,-27.812,0
42,45,43,44,8,0,2.426,0.240,-28.938,0
42,45,43,44,8,0,2.431,0.240,-22.750,0
42,45,43,44,8,0,2.436,0.244,-28.188,0
42,45,43,44,8,0,2.441,0.244,-25.750,0
42,45,43,44,8,0,2.446,0.240,-26.688,0
42,45,43,44,8,0,2.451,0.240,-29.312,0
42,45,43,44,8,0,2.456,0.240,-30.062,0
42,45,43,44,8,0,2.461,0.240,-28.562,0
42,45,43,44,8,0,2.466,0.240,-30.250,0
42,45,43,44,8,0,2.471,0.244,-22.000,0
42,45,43,44,8,0,2.476,0.244,-27.062,0
42,45,43,44,8,0,2.481,0.240,-28.750,0
42,45,43,44,8,0,2.486,0.240,-29.500,0
42,45,43,44,8,0,2.491,0.244,-30.062,0
42,45,43,44,8,0,2.496,0.244,-25.188,0
42,45,43,44,8,0,2.501,0.240,-22.375,0
42,45,43,44,8,0,2.506,0.240,-26.688,0
42,45,43,44,8,0,2.511,0.240,-29.688,0
42,45,43,44,8,0,2.516,0.240,-21.250,0
42,45,43,44,8,0,2.521,0.240,-28.000,0
42,45,43,44,8,0,2.526,0.244,-26.688,0
42,45,43,44,8,0,2.531,0.244,-19.000,0
42,45,43,44,8,0,2.536,0.240,-26.875,0
42,45,43,44,8,0,2.541,0.240,-23.312,0
42,45,43,44,8,0,2.546,0.240,-29.125,0
42,45,43,44,8,0,2.551,0.240,-26.875,0
42,45,43,44,8,0,2.556,0.240,-15.438,0
42,45,43,44,8,0,2.562,0.244,-23.688,0
42,45,43,44,8,0,2.567,0.244,-12.812,0
42,45,43,44,8,0,2.572,0.240,-12.062,0
42,45,43,44,8,0,2.577,0.244,-12.812,0
42,45,43,44,8,0,2.582,0.240,-18.812,0
42,45,43,44,8,0,2.587,0.244,-14.500,0
42,45,43,44,8,0,2.592,0.244,-14.125,0
42,45,43,44,8,0,2.597,0.240,-22.375,0
42,45,43,44,8,0,2.602,0.240,-20.500,0
42,45,43,44,8,0,2.607,0.244,-10.375,0
42,45,43,44,8,0,2.612,0.244,-16.750,0
42,45,43,44,8,0,2.617,0.247,-24.625,0
42,45,43,44,8,0,2.622,0.240,-11.688,0
42,45,43,44,8,0,2.627,0.244,-8.500,0
42,45,43,44,8,0,2.632,0.244,-14.312,0
42,45,43,44,8,0,2.637,0.240,-22.562,0
42,45,43,44,8,0,2.642,0.244,-12.250,0
42,45,43,44,8,0,2.647,0.247,-22.750,0
42,45,43,44,8,0,2.652,0.244,-15.625,0
42,45,43,44,8,0,2.657,0.244,-23.125,0
42,45,43,44,8,0,2.662,0.240,-25.562,0
42,45,43,44,8,0,2.667,0.240,-29.875,0
42,45,43,44,8,0,2.672,0.240,-22.938,0
42,45,43,44,8,0,2.677,0.244,-24.812,0
42,45,43,44,8,0,2.710,88.485,112.438,1
42,45,43,44,8,0,2.712,88.166,118.438,1
42,45,43,44,8,0,2.717,87.409,114.688,1
42,45,43,44,8,0,2.722,86.404,113.562,1
42,45,43,44,8,0,2.727,85.665,112.438,1
42,45,43,44,8,0,2.732,84.896,113.750,1
42,45,43,44,8,0,2.737,84.090,112.062,1
42,45,43,44,8,0,2.742,83.464,109.625,1
42,45,43,44,8,0,2.747,82.871,107.562,1
42,45,43,44,8,0,2.752,82.088,108.313,1
42,45,43,44,8,0,2.757,81.439,104.188,1
42,45,43,44,8,0,2.762,80.966,102.875,1
42,45,43,44,8,0,2.767,80.400,106.250,1
42,45,43,44,8,0,2.772,79.736,102.312,1
42,45,43,44,8,0,2.777,79.196,103.250,1
42,45,43,44,8,0,2.782,78.634,103.625,1
42,45,43,44,8,0,2.787,78.056,103.062,1
42,45,43,44,8,0,2.792,77.505,103.438,1
42,45,43,44,8,0,2.797,77.062,99.688,1
42,45,43,44,8,0,2.802,76.474,97.812,1
42,45,43,44,8,0,2.807,76.084,107.000,1
42,45,43,44,8,0,2.812,75.476,99.125,1
42,45,43,44,8,0,2.817,74.985,100.625,1
42,45,43,44,8,0,2.822,74.453,99.688,1
42,45,43,44,8,0,2.827,73.969,98.938,1
42,45,43,44,8,0,2.832,73.478,92.562,1
42,45,43,44,8,0,2.837,72.922,96.875,1
42,45,43,44,8,0,2.842,72.364,94.438,1
42,45,43,44,8,0,2.847,71.895,95.938,1
42,45,43,44,8,0,2.852,71.269,96.500,1
42,45,43,44,8,0,2.857,70.815,90.688,1
42,45,43,44,8,0,2.862,70.320,93.125,1
42,45,43,44,8,0,2.867,69.645,91.812,1
42,45,43,44,8,0,2.872,69.191,90.688,1
42,45,43,44,8,0,2.877,68.655,88.625,1
42,45,43,44,8,0,2.882,68.175,86.188,1
42,45,43,44,8,0,2.887,67.534,85.438,1
42,45,43,44,8,0,2.892,67.099,88.812,1
42,45,43,44,8,0,2.897,66.641,83.188,1
42,45,43,44,8,0,2.903,66.086,83.188,1
42,45,43,44,8,0,2.907,65.603,80.750,1
42,45,43,44,8,0,2.912,65.205,80.938,1
42,45,43,44,8,0,2.917,64.860,80.375,1
42,45,43,44,8,0,2.922,64.507,77.375,1
42,45,43,44,8,0,2.927,64.144,76.812,1
42,45,43,44,8,0,2.932,63.788,74.562,1
42,45,43,44,8,0,2.937,63.510,78.312,1
42,45,43,44,8,0,2.943,63.154,79.625,1
42,45,43,44,8,0,2.949,62.831,75.312,1
42,45,43,44,8,0,2.952,62.663,79.062,1
42,45,43,44,8,0,2.957,62.370,80.000,1
42,45,43,44,8,0,2.962,62.104,75.312,1
42,45,43,44,8,0,2.966,61.950,79.438,1
42,45,43,44,8,0,2.971,61.725,77.188,1
42,45,43,44,8,0,2.976,61.538,76.625,1
42,45,43,44,8,0,2.981,61.361,77.000,1
42,45,43,44,8,0,2.986,61.155,77.375,1
42,45,43,44,8,0,2.991,60.911,77.750,1
42,45,43,44,8,0,2.996,60.758,76.625,1
42,45,43,44,8,0,3.001,60.600,77.188,1
42,45,43,44,8,0,3.006,60.420,73.438,1
42,45,43,44,8,0,3.011,60.229,73.250,1
42,45,43,44,8,0,3.016,60.124,76.438,1
42,45,43,44,8,0,3.022,59.917,76.812,1
42,45,43,44,8,0,3.026,59.805,73.438,1
42,45,43,44,8,0,3.031,59.636,75.312,1
42,45,43,44,8,0,3.036,59.475,74.188,1
42,45,43,44,8,0,3.041,59.359,72.500,1
42,45,43,44,8,0,3.046,59.186,76.625,1
42,45,43,44,8,0,3.051,59.078,72.125,1
42,45,43,44,8,0,3.056,58.950,72.688,1
42,45,43,44,8,0,3.061,58.822,72.875,1
42,45,43,44,8,0,3.066,58.665,75.688,1
42,45,43,44,8,0,3.071,58.556,76.062,1
42,45,43,44,8,0,3.076,58.440,71.938,1
42,45,43,44,8,0,3.081,58.301,74.375,1
42,45,43,44,8,0,3.086,58.208,75.875,1
42,45,43,44,8,0,3.091,58.057,73.250,1
42,45,43,44,8,0,3.096,57.964,71.562,1
42,45,43,44,8,0,3.101,57.862,74.375,1
42,45,43,44,8,0,3.106,57.758,69.688,1
42,45,43,44,8,0,3.111,57.626,72.312,1
42,45,43,44,8,0,3.116,57.510,73.063,1
42,45,43,44,8,0,3.121,57.428,71.188,1
42,45,43,44,8,0,3.126,57.300,75.875,1
42,45,43,44,8,0,3.131,57.218,73.438,1
42,45,43,44,8,0,3.136,57.112,75.125,1
42,45,43,44,8,0,3.141,57.030,68.188,1
42,45,43,44,8,0,3.146,56.955,69.125,1
42,45,43,44,8,0,3.151,56.831,70.250,1
42,45,43,44,8,0,3.156,56.756,74.562,1
42,45,43,44,8,0,3.161,56.629,66.875,1
42,45,43,44,8,0,3.166,56.587,72.500,1
42,45,43,44,8,0,3.171,56.475,70.438,1
42,45,43,44,8,0,3.176,56.385,66.312,1
42,45,43,44,8,0,3.181,56.265,79.625,1
42,45,43,44,8,0,3.186,56.145,68.938,1
42,45,43,44,8,0,3.192,56.085,74.000,1
42,45,43,44,8,0,3.196,56.036,69.688,1
42,45,43,44,8,0,3.201,55.943,72.125,1
42,45,43,44,8,0,3.206,55.867,73.250,1
42,45,43,44,8,0,3.211,55.748,75.312,1
42,45,43,44,8,0,3.217,55.661,69.312,1
42,45,43,44,8,0,3.221,55.605,72.312,1
42,45,43,44,8,0,3.226,55.530,67.250,1
42,45,43,44,8,0,3.231,55.462,71.000,1
42,45,43,44,8,0,3.236,55.365,71.188,1
42,45,43,44,8,0,3.241,55.316,73.625,1
42,45,43,44,8,0,3.246,55.189,70.062,1
42,45,43,44,8,0,3.251,55.151,70.812,1
42,45,43,44,8,0,3.256,55.080,69.312,1
42,45,43,44,8,0,3.261,54.990,65.750,1
42,45,43,44,8,0,3.266,54.926,66.312,1
42,45,43,44,8,0,3.271,54.885,64.625,1
42,45,43,44,8,0,3.276,54.750,70.062,1
42,45,43,44,8,0,3.281,54.709,71.188,1
42,45,43,44,8,0,3.286,54.667,71.750,1
42,45,43,44,8,0,3.291,54.641,71.562,1
42,45,43,44,8,0,3.296,54.476,65.375,1
42,45,43,44,8,0,3.301,54.458,67.812,1
42,45,43,44,8,0,3.306,54.398,69.312,1
42,45,43,44,8,0,3.327,0.244,-16.562,0
42,45,43,44,8,0,3.331,0.244,-18.625,0
42,45,43,44,8,0,3.336,0.244,-11.125,0
42,45,43,44,8,0,3.341,0.244,-18.812,0
42,45,43,44,8,0,3.346,0.244,-12.625,0
42,45,43,44,8,0,3.351,0.244,-16.562,0
42,45,43,44,8,0,3.356,0.244,-14.312,0
42,45,43,44,8,0,3.361,0.240,-11.312,0
42,45,43,44,8,0,3.366,0.240,-17.125,0
42,45,43,44,8,0,3.371,0.240,-15.438,0
42,45,43,44,8,0,3.376,0.244,-15.625,0
42,45,43,44,8,0,3.381,0.244,-15.062,0
42,45,43,44,8,0,3.386,0.244,-16.375,0
42,45,43,44,8,0,3.391,0.244,-21.062,0
42,45,43,44,8,0,3.396,0.244,-18.438,0
42,45,43,44,8,0,3.401,0.240,-11.688,0
42,45,43,44,8,0,3.406,0.244,-17.125,0
42,45,43,44,8,0,3.411,0.244,-16.188,0
42,45,43,44,8,0,3.416,0.244,-19.188,0
42,45,43,44,8,0,3.421,0.244,-17.875,0
42,45,43,44,8,0,3.426,0.244,-19.375,0
42,45,43,44,8,0,3.431,0.244,-16.562,0
42,45,43,44,8,0,3.436,0.240,-15.625,0
42,45,43,44,8,0,3.441,0.240,-18.625,0
42,45,43,44,8,0,3.446,0.240,-14.312,0
42,45,43,44,8,0,3.451,0.244,-17.688,0
42,45,43,44,8,0,3.456,0.247,-13.750,0
42,45,43,44,8,0,3.461,0.240,-10.562,0
42,45,43,44,8,0,3.466,0.240,-13.188,0
42,45,43,44,8,0,3.471,0.244,-15.250,0
42,45,43,44,8,0,3.476,0.236,-16.562,0
42,45,43,44,8,0,3.481,0.240,-19.938,0
42,45,43,44,8,0,3.486,0.247,-14.312,0
42,45,43,44,8,0,3.491,0.240,-14.875,0
42,45,43,44,8,0,3.496,0.244,-14.312,0
42,45,43,44,8,0,3.501,0.240,-16.750,0
42,45,43,44,8,0,3.506,0.240,-21.250,0
42,45,43,44,8,0,3.511,0.240,-16.375,0
42,45,43,44,8,0,3.516,0.244,-18.625,0
42,45,43,44,8,0,3.521,0.240,-15.062,0
42,45,43,44,8,0,3.526,0.240,-15.438,0
42,45,43,44,8,0,3.531,0.240,-11.125,0
42,45,43,44,8,0,3.536,0.240,-17.688,0
42,45,43,44,8,0,3.541,0.240,-14.688,0
42,45,43,44,8,0,3.546,0.244,-13.375,0
42,45,43,44,8,0,3.551,0.240,-17.875,0
42,45,43,44,8,0,3.556,0.244,-17.688,0
42,45,43,44,8,0,3.561,0.244,-14.125,0
42,45,43,44,8,0,3.566,0.244,-18.812,0
42,45,43,44,8,0,3.571,0.240,-15.250,0
42,45,43,44,8,0,3.576,0.244,-14.500,0
42,45,43,44,8,0,3.581,0.236,-14.125,0
42,45,43,44,8,0,3.586,0.240,-17.688,0
42,45,43,44,8,0,3.591,0.244,-18.062,0
42,45,43,44,8,0,3.596,0.244,-17.125,0
42,45,43,44,8,0,3.601,0.240,-12.812,0
42,45,43,44,8,0,3.606,0.240,-10.188,0
42,45,43,44,8,0,3.611,0.240,-14.500,0
42,45,43,44,8,0,3.616,0.247,-13.938,0
42,45,43,44,8,0,3.621,0.240,-21.438,0
42,45,43,44,8,0,3.626,0.244,-13.375,0
42,45,43,44,8,0,3.631,0.244,-11.688,0
42,45,43,44,8,0,3.636,0.244,-16.938,0
42,45,43,44,8,0,3.641,0.240,-18.625,0
42,45,43,44,8,0,3.646,0.244,-13.750,0
42,45,43,44,8,0,3.651,0.244,-17.688,0
42,45,43,44,8,0,3.656,0.244,-18.625,0
42,45,43,44,8,0,3.661,0.244,-13.375,0
42,45,43,44,8,0,3.666,0.244,-10.562,0
42,45,43,44,8,0,3.671,0.244,-12.250,0
42,45,43,44,8,0,3.676,0.244,-13.562,0
42,45,43,44,8,0,3.681,0.240,-16.000,0
42,45,43,44,8,0,3.686,0.240,-14.125,0
42,45,43,44,8,0,3.691,0.240,-18.062,0
42,45,43,44,8,0,3.696,0.244,-13.188,0
42,45,43,44,8,0,3.701,0.240,-17.688,0
42,45,43,44,8,0,3.706,0.244,-11.688,0
42,45,43,44,8,0,3.711,0.240,-10.750,0
42,45,43,44,8,0,3.716,0.240,-11.125,0
42,45,43,44,8,0,3.721,0.244,-13.750,0
42,45,43,44,8,0,3.726,0.244,-14.312,0
42,45,43,44,8,0,3.731,0.240,-12.812,0
42,45,43,44,8,0,3.736,0.240,-8.500,0
42,45,43,44,8,0,3.741,0.244,-17.312,0
42,45,43,44,8,0,3.746,0.244,-7.188,0
42,45,43,44,8,0,3.751,0.240,-8.125,0
42,45,43,44,8,0,3.756,0.240,-13.750,0
42,45,43,44,8,0,3.761,0.240,-10.562,0
42,45,43,44,8,0,3.766,0.244,-11.875,0
42,45,43,44,8,0,3.771,0.240,-11.500,0
42,45,43,44,8,0,3.776,0.236,-18.625,0
42,45,43,44,8,0,3.781,0.244,-13.562,0
42,45,43,44,8,0,3.786,0.240,-17.500,0
42,45,43,44,8,0,3.791,0.240,-14.875,0
42,45,43,44,8,0,3.796,0.240,-11.312,0
42,45,43,44,8,0,3.801,0.240,-12.438,0
42,45,43,44,8,0,3.806,0.240,-12.438,0
42,45,43,44,8,0,3.811,0.244,-18.812,0
42,45,43,44,8,0,3.816,0.240,-13.562,0
42,45,43,44,8,0,3.821,0.244,-13.375,0
42,45,43,44,8,0,3.826,0.240,-11.312,0
42,45,43,44,8,0,3.831,0.244,-10.750,0
42,45,43,44,8,0,3.836,0.244,-13.562,0
42,45,43,44,8,0,3.841,0.244,-11.125,0
42,45,43,44,8,0,3.846,0.244,-10.938,0
42,45,43,44,8,0,3.851,0.244,-10.750,0
42,45,43,44,8,0,3.856,0.240,-11.125,0
42,45,43,44,8,0,3.861,0.240,-15.438,0
42,45,43,44,8,0,3.866,0.240,-16.750,0
42,45,43,44,8,0,3.871,0.244,-13.188,0
42,45,43,44,8,0,3.876,0.240,-12.812,0
42,45,43,44,8,0,3.881,0.244,-9.812,0
42,45,43,44,8,0,3.886,0.240,-18.250,0
42,45,43,44,8,0,3.891,0.244,-10.375,0
42,45,43,44,8,0,3.896,0.240,-8.500,0
42,45,43,44,8,0,3.901,0.244,-15.062,0
42,45,43,44,8,0,3.906,0.244,-11.125,0
42,45,43,44,8,0,3.911,0.244,-9.250,0
42,45,43,44,8,0,3.916,0.240,-9.437,0
42,45,43,44,8,0,3.921,0.240,-16.000,0
42,45,43,44,8,0,3.926,0.240,-10.188,0
42,45,43,44,8,0,3.952,-91.972,-128.125,-1
42,45,43,44,8,0,3.956,-91.043,-133.562,-1
42,45,43,44,8,0,3.961,-91.245,-127.188,-1
42,45,43,44,8,0,3.966,-89.895,-129.438,-1
42,45,43,44,8,0,3.971,-89.179,-126.250,-1
42,45,43,44,8,0,3.976,-88.545,-128.125,-1
42,45,43,44,8,0,3.981,-87.896,-124.938,-1
42,45,43,44,8,0,3.986,-87.203,-123.812,-1
42,45,43,44,8,0,3.991,-86.651,-124.000,-1
42,45,43,44,8,0,3.996,-86.119,-125.125,-1
42,45,43,44,8,0,4.001,-85.530,-117.812,-1
42,45,43,44,8,0,4.006,-85.028,-121.750,-1
42,45,43,44,8,0,4.011,-84.611,-124.375,-1
42,45,43,44,8,0,4.016,-84.082,-119.312,-1
42,45,43,44,8,0,4.021,-83.685,-121.375,-1
42,45,43,44,8,0,4.026,-83.261,-118.375,-1
42,45,43,44,8,0,4.031,-82.759,-120.812,-1
42,45,43,44,8,0,4.036,-82.391,-123.250,-1
42,45,43,44,8,0,4.041,-81.986,-121.562,-1
42,45,43,44,8,0,4.046,-81.589,-117.625,-1
42,45,43,44,8,0,4.051,-81.169,-112.375,-1
42,45,43,44,8,0,4.056,-80.798,-116.125,-1
42,45,43,44,8,0,4.061,-80.452,-115.750,-1
42,45,43,44,8,0,4.066,-80.010,-111.625,-1
42,45,43,44,8,0,4.071,-79.691,-117.062,-1
42,45,43,44,8,0,4.076,-79.305,-110.875,-1
42,45,43,44,8,0,4.081,-78.878,-113.688,-1
42,45,43,44,8,0,4.086,-78.514,-109.750,-1
42,45,43,44,8,0,4.091,-78.173,-114.062,-1
42,45,43,44,8,0,4.096,-77.865,-109.562,-1
42,45,43,44,8,0,4.101,-77.407,-110.688,-1
42,45,43,44,8,0,4.106,-77.078,-108.062,-1
42,45,43,44,8,0,4.111,-76.740,-110.688,-1
42,45,43,44,8,0,4.116,-76.331,-111.625,-1
42,45,43,44,8,0,4.121,-75.994,-112.188,-1
42,45,43,44,8,0,4.126,-75.630,-108.250,-1
42,45,43,44,8,0,4.131,-75.199,-106.750,-1
42,45,43,44,8,0,4.136,-74.846,-105.625,-1
42,45,43,44,8,0,4.141,-74.524,-106.750,-1
42,45,43,44,8,0,4.146,-74.085,-105.062,-1
42,45,43,44,8,0,4.151,-73.710,-107.125,-1
42,45,43,44,8,0,4.156,-73.391,-106.375,-1
42,45,43,44,8,0,4.161,-73.046,-107.688,-1
42,45,43,44,8,0,4.166,-72.544,-104.875,-1
42,45,43,44,8,0,4.171,-72.248,-99.250,-1
42,45,43,44,8,0,4.176,-71.854,-98.688,-1
42,45,43,44,8,0,4.181,-71.366,-100.750,-1
42,45,43,44,8,0,4.186,-71.032,-98.125,-1
42,45,43,44,8,0,4.191,-70.639,-96.062,-1
42,45,43,44,8,0,4.196,-70.170,-98.125,-1
42,45,43,44,8,0,4.201,-69.810,-101.312,-1
42,45,43,44,8,0,4.206,-69.405,-96.812,-1
42,45,43,44,8,0,4.211,-69.004,-97.188,-1
42,45,43,44,8,0,4.216,-68.468,-99.625,-1
42,45,43,44,8,0,4.221,-68.078,-97.188,-1
42,45,43,44,8,0,4.226,-67.695,-94.000,-1
42,45,43,44,8,0,4.231,-67.192,-94.375,-1
42,45,43,44,8,0,4.236,-66.784,-96.625,-1
42,45,43,44,8,0,4.241,-66.401,-97.938,-1
42,45,43,44,8,0,4.246,-65.914,-95.312,-1
42,45,43,44,8,0,4.251,-65.490,-93.062,-1
42,45,43,44,8,0,4.256,-65.138,-94.000,-1
42,45,43,44,8,0,4.261,-64.800,-89.875,-1
42,45,43,44,8,0,4.266,-64.358,-94.375,-1
42,45,43,44,8,0,4.271,-64.069,-87.625,-1
42,45,43,44,8,0,4.276,-63.761,-88.375,-1
42,45,43,44,8,0,4.281,-63.375,-89.312,-1
42,45,43,44,8,0,4.286,-63.112,-89.125,-1
42,45,43,44,8,0,4.291,-62.797,-88.188,-1
42,45,43,44,8,0,4.296,-62.539,-84.625,-1
42,45,43,44,8,0,4.301,-62.276,-87.812,-1
42,45,43,44,8,0,4.306,-62.044,-88.750,-1
42,45,43,44,8,0,4.311,-61.781,-83.688,-1
42,45,43,44,8,0,4.316,-61.541,-91.187,-1
42,45,43,44,8,0,4.321,-61.339,-85.000,-1
42,45,43,44,8,0,4.326,-61.140,-86.312,-1
42,45,43,44,8,0,4.331,-60.862,-86.125,-1
42,45,43,44,8,0,4.336,-60.653,-91.750,-1
42,45,43,44,8,0,4.341,-60.521,-85.375,-1
42,45,43,44,8,0,4.346,-60.285,-86.500,-1
42,45,43,44,8,0,4.351,-60.094,-85.562,-1
42,45,43,44,8,0,4.356,-59.921,-84.625,-1
42,45,43,44,8,0,4.361,-59.719,-86.500,-1
42,45,43,44,8,0,4.366,-59.602,-86.312,-1
42,45,43,44,8,0,4.371,-59.404,-87.250,-1
42,45,43,44,8,0,4.376,-59.299,-84.250,-1
42,45,43,44,8,0,4.381,-59.096,-84.250,-1
42,45,43,44,8,0,4.386,-58.939,-86.688,-1
42,45,43,44,8,0,4.391,-58.811,-82.938,-1
42,45,43,44,8,0,4.396,-58.665,-85.000,-1
42,45,43,44,8,0,4.401,-58.534,-77.312,-1
42,45,43,44,8,0,4.406,-58.440,-83.312,-1
42,45,43,44,8,0,4.411,-58.264,-84.062,-1
42,45,43,44,8,0,4.416,-58.155,-83.875,-1
42,45,43,44,8,0,4.421,-58.046,-79.750,-1
42,45,43,44,8,0,4.426,-57.911,-81.812,-1
42,45,43,44,8,0,4.431,-57.803,-80.500,-1
42,45,43,44,8,0,4.436,-57.682,-82.375,-1
42,45,43,44,8,0,4.441,-57.578,-80.875,-1
42,45,43,44,8,0,4.446,-57.465,-83.500,-1
42,45,43,44,8,0,4.451,-57.379,-77.312,-1
42,45,43,44,8,0,4.456,-57.259,-81.625,-1
42,45,43,44,8,0,4.461,-57.169,-80.312,-1
42,45,43,44,8,0,4.466,-57.049,-74.500,-1
42,45,43,44,8,0,4.471,-56.981,-79.000,-1
42,45,43,44,8,0,4.476,-56.858,-75.812,-1
42,45,43,44,8,0,4.481,-56.797,-86.312,-1
42,45,43,44,8,0,4.486,-56.696,-79.000,-1
42,45,43,44,8,0,4.491,-56.602,-79.562,-1
42,45,43,44,8,0,4.496,-56.531,-80.312,-1
42,45,43,44,8,0,4.501,-56.456,-78.062,-1
42,45,43,44,8,0,4.506,-56.340,-81.438,-1
42,45,43,44,8,0,4.511,-56.250,-77.312,-1
42,45,43,44,8,0,4.516,-56.167,-81.250,-1
42,45,43,44,8,0,4.521,-56.096,-75.625,-1
42,45,43,44,8,0,4.526,-56.029,-79.938,-1
42,45,43,44,8,0,4.531,-55.954,-80.875,-1
42,45,43,44,8,0,4.536,-55.898,-77.500,-1
42,45,43,44,8,0,4.541,-55.796,-76.188,-1
42,45,43,44,8,0,4.546,-55.736,-76.375,-1
42,45,43,44,8,0,4.551,-55.665,-82.188,-1
42,45,43,44,8,0,4.573,0.244,-7.188,0
42,45,43,44,8,0,4.576,0.240,-7.750,0
42,45,43,44,8,0,4.581,0.244,-6.438,0
42,45,43,44,8,0,4.586,0.240,-8.500,0
42,45,43,44,8,0,4.591,0.240,-13.000,0
42,45,43,44,8,0,4.596,0.240,-8.687,0
42,45,43,44,8,0,4.601,0.244,-10.375,0
42,45,43,44,8,0,4.606,0.240,-8.687,0
42,45,43,44,8,0,4.611,0.244,-4.562,0
42,45,43,44,8,0,4.616,0.244,-4.750,0
42,45,43,44,8,0,4.621,0.244,-8.875,0
42,45,43,44,8,0,4.626,0.236,-10.188,0
42,45,43,44,8,0,4.631,0.240,-8.125,0
42,45,43,44,8,0,4.636,0.240,-8.875,0
42,45,43,44,8,0,4.641,0.244,-3.812,0
42,45,43,44,8,0,4.646,0.240,-5.312,0
42,45,43,44,8,0,4.651,0.244,-2.312,0
42,45,43,44,8,0,4.656,0.244,-3.812,0
42,45,43,44,8,0,4.661,0.244,-9.062,0
42,45,43,44,8,0,4.666,0.244,-4.375,0
42,45,43,44,8,0,4.671,0.244,-2.688,0
42,45,43,44,8,0,4.676,0.244,-8.500,0
42,45,43,44,8,0,4.681,0.240,-10.188,0
42,45,43,44,8,0,4.686,0.244,-5.500,0
42,45,43,44,8,0,4.691,0.244,-9.062,0
42,45,43,44,8,0,4.696,0.240,-4.562,0
42,45,43,44,8,0,4.701,0.244,-5.688,0
42,45,43,44,8,0,4.706,0.244,-8.500,0
42,45,43,44,8,0,4.711,0.244,-7.562,0
42,45,43,44,8,0,4.716,0.244,-7.188,0
42,45,43,44,8,0,4.721,0.244,-4.375,0
42,45,43,44,8,0,4.726,0.240,-9.812,0
42,45,43,44,8,0,4.731,0.240,-9.625,0
42,45,43,44,8,0,4.736,0.247,-8.500,0
42,45,43,44,8,0,4.741,0.244,-7.000,0
42,45,43,44,8,0,4.746,0.240,-0.062,0
42,45,43,44,8,0,4.751,0.240,-0.438,0
42,45,43,44,8,0,4.756,0.240,-12.438,0
42,45,43,44,8,0,4.761,0.240,-8.125,0
42,45,43,44,8,0,4.766,0.244,-7.000,0
42,45,43,44,8,0,4.771,0.244,-8.125,0
42,45,43,44,8,0,4.776,0.240,-6.625,0
42,45,43,44,8,0,4.781,0.240,-3.812,0
42,45,43,44,8,0,4.786,0.244,-6.062,0
42,45,43,44,8,0,4.791,0.240,-1.750,0
42,45,43,44,8,0,4.796,0.240,-11.500,0
42,45,43,44,8,0,4.801,0.244,-8.125,0
42,45,43,44,8,0,4.806,0.240,-8.500,0
42,45,43,44,8,0,4.811,0.240,-4.938,0
42,45,43,44,8,0,4.816,0.236,-5.500,0
42,45,43,44,8,0,4.821,0.244,-5.875,0
42,45,43,44,8,0,4.826,0.244,-6.250,0
42,45,43,44,8,0,4.831,0.244,-9.812,0
42,45,43,44,8,0,4.836,0.244,-7.188,0
