a,b,m,n,injection_id,channel_mn,time,current,voltage,polarity
62,64,60,61,2,0,2.647,0.242,20.938,0
62,64,60,61,2,0,2.652,0.242,21.500,0
62,64,60,61,2,0,2.657,0.242,14.563,0
62,64,60,61,2,0,2.662,0.242,18.500,0
62,64,60,61,2,0,2.667,0.242,11.188,0
62,64,60,61,2,0,2.672,0.242,25.062,0
62,64,60,61,2,0,2.677,0.242,26.938,0
62,64,60,61,2,0,2.682,0.242,31.625,0
62,64,60,61,2,0,2.687,0.242,11.375,0
62,64,60,61,2,0,2.692,0.242,23.750,0
62,64,60,61,2,0,2.697,0.242,21.500,0
62,64,60,61,2,0,2.702,0.242,19.250,0
62,64,60,61,2,0,2.735,1.069,113.562,1
62,64,60,61,2,0,2.737,1.050,107.188,1
62,64,60,61,2,0,2.742,1.119,116.375,1
62,64,60,61,2,0,2.747,1.052,118.438,1
62,64,60,61,2,0,2.752,1.059,106.625,1
62,64,60,61,2,0,2.757,1.045,108.313,1
62,64,60,61,2,0,2.762,1.046,110.562,1
62,64,60,61,2,0,2.767,1.071,106.062,1
62,64,60,61,2,0,2.772,1.150,111.125,1
62,64,60,61,2,0,2.777,1.025,114.500,1
62,64,60,61,2,0,2.782,1.119,117.125,1
62,64,60,61,2,0,2.787,1.126,111.875,1
62,64,60,61,2,0,2.792,1.084,122.938,1
62,64,60,61,2,0,2.797,1.121,116.000,1
62,64,60,61,2,0,2.802,1.108,116.938,1
62,64,60,61,2,0,2.807,1.113,115.812,1
62,64,60,61,2,0,2.812,1.088,109.062,1
62,64,60,61,2,0,2.817,1.084,104.375,1
62,64,60,61,2,0,2.822,1.056,127.625,1
62,64,60,61,2,0,2.827,1.099,109.250,1
62,64,60,61,2,0,2.832,0.987,110.000,1
62,64,60,61,2,0,2.837,1.126,97.625,1
62,64,60,61,2,0,2.842,1.081,110.000,1
62,64,60,61,2,0,2.847,1.010,117.875,1
62,64,60,61,2,0,2.852,1.108,106.250,1
62,64,60,61,2,0,2.857,0.965,112.812,1
62,64,60,61,2,0,2.862,1.120,111.125,1
62,64,60,61,2,0,2.867,1.003,106.062,1
62,64,60,61,2,0,2.872,1.113,114.125,1
62,64,60,61,2,0,2.877,1.014,120.875,1
62,64,60,61,2,0,2.882,1.007,101.938,1
62,64,60,61,2,0,2.887,1.139,104.562,1
62,64,60,61,2,0,2.892,1.121,113.562,1
62,64,60,61,2,0,2.897,1.018,110.000,1
62,64,60,61,2,0,2.902,1.150,108.313,1
62,64,60,61,2,0,2.907,1.031,104.938,1
62,64,60,61,2,0,2.912,1.096,112.812,1
62,64,60,61,2,0,2.917,1.124,96.313,1
62,64,60,61,2,0,2.922,1.052,111.312,1
62,64,60,61,2,0,2.927,1.039,115.062,1
62,64,60,61,2,0,2.932,1.043,117.500,1
62,64,60,61,2,0,2.937,0.972,113.375,1
62,64,60,61,2,0,2.942,0.959,121.250,1
62,64,60,61,2,0,2.947,1.122,107.000,1
62,64,60,61,2,0,2.952,0.971,107.562,1
62,64,60,61,2,0,2.957,1.040,105.688,1
62,64,60,61,2,0,2.962,1.074,113.375,1
62,64,60,61,2,0,2.967,1.072,106.062,1
62,64,60,61,2,0,2.972,1.062,126.688,1
62,64,60,61,2,0,2.977,1.104,107.375,1
62,64,60,61,2,0,2.982,0.973,109.812,1
62,64,60,61,2,0,2.987,1.114,110.938,1
62,64,60,61,2,0,2.992,1.138,125.562,1
62,64,60,61,2,0,2.997,1.007,119.375,1
62,64,60,61,2,0,3.002,1.137,107.375,1
62,64,60,61,2,0,3.007,1.030,106.438,1
62,64,60,61,2,0,3.012,1.012,112.062,1
62,64,60,61,2,0,3.017,1.124,116.000,1
62,64,60,61,2,0,3.022,1.104,110.375,1
62,64,60,61,2,0,3.027,1.129,102.500,1
62,64,60,61,2,0,3.032,1.050,111.500,1
62,64,60,61,2,0,3.037,0.992,111.312,1
62,64,60,61,2,0,3.042,1.045,111.312,1
62,64,60,61,2,0,3.047,1.014,116.000,1
62,64,60,61,2,0,3.052,1.161,106.438,1
62,64,60,61,2,0,3.057,1.068,112.062,1
62,64,60,61,2,0,3.062,1.056,118.438,1
62,64,60,61,2,0,3.067,0.975,108.875,1
62,64,60,61,2,0,3.072,0.966,115.625,1
62,64,60,61,2,0,3.077,1.024,116.750,1
62,64,60,61,2,0,3.082,1.062,112.438,1
62,64,60,61,2,0,3.087,1.073,93.500,1
62,64,60,61,2,0,3.095,1.023,89.000,1
62,64,60,61,2,0,3.097,1.033,104.000,1
62,64,60,61,2,0,3.102,1.084,116.938,1
62,64,60,61,2,0,3.107,0.979,115.250,1
62,64,60,61,2,0,3.112,1.015,108.688,1
62,64,60,61,2,0,3.117,1.035,114.875,1
62,64,60,61,2,0,3.122,1.086,105.688,1
62,64,60,61,2,0,3.127,0.978,124.625,1
62,64,60,61,2,0,3.132,1.141,113.375,1
62,64,60,61,2,0,3.137,1.063,119.188,1
62,64,60,61,2,0,3.142,1.133,108.313,1
62,64,60,61,2,0,3.147,1.100,109.250,1
62,64,60,61,2,0,3.152,1.004,106.625,1
62,64,60,61,2,0,3.157,1.079,119.938,1
62,64,60,61,2,0,3.162,1.102,108.125,1
62,64,60,61,2,0,3.167,0.960,106.062,1
62,64,60,61,2,0,3.172,1.135,116.188,1
62,64,60,61,2,0,3.177,1.177,113.938,1
62,64,60,61,2,0,3.182,1.029,109.250,1
62,64,60,61,2,0,3.187,1.008,113.562,1
62,64,60,61,2,0,3.192,1.043,116.375,1
62,64,60,61,2,0,3.197,1.130,110.938,1
62,64,60,61,2,0,3.202,1.155,111.500,1
62,64,60,61,2,0,3.207,0.990,110.750,1
62,64,60,61,2,0,3.212,0.977,118.062,1
62,64,60,61,2,0,3.217,1.067,117.125,1
62,64,60,61,2,0,3.222,1.115,111.312,1
62,64,60,61,2,0,3.227,1.085,116.750,1
62,64,60,61,2,0,3.232,0.995,119.000,1
62,64,60,61,2,0,3.237,0.968,109.438,1
62,64,60,61,2,0,3.242,1.021,109.625,1
62,64,60,61,2,0,3.247,1.066,111.500,1
62,64,60,61,2,0,3.252,1.118,103.438,1
62,64,60,61,2,0,3.257,0.999,112.062,1
62,64,60,61,2,0,3.262,1.014,102.875,1
62,64,60,61,2,0,3.267,1.042,115.062,1
62,64,60,61,2,0,3.272,1.044,120.500,1
62,64,60,61,2,0,3.277,1.136,120.313,1
62,64,60,61,2,0,3.282,0.965,114.500,1
62,64,60,61,2,0,3.287,0.970,98.562,1
62,64,60,61,2,0,3.292,1.105,105.125,1
62,64,60,61,2,0,3.297,1.129,109.812,1
62,64,60,61,2,0,3.302,0.977,116.000,1
62,64,60,61,2,0,3.307,1.077,114.688,1
62,64,60,61,2,0,3.312,0.976,116.188,1
62,64,60,61,2,0,3.317,1.037,110.000,1
62,64,60,61,2,0,3.322,1.037,113.000,1
62,64,60,61,2,0,3.327,1.164,98.188,1
62,64,60,61,2,0,3.332,1.019,110.000,1
62,64,60,61,2,0,3.361,0.243,21.125,0
62,64,60,61,2,0,3.367,0.242,19.438,0
62,64,60,61,2,0,3.372,0.242,18.500,0
62,64,60,61,2,0,3.377,0.242,12.500,0
62,64,60,61,2,0,3.382,0.242,20.562,0
62,64,60,61,2,0,3.387,0.242,21.312,0
62,64,60,61,2,0,3.392,0.242,8.562,0
62,64,60,61,2,0,3.397,0.242,15.500,0
62,64,60,61,2,0,3.402,0.242,11.938,0
62,64,60,61,2,0,3.407,0.243,14.188,0
62,64,60,61,2,0,3.412,0.242,14.563,0
62,64,60,61,2,0,3.417,0.242,24.312,0
62,64,60,61,2,0,3.422,0.242,25.438,0
62,64,60,61,2,0,3.427,0.242,19.250,0
62,64,60,61,2,0,3.432,0.242,22.250,0
62,64,60,61,2,0,3.437,0.242,20.000,0
62,64,60,61,2,0,3.442,0.242,24.500,0
62,64,60,61,2,0,3.447,0.243,19.250,0
62,64,60,61,2,0,3.452,0.242,13.250,0
62,64,60,61,2,0,3.457,0.242,28.250,0
62,64,60,61,2,0,3.462,0.242,18.688,0
62,64,60,61,2,0,3.467,0.242,27.500,0
62,64,60,61,2,0,3.472,0.242,21.875,0
62,64,60,61,2,0,3.477,0.242,16.625,0
62,64,60,61,2,0,3.482,0.242,22.250,0
62,64,60,61,2,0,3.487,0.242,17.375,0
62,64,60,61,2,0,3.492,0.242,14.000,0
62,64,60,61,2,0,3.497,0.242,9.312,0
62,64,60,61,2,0,3.502,0.242,22.625,0
62,64,60,61,2,0,3.507,0.243,21.500,0
62,64,60,61,2,0,3.512,0.242,15.125,0
62,64,60,61,2,0,3.517,0.242,15.312,0
62,64,60,61,2,0,3.522,0.242,10.625,0
62,64,60,61,2,0,3.527,0.242,15.312,0
62,64,60,61,2,0,3.532,0.242,12.312,0
62,64,60,61,2,0,3.537,0.242,9.688,0
62,64,60,61,2,0,3.542,0.242,14.938,0
62,64,60,61,2,0,3.547,0.242,21.312,0
62,64,60,61,2,0,3.552,0.242,23.938,0
62,64,60,61,2,0,3.557,0.242,17.000,0
62,64,60,61,2,0,3.562,0.242,12.125,0
62,64,60,61,2,0,3.567,0.242,18.125,0
62,64,60,61,2,0,3.572,0.242,20.375,0
62,64,60,61,2,0,3.577,0.242,19.625,0
62,64,60,61,2,0,3.582,0.242,23.938,0
62,64,60,61,2,0,3.587,0.242,13.625,0
62,64,60,61,2,0,3.592,0.243,19.625,0
62,64,60,61,2,0,3.597,0.242,13.625,0
62,64,60,61,2,0,3.602,0.242,17.375,0
62,64,60,61,2,0,3.607,0.242,11.562,0
62,64,60,61,2,0,3.612,0.242,21.500,0
62,64,60,61,2,0,3.617,0.242,28.250,0
62,64,60,61,2,0,3.622,0.242,18.500,0
62,64,60,61,2,0,3.627,0.242,17.938,0
62,64,60,61,2,0,3.632,0.242,19.625,0
62,64,60,61,2,0,3.637,0.242,19.625,0
62,64,60,61,2,0,3.642,0.243,17.938,0
62,64,60,61,2,0,3.647,0.242,16.625,0
62,64,60,61,2,0,3.652,0.242,22.812,0
62,64,60,61,2,0,3.657,0.242,21.688,0
62,64,60,61,2,0,3.662,0.242,20.188,0
62,64,60,61,2,0,3.667,0.242,11.938,0
62,64,60,61,2,0,3.672,0.242,11.750,0
62,64,60,61,2,0,3.677,0.242,22.438,0
62,64,60,61,2,0,3.682,0.242,30.688,0
62,64,60,61,2,0,3.687,0.242,15.875,0
62,64,60,61,2,0,3.692,0.242,32.750,0
62,64,60,61,2,0,3.697,0.242,17.562,0
62,64,60,61,2,0,3.702,0.242,10.438,0
62,64,60,61,2,0,3.707,0.242,16.062,0
62,64,60,61,2,0,3.712,0.242,22.812,0
62,64,60,61,2,0,3.717,0.242,22.250,0
62,64,60,61,2,0,3.722,0.242,16.812,0
62,64,60,61,2,0,3.727,0.242,28.250,0
62,64,60,61,2,0,3.732,0.242,17.000,0
62,64,60,61,2,0,3.737,0.242,11.188,0
62,64,60,61,2,0,3.742,0.242,19.062,0
62,64,60,61,2,0,3.747,0.242,16.438,0
62,64,60,61,2,0,3.752,0.242,23.000,0
62,64,60,61,2,0,3.757,0.242,17.000,0
62,64,60,61,2,0,3.762,0.242,22.062,0
62,64,60,61,2,0,3.767,0.242,15.500,0
62,64,60,61,2,0,3.772,0.242,23.750,0
62,64,60,61,2,0,3.777,0.243,18.500,0
62,64,60,61,2,0,3.782,0.243,22.438,0
62,64,60,61,2,0,3.787,0.242,15.688,0
62,64,60,61,2,0,3.792,0.242,17.375,0
62,64,60,61,2,0,3.797,0.242,23.000,0
62,64,60,61,2,0,3.802,0.242,17.938,0
62,64,60,61,2,0,3.807,0.242,16.438,0
62,64,60,61,2,0,3.812,0.242,13.812,0
62,64,60,61,2,0,3.817,0.243,29.000,0
62,64,60,61,2,0,3.822,0.242,17.562,0
62,64,60,61,2,0,3.827,0.242,25.813,0
62,64,60,61,2,0,3.832,0.242,23.000,0
62,64,60,61,2,0,3.837,0.242,24.875,0
62,64,60,61,2,0,3.842,0.242,14.375,0
62,64,60,61,2,0,3.847,0.242,32.750,0
62,64,60,61,2,0,3.852,0.242,18.125,0
62,64,60,61,2,0,3.857,0.242,8.938,0
62,64,60,61,2,0,3.862,0.242,23.375,0
62,64,60,61,2,0,3.867,0.242,10.625,0
62,64,60,61,2,0,3.872,0.242,8.750,0
62,64,60,61,2,0,3.877,0.242,9.875,0
62,64,60,61,2,0,3.882,0.243,22.250,0
62,64,60,61,2,0,3.887,0.242,22.625,0
62,64,60,61,2,0,3.892,0.242,18.125,0
62,64,60,61,2,0,3.897,0.242,20.562,0
62,64,60,61,2,0,3.902,0.242,26.375,0
62,64,60,61,2,0,3.907,0.242,12.875,0
62,64,60,61,2,0,3.912,0.242,25.438,0
62,64,60,61,2,0,3.917,0.242,24.688,0
62,64,60,61,2,0,3.922,0.242,23.375,0
62,64,60,61,2,0,3.927,0.242,14.563,0
62,64,60,61,2,0,3.932,0.242,26.750,0
62,64,60,61,2,0,3.937,0.242,13.438,0
62,64,60,61,2,0,3.942,0.242,18.125,0
62,64,60,61,2,0,3.947,0.242,16.438,0
62,64,60,61,2,0,3.952,0.242,19.625,0
62,64,60,61,2,0,3.957,0.242,25.438,0
62,64,60,61,2,0,3.992,-0.965,-100.188,-1
62,64,60,61,2,0,3.997,-0.992,-106.375,-1
62,64,60,61,2,0,4.002,-1.027,-101.875,-1
62,64,60,61,2,0,4.007,-1.102,-100.562,-1
62,64,60,61,2,0,4.012,-1.028,-102.062,-1
62,64,60,61,2,0,4.017,-1.091,-102.812,-1
62,64,60,61,2,0,4.022,-0.973,-105.812,-1
62,64,60,61,2,0,4.027,-1.021,-100.375,-1
62,64,60,61,2,0,4.032,-1.027,-104.312,-1
62,64,60,61,2,0,4.037,-1.020,-105.625,-1
62,64,60,61,2,0,4.042,-1.098,-110.875,-1
62,64,60,61,2,0,4.047,-1.060,-104.312,-1
62,64,60,61,2,0,4.052,-1.035,-102.062,-1
62,64,60,61,2,0,4.057,-1.052,-103.562,-1
62,64,60,61,2,0,4.062,-0.989,-95.688,-1
62,64,60,61,2,0,4.067,-1.110,-90.812,-1
62,64,60,61,2,0,4.072,-1.054,-107.312,-1
62,64,60,61,2,0,4.077,-1.086,-106.375,-1
62,64,60,61,2,0,4.082,-1.033,-110.312,-1
62,64,60,61,2,0,4.087,-1.033,-87.812,-1
62,64,60,61,2,0,4.092,-1.056,-106.562,-1
62,64,60,61,2,0,4.097,-1.075,-96.438,-1
62,64,60,61,2,0,4.102,-1.014,-100.750,-1
62,64,60,61,2,0,4.107,-1.001,-105.625,-1
62,64,60,61,2,0,4.112,-1.079,-101.312,-1
62,64,60,61,2,0,4.117,-1.059,-103.375,-1
62,64,60,61,2,0,4.122,-0.977,-106.375,-1
62,64,60,61,2,0,4.127,-1.114,-103.562,-1
62,64,60,61,2,0,4.132,-1.101,-106.000,-1
62,64,60,61,2,0,4.137,-1.081,-107.125,-1
62,64,60,61,2,0,4.142,-1.048,-110.125,-1
62,64,60,61,2,0,4.147,-1.098,-102.250,-1
62,64,60,61,2,0,4.152,-1.109,-100.750,-1
62,64,60,61,2,0,4.157,-1.092,-100.188,-1
62,64,60,61,2,0,4.162,-0.991,-103.938,-1
62,64,60,61,2,0,4.167,-1.058,-103.375,-1
62,64,60,61,2,0,4.172,-0.970,-108.625,-1
62,64,60,61,2,0,4.177,-1.101,-101.688,-1
62,64,60,61,2,0,4.182,-1.107,-103.187,-1
62,64,60,61,2,0,4.187,-1.052,-112.750,-1
62,64,60,61,2,0,4.192,-1.038,-96.438,-1
62,64,60,61,2,0,4.197,-1.038,-110.875,-1
62,64,60,61,2,0,4.202,-1.015,-96.062,-1
62,64,60,61,2,0,4.207,-1.115,-95.125,-1
62,64,60,61,2,0,4.212,-1.132,-102.062,-1
62,64,60,61,2,0,4.217,-1.100,-96.062,-1
62,64,60,61,2,0,4.222,-1.082,-96.062,-1
62,64,60,61,2,0,4.227,-1.004,-105.438,-1
62,64,60,61,2,0,4.232,-0.961,-102.250,-1
62,64,60,61,2,0,4.237,-1.037,-100.000,-1
62,64,60,61,2,0,4.242,-1.056,-97.562,-1
62,64,60,61,2,0,4.247,-1.017,-99.062,-1
62,64,60,61,2,0,4.252,-1.041,-95.875,-1
62,64,60,61,2,0,4.257,-1.056,-106.562,-1
62,64,60,61,2,0,4.262,-1.014,-93.625,-1
62,64,60,61,2,0,4.267,-1.039,-109.188,-1
62,64,60,61,2,0,4.272,-1.077,-98.125,-1
62,64,60,61,2,0,4.277,-1.059,-112.000,-1
62,64,60,61,2,0,4.282,-1.030,-104.312,-1
62,64,60,61,2,0,4.287,-1.098,-100.938,-1
62,64,60,61,2,0,4.292,-1.032,-99.812,-1
62,64,60,61,2,0,4.297,-1.099,-117.062,-1
62,64,60,61,2,0,4.302,-1.101,-107.312,-1
62,64,60,61,2,0,4.307,-1.051,-97.562,-1
62,64,60,61,2,0,4.312,-1.126,-102.625,-1
62,64,60,61,2,0,4.317,-1.035,-101.125,-1
62,64,60,61,2,0,4.322,-1.059,-112.188,-1
62,64,60,61,2,0,4.327,-1.086,-103.562,-1
62,64,60,61,2,0,4.332,-1.022,-102.625,-1
62,64,60,61,2,0,4.337,-1.036,-96.250,-1
62,64,60,61,2,0,4.342,-1.069,-117.625,-1
62,64,60,61,2,0,4.347,-1.062,-115.375,-1
62,64,60,61,2,0,4.352,-1.028,-110.688,-1
62,64,60,61,2,0,4.357,-1.057,-125.500,-1
62,64,60,61,2,0,4.362,-1.049,-112.375,-1
62,64,60,61,2,0,4.367,-1.046,-112.375,-1
62,64,60,61,2,0,4.372,-1.058,-112.375,-1
62,64,60,61,2,0,4.377,-1.060,-109.562,-1
62,64,60,61,2,0,4.382,-1.046,-111.062,-1
62,64,60,61,2,0,4.387,-1.035,-115.375,-1
62,64,60,61,2,0,4.392,-1.046,-113.312,-1
62,64,60,61,2,0,4.397,-1.058,-104.312,-1
62,64,60,61,2,0,4.402,-1.042,-116.875,-1
62,64,60,61,2,0,4.407,-1.048,-102.812,-1
62,64,60,61,2,0,4.412,-1.034,-108.250,-1
62,64,60,61,2,0,4.417,-1.056,-104.875,-1
62,64,60,61,2,0,4.422,-1.042,-119.500,-1
62,64,60,61,2,0,4.427,-1.067,-100.375,-1
62,64,60,61,2,0,4.432,-0.992,-100.562,-1
62,64,60,61,2,0,4.437,-1.003,-93.625,-1
62,64,60,61,2,0,4.442,-0.998,-112.375,-1
62,64,60,61,2,0,4.447,-1.122,-97.938,-1
62,64,60,61,2,0,4.452,-1.059,-102.437,-1
62,64,60,61,2,0,4.457,-1.012,-96.062,-1
62,64,60,61,2,0,4.462,-1.063,-106.375,-1
62,64,60,61,2,0,4.467,-0.984,-99.625,-1
62,64,60,61,2,0,4.472,-1.088,-91.750,-1
62,64,60,61,2,0,4.477,-1.101,-96.062,-1
62,64,60,61,2,0,4.482,-1.110,-94.375,-1
62,64,60,61,2,0,4.487,-1.072,-94.750,-1
62,64,60,61,2,0,4.492,-1.002,-107.500,-1
62,64,60,61,2,0,4.497,-1.080,-96.438,-1
62,64,60,61,2,0,4.502,-1.033,-101.125,-1
62,64,60,61,2,0,4.507,-1.111,-108.250,-1
62,64,60,61,2,0,4.512,-1.023,-111.812,-1
62,64,60,61,2,0,4.517,-1.079,-99.625,-1
62,64,60,61,2,0,4.522,-1.110,-98.875,-1
62,64,60,61,2,0,4.527,-1.050,-95.125,-1
62,64,60,61,2,0,4.532,-1.002,-113.688,-1
62,64,60,61,2,0,4.537,-1.094,-103.375,-1
62,64,60,61,2,0,4.542,-1.079,-108.062,-1
62,64,60,61,2,0,4.547,-1.112,-96.812,-1
62,64,60,61,2,0,4.552,-1.079,-98.688,-1
62,64,60,61,2,0,4.557,-1.005,-98.875,-1
62,64,60,61,2,0,4.562,-1.115,-103.938,-1
62,64,60,61,2,0,4.567,-1.037,-104.500,-1
62,64,60,61,2,0,4.572,-1.027,-101.125,-1
62,64,60,61,2,0,4.577,-1.099,-105.625,-1
62,64,60,61,2,0,4.582,-0.997,-99.625,-1
62,64,60,61,2,0,4.587,-1.082,-98.875,-1
62,64,60,61,2,0,4.621,0.242,21.688,0
62,64,60,61,2,0,4.627,0.242,8.750,0
62,64,60,61,2,0,4.632,0.242,21.312,0
62,64,60,61,2,0,4.637,0.242,23.375,0
62,64,60,61,2,0,4.642,0.242,21.688,0
62,64,60,61,2,0,4.647,0.242,11.562,0
62,64,60,61,2,0,4.652,0.242,20.375,0
62,64,60,61,2,0,4.657,0.242,28.062,0
62,64,60,61,2,0,4.662,0.243,23.000,0
62,64,60,61,2,0,4.667,0.242,30.688,0
62,64,60,61,2,0,4.672,0.242,23.938,0
62,64,60,61,2,0,4.677,0.242,27.688,0
62,64,60,61,2,0,4.682,0.242,26.375,0
62,64,60,61,2,0,4.687,0.242,20.375,0
62,64,60,61,2,0,4.692,0.242,19.250,0
62,64,60,61,2,0,4.697,0.242,22.062,0
62,64,60,61,2,0,4.702,0.242,16.250,0
62,64,60,61,2,0,4.707,0.242,13.062,0
62,64,60,61,2,0,4.712,0.242,13.625,0
62,64,60,61,2,0,4.717,0.242,26.375,0
62,64,60,61,2,0,4.722,0.242,23.188,0
62,64,60,61,2,0,4.727,0.243,20.938,0
62,64,60,61,2,0,4.732,0.242,22.250,0
62,64,60,61,2,0,4.737,0.243,25.625,0
62,64,60,61,2,0,4.742,0.242,18.688,0
62,64,60,61,2,0,4.747,0.242,23.188,0
62,64,60,61,2,0,4.752,0.242,20.188,0
62,64,60,61,2,0,4.757,0.242,11.562,0
62,64,60,61,2,0,4.762,0.243,13.625,0
62,64,60,61,2,0,4.767,0.243,24.500,0
62,64,60,61,2,0,4.772,0.242,23.375,0
62,64,60,61,2,0,4.777,0.242,28.062,0
62,64,60,61,2,0,4.782,0.242,15.312,0
62,64,60,61,2,0,4.787,0.243,15.312,0
62,64,60,61,2,0,4.792,0.242,21.688,0
62,64,60,61,2,0,4.797,0.242,20.000,0
62,64,60,61,2,0,4.802,0.242,25.250,0
62,64,60,61,2,0,4.807,0.242,25.062,0
62,64,60,61,2,0,4.812,0.242,26.750,0
62,64,60,61,2,0,4.817,0.242,13.250,0
62,64,60,61,2,0,4.822,0.242,19.062,0
62,64,60,61,2,0,4.827,0.242,18.500,0
62,64,60,61,2,0,4.832,0.243,19.062,0
62,64,60,61,2,0,4.837,0.242,17.375,0
62,64,60,61,2,0,4.842,0.242,8.938,0
62,64,60,61,2,0,4.847,0.242,30.875,0
62,64,60,61,2,0,4.852,0.242,12.500,0
62,64,60,61,2,0,4.857,0.242,19.625,0
62,64,60,61,2,0,4.862,0.242,14.750,0
62,64,60,61,2,0,4.867,0.242,15.875,0
62,64,60,61,2,0,4.872,0.242,13.250,0
62,64,60,61,2,0,4.877,0.242,29.375,0
62,64,60,61,2,0,4.882,0.242,16.812,0
62,64,60,61,2,0,4.887,0.242,13.625,0
62,64,60,61,2,0,4.892,0.242,17.188,0
62,64,60,61,2,0,4.897,0.242,20.562,0
62,64,60,61,2,0,4.902,0.242,25.813,0
62,64,60,61,2,0,4.907,0.242,11.000,0
62,64,60,61,2,0,4.912,0.242,20.562,0
62,64,60,61,2,0,4.917,0.243,21.312,0
62,64,60,61,2,0,4.922,0.242,23.750,0
62,64,60,61,2,0,4.927,0.243,28.812,0
62,64,60,61,2,0,4.932,0.242,20.000,0
62,64,60,61,2,0,4.937,0.242,13.438,0
62,64,60,61,2,0,4.942,0.242,12.312,0
62,64,60,61,2,0,4.947,0.242,17.000,0
62,64,60,61,2,0,4.952,0.242,10.625,0
62,64,60,61,2,0,4.957,0.242,8.375,0
62,64,60,61,2,0,4.962,0.242,13.062,0
62,64,60,61,2,0,4.967,0.242,23.562,0
62,64,60,61,2,0,4.972,0.242,24.312,0
62,64,60,61,2,0,4.977,0.243,19.250,0
62,64,60,61,2,0,4.982,0.242,13.625,0
62,64,60,61,2,0,4.987,0.242,19.812,0
62,64,60,61,2,0,4.992,0.242,21.875,0
62,64,60,61,2,0,4.997,0.242,12.125,0
62,64,60,61,2,0,5.002,0.242,13.625,0
62,64,60,61,2,0,5.007,0.242,21.875,0
62,64,60,61,2,0,5.012,0.242,13.062,0
62,64,60,61,2,0,5.017,0.242,17.188,0
62,64,60,61,2,0,5.022,0.242,24.125,0
62,64,60,61,2,0,5.027,0.242,22.812,0
62,64,60,61,2,0,5.032,0.242,20.000,0
62,64,60,61,2,0,5.037,0.242,19.250,0
62,64,60,61,2,0,5.042,0.242,29.938,0
62,64,60,61,2,0,5.047,0.242,19.250,0
62,64,60,61,2,0,5.052,0.242,27.500,0
62,64,60,61,2,0,5.057,0.242,13.812,0
62,64,60,61,2,0,5.062,0.242,15.688,0
62,64,60,61,2,0,5.067,0.242,27.688,0
62,64,60,61,2,0,5.072,0.242,22.250,0
62,64,60,61,2,0,5.077,0.242,30.125,0
62,64,60,61,2,0,5.082,0.242,25.813,0
62,64,60,61,2,0,5.087,0.242,30.500,0
62,64,60,61,2,0,5.092,0.242,33.312,0
62,64,60,61,2,0,5.097,0.242,18.688,0
62,64,60,61,2,0,5.102,0.242,18.125,0
62,64,60,61,2,0,5.107,0.242,11.750,0
62,64,60,61,2,0,5.112,0.242,20.938,0
62,64,60,61,2,0,5.117,0.242,17.750,0
62,64,60,61,2,0,5.122,0.242,8.562,0
62,64,60,61,2,0,5.127,0.242,22.438,0
62,64,60,61,2,0,5.132,0.242,23.750,0
62,64,60,61,2,0,5.137,0.242,17.375,0
62,64,60,61,2,0,5.142,0.242,13.062,0
62,64,60,61,2,0,5.147,0.242,26.375,0
62,64,60,61,2,0,5.152,0.243,28.438,0
62,64,60,61,2,0,5.157,0.242,33.125,0
62,64,60,61,2,0,5.162,0.242,13.625,0
62,64,60,61,2,0,5.167,0.242,21.688,0
62,64,60,61,2,0,5.172,0.242,14.375,0
62,64,60,61,2,0,5.177,0.242,28.438,0
62,64,60,61,2,0,5.182,0.242,11.938,0
62,64,60,61,2,0,5.187,0.242,15.125,0
62,64,60,61,2,0,5.192,0.242,11.000,0
62,64,60,61,2,0,5.197,0.242,20.188,0
62,64,60,61,2,0,5.202,0.243,20.188,0
62,64,60,61,2,0,5.207,0.242,27.125,0
62,64,60,61,2,0,5.212,0.242,17.938,0
62,64,60,61,2,0,5.217,0.243,17.000,0
62,64,60,61,2,0,5.253,1.119,120.313,1
62,64,60,61,2,0,5.257,1.160,114.125,1
62,64,60,61,2,0,5.262,0.981,108.500,1
62,64,60,61,2,0,5.267,1.111,114.688,1
62,64,60,61,2,0,5.272,1.023,115.438,1
62,64,60,61,2,0,5.277,1.014,117.688,1
62,64,60,61,2,0,5.282,0.978,116.000,1
62,64,60,61,2,0,5.287,0.990,109.625,1
62,64,60,61,2,0,5.292,1.045,112.438,1
62,64,60,61,2,0,5.297,1.035,112.062,1
62,64,60,61,2,0,5.302,0.980,111.125,1
62,64,60,61,2,0,5.307,1.014,113.750,1
62,64,60,61,2,0,5.312,1.026,108.500,1
62,64,60,61,2,0,5.317,1.056,113.562,1
62,64,60,61,2,0,5.322,0.970,114.500,1
62,64,60,61,2,0,5.327,0.991,112.625,1
62,64,60,61,2,0,5.332,1.125,121.062,1
62,64,60,61,2,0,5.337,1.084,124.625,1
62,64,60,61,2,0,5.342,0.969,113.375,1
62,64,60,61,2,0,5.347,1.062,108.688,1
62,64,60,61,2,0,5.352,1.145,110.375,1
62,64,60,61,2,0,5.357,1.134,119.188,1
62,64,60,61,2,0,5.362,1.017,107.375,1
62,64,60,61,2,0,5.367,0.968,103.250,1
62,64,60,61,2,0,5.372,0.959,106.250,1
62,64,60,61,2,0,5.377,1.020,115.250,1
62,64,60,61,2,0,5.382,1.106,104.562,1
62,64,60,61,2,0,5.387,1.061,125.000,1
62,64,60,61,2,0,5.392,1.135,108.500,1
62,64,60,61,2,0,5.397,1.044,112.812,1
