event,event_start,depth_cm,sensor_id,treatment,location,tag,peak_time,peak_vwc,tail_hours,n_samples,exp_A,exp_tau_h,exp_C,exp_r2,pow_A,pow_alpha,pow_C,pow_r2
59,1.7588304e+18,40,SMS16,control,ConI,bottom,1.7588526e+18,0.49,39.25,472,0.02301931395203951,44.407837514861626,0.46644050505427204,0.9785497141088,0.49264641441427387,0.008286178385047858,1.0816249917832802e-10,0.8634326033750176
62,1.7595441e+18,40,SMS16,control,ConI,bottom,1.7595693e+18,0.483,96.91666666666667,1164,0.012897171643178105,27.448552854389025,0.4702939523809682,0.9657873133642577,0.4862000094274346,0.007173807781385579,9.602014039389196e-10,0.9290547557032806
65,1.7603955e+18,40,SMS16,control,ConI,bottom,1.7604234e+18,0.471,21.916666666666668,264,0.00011906142752011453,9999.156215827761,0.4708810698920116,NaN,0.003318847842258551,9.270940228549765e-7,0.46768115878863054,NaN
70,1.7607393e+18,40,SMS16,control,ConI,bottom,1.7607612e+18,0.489,20.083333333333336,242,0.4898498804545753,1686.9249251871138,4.433877133803375e-9,0.8885334643452132,0.49030536902565747,0.0033316673172834573,6.995717806317278e-10,0.6118123773717313
71,1.760841e+18,40,SMS16,control,ConI,bottom,1.7608563e+18,0.489,21.916666666666668,264,0.010542704898065053,25.438083746986578,0.4788828332382763,0.9608099207964225,0.4900397166504236,0.0039003630431107533,7.207816549744258e-12,0.8490353988077735
73,1.7610255e+18,40,SMS16,control,ConI,bottom,1.761057e+18,0.489,167.91666666666666,2016,0.04839479633138272,255.12770353569246,0.44206731902959845,0.9879041424653067,0.5035919838704286,0.012873192695209043,8.024567485930711e-18,0.7943566525736343
86,1.7644239e+18,40,SMS16,control,ConI,bottom,1.7644506e+18,0.483,54.5,655,0.4837449947786542,6150.444234108765,4.846904281279379e-9,0.7146369781061259,0.4846652453355361,0.002091364167211948,6.606326989758049e-12,0.40757889326418384
88,1.7647029e+18,40,SMS16,control,ConI,bottom,1.764723e+18,0.484,15.833333333333332,191,5.327876104371651e-9,9999.595774430896,0.48397904410679615,-1.1724381243638504e-8,0.018185107318314027,1.1209712814438769e-12,0.4657939502712556,-1.1082645912097178e-10
93,1.769319e+18,40,SMS16,control,ConI,bottom,1.7693838e+18,0.474,167.91666666666666,2016,0.019218508312753277,74.15875362758008,0.45579662846090957,0.9838739828269668,0.482832532823393,0.009943883484240735,2.0777273118798104e-13,0.8704249899258891
0,1.7175024e+18,10,SMS11,control,ConG,top,1.7175231e+18,0.2621251,49.916666666666664,600,0.010298224579860921,24.299068380825478,0.2503454291442572,0.44140282744593573,0.26279139081930736,0.01062069909607357,1.3260601812301637e-10,0.44232214081908816
1,1.7177103e+18,10,SMS11,control,ConG,top,1.7177142e+18,0.4719402100000001,167.91666666666666,2016,0.0579141895261657,60.0342476148542,0.39246515693243583,0.8961150666664752,0.4779167816678605,0.03609136844915688,1.5269436806936918e-12,0.901745074881039
3,1.7191647e+18,10,SMS11,control,ConG,top,1.7191647e+18,0.4681775799999999,167.91666666666666,2016,0.16923088336179445,537.4988518681738,0.2811176669331149,0.8209111043171405,0.47779323845816185,0.02757043036624731,2.910712588642058e-15,0.6555494363483347
4,1.7202123e+18,10,SMS11,control,ConG,top,1.7202135e+18,0.4650355900000001,167.91666666666666,2016,0.05216872622905114,51.862021935508096,0.4055065612859562,0.9192287913049199,0.47958161701164337,0.031625594753822775,1.3780606257218559e-17,0.8974309567674685
5,1.7228331e+18,10,SMS11,control,ConG,top,1.7228385e+18,0.4365637299999998,38.166666666666664,459,0.03071232446933353,14.573399583986363,0.4098763153929099,0.8016556096327965,0.4425678519936049,0.01890009968326973,1.1460282834054925e-20,0.7054628594322461
6,1.7229834e+18,10,SMS11,control,ConG,top,1.7229867e+18,0.4619711799999999,23.0,277,0.029095820259768795,6.767541185237295,0.4355476288352442,0.945206976784419,0.46245610788547514,0.01877286626863709,2.763224693671334e-11,0.9180924523931931
8,1.7231418e+18,10,SMS11,control,ConG,top,1.7231436e+18,0.4671302500000001,23.666666666666668,285,0.03157266315086459,25.896453783582082,0.43348251242579827,0.7477690843939202,0.46757401592019937,0.01310176518811831,7.360352352170347e-19,0.6951404937863177
9,1.7232363e+18,10,SMS11,control,ConG,top,1.7232411e+18,0.4669363,25.583333333333336,308,0.02753077147111687,11.5214322247345,0.44020168841762425,0.8807984764829077,0.4686515755972271,0.016506165337617215,3.922291055480243e-6,0.8323018057985865
10,1.7233407e+18,10,SMS11,control,ConG,top,1.7233431e+18,0.4627469799999999,167.91666666666666,2015,0.14301853186055288,631.8784459265395,0.3106490696557493,0.7201301598805541,0.47594504555987244,0.02111677791576227,4.772787645042498e-19,0.6414399034005284
11,1.7253117e+18,10,SMS11,control,ConG,top,1.7253123e+18,0.4613117499999999,71.75,862,0.03714878009822617,26.616177497243225,0.41691705651311406,0.845411264598564,0.4627406249843089,0.022485377038631914,1.733872659432639e-12,0.8049518649153569
12,1.7255781e+18,10,SMS11,control,ConG,top,1.7255802e+18,0.4622427099999999,167.91666666666666,2016,0.043521061997854056,56.48960751400957,0.4108209529782032,0.851115193671014,0.47363451518906385,0.026442991908971553,6.65174489222967e-19,0.8436976874163471
13,1.7279928e+18,10,SMS11,control,ConG,top,1.7280528e+18,0.42263812,138.25,1658,0.03248902799451562,40.910663977035,0.3857796559380289,0.8494181398977579,0.4301061402861125,0.0216056305934974,1.9666427228063903e-21,0.8512542134433916
14,1.728558e+18,10,SMS11,control,ConG,top,1.7285613e+18,0.4521961000000001,16.25,196,0.03019187091663466,10.116576000457178,0.42093725690189604,0.9913116628570998,0.45085116094565003,0.01802414420724796,2.5553462006335144e-18,0.949161146243269
15,1.7286273e+18,10,SMS11,control,ConG,top,1.7286531e+18,0.4428477100000001,17.25,208,0.047548830331998714,30.31390780710394,0.39700051016914384,0.9934037186674509,0.44579702000368254,0.014870167685285,1.0517174760888491e-10,0.8470527512293176
17,1.7287812e+18,10,SMS11,control,ConG,top,1.7287875e+18,0.45665695,24.166666666666668,291,0.45113610872030596,556.9456025691672,1.7761006183538644e-8,0.8885433028512655,0.45513110296474973,0.013601153138256723,1.3758304365046028e-10,0.8069621947866958
20,1.7289927e+18,10,SMS11,control,ConG,top,1.728996e+18,0.4589843499999999,87.25,1048,0.04146104654526477,42.41662411097514,0.41969914683233017,0.9304518819115267,0.4735534888778143,0.022907057692347806,1.3973725987399513e-10,0.8550402152488044
21,1.7293176e+18,10,SMS11,control,ConG,top,1.7293218e+18,0.4525840000000001,167.91666666666666,2016,0.051109090681881957,136.78343069716306,0.39927331611973177,0.9289805912240825,0.4712619072506228,0.022945559422849662,6.940233493615894e-23,0.8286245032667774
22,1.7303526e+18,10,SMS11,control,ConG,top,1.7303568e+18,0.45138151,23.0,277,0.042783344710874464,44.61517012713916,0.4081085395412584,0.9935136421966799,0.45338767621564363,0.01208542256799697,4.955592699103524e-12,0.8787821698667347
24,1.7305146e+18,10,SMS11,control,ConG,top,1.7305182e+18,0.4561138899999999,18.666666666666668,225,0.015061439512630658,11.914447430987611,0.4395863035339776,0.8871792937292232,0.4551288893667044,0.008809592017459863,3.0471740693226454e-9,0.8889804246656385
25,1.7305929e+18,10,SMS11,control,ConG,top,1.7305971e+18,0.4544459200000002,167.91666666666666,2015,0.03096771333445901,49.873737071684275,0.4204705238801723,0.8917103408083176,0.463407923694682,0.0184980806283507,1.2724658329246134e-17,0.8577556914290099
30,1.7316954e+18,10,SMS11,control,ConG,top,1.7316978e+18,0.4605359499999999,28.75,346,0.4590409295238724,1260.4036999924485,4.0659793665948485e-8,0.44772632787321276,0.4604637141870326,0.006020257229556372,8.271948909281272e-11,0.29363200600113715
32,1.7326116e+18,10,SMS11,control,ConG,top,1.73265e+18,0.4530882700000001,82.5,991,0.05246789239648295,107.38660862633152,0.4029458882068498,0.9427446103674254,0.46580257858863433,0.016921753680061196,1.0427861869721874e-19,0.7356890629468391
33,1.7329545e+18,10,SMS11,control,ConG,top,1.7330403e+18,0.4495971700000001,167.91666666666666,2016,0.04743953053674023,141.1896458457065,0.40590997571621873,0.9154720685565239,0.4711183013830297,0.02008357693711723,2.2133504895866798e-18,0.7638232245760854
34,1.7339076e+18,10,SMS11,control,ConG,top,1.7339232e+18,0.45006265,12.333333333333332,149,0.001766081567733009,2.8023842065685844,0.4484276185545761,0.42882663830785006,0.004795693312969049,0.11914334764683278,0.44484771549401037,0.37166094784212045
38,1.7340993e+18,10,SMS11,control,ConG,top,1.7341005e+18,0.4575103299999999,167.91666666666666,2015,0.038219839761633276,56.22617486374491,0.4149947550255763,0.9284559903752195,0.469730215649494,0.023040934765980188,7.72243695316163e-20,0.9104292447387797
39,1.7352846e+18,10,SMS11,control,ConG,top,1.7353152e+18,0.42578011,49.916666666666664,600,0.011435219172181023,4.233384168437615,0.4165240467341914,0.3504527737869143,0.024168858200413347,0.12751780031083948,0.4007653627635429,0.36056200586212883
40,1.7355024e+18,10,SMS11,control,ConG,top,1.7355099e+18,0.4511875599999999,167.91666666666666,2016,0.05504087599115373,125.91232066534388,0.394481655935342,0.9311874452795578,0.47214118891099155,0.025581195871597122,1.899729654131782e-16,0.8148431085832046
41,1.7417259e+18,10,SMS11,control,ConG,top,1.7417349e+18,0.456,167.91666666666666,2016,0.04804586955992377,79.6598005612909,0.3988601997478585,0.9470971305076862,0.4687544929109927,0.027285695683973262,4.6770515399373923e-20,0.8805354474445403
44,1.7475318e+18,10,SMS11,control,ConG,top,1.7475357e+18,0.458,167.91666666666666,2016,0.05559027283354356,80.45476781507752,0.3914221405359383,0.9316629209411197,0.47333604035355864,0.03206643268982524,1.3730247168317795e-19,0.8881690084306123
45,1.7496783e+18,10,SMS11,control,ConG,top,1.7496828e+18,0.456,167.91666666666666,2016,0.06723380535924317,114.82253181349995,0.38332858494785504,0.9290160285124061,0.4792909472733868,0.03283313108659228,2.6984971918528052e-17,0.8183148901962942
46,1.7506251e+18,10,SMS11,control,ConG,top,1.7506368e+18,0.439,167.91666666666666,2016,0.06029940534750865,119.60419133334327,0.37516866505133994,0.8865954816594213,0.4612654894092325,0.0300312159384802,2.6228279356134203e-11,0.790964998483089
47,1.7531298e+18,10,SMS11,control,ConG,top,1.7531352e+18,0.45,167.91666666666666,2016,0.059968624035451834,71.20245557575804,0.37710205836284805,0.9424229360480935,0.46481993037594976,0.03639221844414903,1.1605874032189626e-15,0.8898486781087309
48,1.7540874e+18,10,SMS11,control,ConG,top,1.7541027e+18,0.462,36.166666666666664,435,0.050114340484919744,22.638691130333044,0.40993099189116344,0.9320470684666448,0.46730517205573047,0.027390200377123742,1.251504175019848e-12,0.8791814539797613
49,1.7542404e+18,10,SMS11,control,ConG,top,1.7542434e+18,0.465,23.833333333333336,287,0.03197034295806173,3.7589015771820113,0.4390533288923726,0.9476204609359375,0.058836479349422134,0.1793794385908133,0.4041306097988891,0.8558786710782538
50,1.7543367e+18,10,SMS11,control,ConG,top,1.7543394e+18,0.463,167.91666666666666,2016,0.07839913976803518,129.4084638461938,0.3775378590775336,0.9279866804099088,0.4892117020870921,0.036202413961168994,2.2375326540324077e-14,0.8272204400843414
51,1.7554563e+18,10,SMS11,control,ConG,top,1.7554617e+18,0.442,167.91666666666666,2016,0.07855260095424733,218.1974969898011,0.357909230494606,0.8298981942293832,0.46200767407515936,0.02737738129160683,2.504349941043718e-17,0.7142690111741301
52,1.7566785e+18,10,SMS11,control,ConG,top,1.7566851e+18,0.454,166.33333333333331,1997,0.0478450368144502,71.32637277738591,0.40052679958554377,0.8571131860400374,0.4703659506599904,0.02808761320742381,7.268029867136277e-18,0.8185258707091714
53,1.7572914e+18,10,SMS11,control,ConG,top,1.757295e+18,0.457,88.66666666666667,1065,0.035577583379293905,32.91332470120306,0.41985122051977497,0.8135368476654152,0.46539467756471997,0.021191329186689326,9.714755867935539e-17,0.7721977738885966
54,1.7576217e+18,10,SMS11,control,ConG,top,1.7576271e+18,0.444,27.916666666666668,336,0.43980559867396735,1510.0340163804585,9.63331145128148e-9,0.4054291504753216,0.44219038491674545,0.006152948159716122,3.669328115606307e-11,0.4205699828662146
55,1.7577351e+18,10,SMS11,control,ConG,top,1.7577378e+18,0.457,139.41666666666666,1674,0.050182925934321276,86.90786923112144,0.40282058041879737,0.8567038490925216,0.47351833348854094,0.025766805907031915,2.2310715481780262e-19,0.7873298080586559
56,1.7582472e+18,10,SMS11,control,ConG,top,1.7582898e+18,0.429,56.33333333333333,677,0.013388235440545529,12.236411622336341,0.4168113526676555,0.40593994770191344,0.43061728019891204,0.008417195054104558,0.00001441368734000466,0.39567779522036706
58,1.7585838e+18,10,SMS11,control,ConG,top,1.7585868e+18,0.459,65.58333333333334,788,0.02685313075468245,19.10288293810837,0.43129084682299257,0.7948262773762929,0.4624071175118402,0.016320103860100084,1.4059108759457297e-17,0.7679878509307894
59,1.7588304e+18,10,SMS11,control,ConG,top,1.7588334e+18,0.464,44.58333333333333,536,0.02866066790816517,14.236038461002426,0.43640477030298885,0.8122477917933375,0.46746391485536304,0.01730088904748002,1.0302293644687526e-6,0.7644505063527952
60,1.7590014e+18,10,SMS11,control,ConG,top,1.7590041e+18,0.465,98.91666666666667,1188,0.03825583935062049,43.81245548101019,0.4201218117485349,0.8835079132653223,0.47169037121989993,0.022289025711671216,9.0470718749199e-15,0.8643686321657131
61,1.7593677e+18,10,SMS11,control,ConG,top,1.7594154e+18,0.448,33.666666666666664,405,0.022127177694858707,7.302044299728616,0.4296151006465302,0.9112232125549585,0.44971408365786164,0.013580714893959947,1.0650952629994687e-9,0.8599395805559089
62,1.7595441e+18,10,SMS11,control,ConG,top,1.7595477e+18,0.455,102.91666666666667,1236,0.035965573323286926,76.4667678761547,0.4165279119677869,0.7183619041884889,0.46497624532572746,0.01747346989142913,9.281495868437004e-19,0.6811224215289023
63,1.7599257e+18,10,SMS11,control,ConG,top,1.7599389e+18,0.441,114.5,1375,0.4355135169804414,1913.5954742211425,4.8294425141471e-6,0.7388172173888549,0.4489649616434762,0.016050870418987128,1.1519751443922209e-17,0.599283820260248
65,1.7603955e+18,10,SMS11,control,ConG,top,1.7603979e+18,0.458,29.0,349,0.034502628266104916,38.74378860841058,0.4231268568443171,0.8728917544282233,0.46099424854681553,0.012391457440802028,8.003713088934768e-10,0.7856125906382937
70,1.7607393e+18,10,SMS11,control,ConG,top,1.7607435e+18,0.461,25.0,301,0.4641644593194942,681.1790993791946,1.427250516123496e-19,0.7619704875847767,0.46538870166455926,0.009223765523377789,4.746739549188597e-18,0.4456812679327986
71,1.760841e+18,10,SMS11,control,ConG,top,1.7608497e+18,0.46,23.75,286,0.4640172619086347,418.27794037603684,1.2535558223771611e-18,0.9550777563006817,0.46709053635051606,0.01571021848682877,1.0003177865665019e-19,0.6795638954120617
73,1.7610255e+18,10,SMS11,control,ConG,top,1.7610612e+18,0.458,167.91666666666666,2016,0.05687171880833809,118.72620669467506,0.40391539927339615,0.9440743431689588,0.4838823957176887,0.026191788916944517,1.631776471962527e-17,0.8078831924403465
74,1.7623863e+18,10,SMS11,control,ConG,top,1.7624166e+18,0.453,28.5,343,0.024538712006281223,13.401396096023417,0.4310034631326815,0.9511928791243924,0.4566915166163735,0.0144350448468853,1.8944503978995716e-21,0.8554277447179028
75,1.7625267e+18,10,SMS11,control,ConG,top,1.7625309e+18,0.46,167.91666666666666,2016,0.04189051265495813,69.08717226988513,0.4125333116620731,0.8893536811027097,0.4735856500868811,0.024399615529808495,2.8418751476182184e-11,0.8548867311601416
79,1.7634321e+18,10,SMS11,control,ConG,top,1.7634876e+18,0.458,74.25,892,0.033429025173515446,24.75482867710063,0.4286564445353151,0.9211115208676347,0.46852518607744426,0.01942230673077934,2.0722819801909882e-21,0.8322351702875891
84,1.7639622e+18,10,SMS11,control,ConG,top,1.7639895e+18,0.461,108.33333333333334,1301,0.035322745690682056,48.24520608836558,0.4197504928544664,0.8846121177596007,0.46825154731018226,0.020684246934567153,2.6372585879721905e-21,0.8732110710069241
91,1.7649243e+18,10,SMS11,control,ConG,top,1.7649318e+18,0.458,167.91666666666666,2016,0.04569186523248364,104.63469852786636,0.40588709176408383,0.908105663324954,0.4724159175101517,0.02357949398437051,8.490381605627337e-12,0.8508421947628064
92,1.7659152e+18,10,SMS11,control,ConG,top,1.7659815e+18,0.434,167.91666666666666,2016,0.03847597192425122,97.47021443638364,0.39089247015865203,0.8386140835444708,0.4467359579810382,0.021251917672440893,6.178969692599662e-18,0.7775444339507679
93,1.769319e+18,10,SMS11,control,ConG,top,1.7693688e+18,0.445,167.91666666666666,2016,0.04277665808083049,81.65306301046867,0.4025828786593624,0.885612033327549,0.46390731259106344,0.02369187291275957,3.0952405994319944e-11,0.7947390321423509
4,1.7202123e+18,10,SMS06,swale,SwE,down,1.7202771e+18,0.1985870799999999,167.91666666666666,2015,0.027143104788809148,29.47742957688919,0.17871623676965506,0.1947543733529825,0.13153843926895548,0.050925127500429046,0.07677237501828393,0.1389665292237784
6,1.7229834e+18,10,SMS06,swale,SwE,down,1.7230236e+18,0.2160425799999999,12.75,154,0.0694178499842152,61.86434131371988,0.1474377045873407,0.9882175177257554,0.21706144301231842,0.01974035180257527,3.8441921825093367e-13,0.8240208555547334
9,1.7232363e+18,10,SMS06,swale,SwE,down,1.723281e+18,0.3483552700000001,14.5,175,0.03849129039173015,7.9402375794657685,0.3137044691227663,0.990360760294146,0.34996647367554873,0.03112727471842029,1.9660188168002287e-12,0.917258385394999
10,1.7233407e+18,10,SMS06,swale,SwE,down,1.7233596e+18,0.33411934,167.91666666666666,2016,0.16827609192118234,126.43291533973935,0.16233898367125915,0.9889695057730304,0.40254917995478307,0.11131271458413376,3.806773790692153e-18,0.7952201134692836
11,1.7253117e+18,10,SMS06,swale,SwE,down,1.7253732e+18,0.19432018,54.83333333333333,659,0.013844603026225647,31.22733591961001,0.18028979489860458,0.9756789151411094,0.19710347774527406,0.017716147118521954,2.1291111914996342e-15,0.906154940682163
12,1.7255781e+18,10,SMS06,swale,SwE,down,1.7256147e+18,0.3352442499999999,167.91666666666666,2016,0.27210799390435436,250.7347149337568,0.062124403638509025,0.994291372168407,0.41490207906352533,0.11399055502759198,2.606169995266023e-15,0.752168741259692
13,1.7279928e+18,10,SMS06,swale,SwE,down,1.7280744e+18,0.15479317,132.25,1588,2.1855451448697254e-18,302.15378847042814,0.20133865288173983,-6.439293542825908e-15,3.386527359871029e-11,0.00001464571090286997,0.20133865077844,-1.056932319443149e-13
15,1.7286273e+18,10,SMS06,swale,SwE,down,1.7286402e+18,0.26976673,20.833333333333336,251,0.020994715124468936,6.47614382836981,0.251167115967533,0.9902235068465647,0.270328399803172,0.023329973555309975,1.762743811344281e-14,0.9467580916266064
17,1.7287812e+18,10,SMS06,swale,SwE,down,1.7287899e+18,0.28757134,23.5,283,0.05251764931019586,36.616110761605306,0.23785623706792136,0.9690076152433601,0.29316932440044374,0.026348336513392027,6.273103395855525e-20,0.7937271103896886
20,1.7289927e+18,10,SMS06,swale,SwE,down,1.7290086e+18,0.39443779,83.75,1006,0.12477933264126885,24.34038258071713,0.2706721131115007,0.9838872092690188,0.4275269236550909,0.09844306713434299,2.184875055917192e-12,0.9350588090300856
21,1.7293176e+18,10,SMS06,swale,SwE,down,1.7293242e+18,0.3561908499999999,167.91666666666666,2015,0.19282357459935154,174.45597796611023,0.15351922938435372,0.993255380078178,0.42074085537523964,0.10193580063518168,4.005050170149669e-17,0.814299120148485
22,1.7303526e+18,10,SMS06,swale,SwE,down,1.7303775e+18,0.2438938,17.25,208,0.028187635845718307,71.16747998234312,0.21614879375463392,0.9782094826699398,0.24479430122264245,0.007745415861249163,1.2032303958915185e-9,0.7967603539193339
24,1.7305146e+18,10,SMS06,swale,SwE,down,1.7305212e+18,0.2897823700000001,17.833333333333336,215,0.2923415282187392,266.6791652005613,6.849848949670716e-14,0.964381633949293,0.29372063492325584,0.019501292748264464,2.071503195898568e-12,0.7221363027549914
25,1.7305929e+18,10,SMS06,swale,SwE,down,1.7306055e+18,0.28660159,167.91666666666666,2016,0.09070500656983212,233.42194256871298,0.19309562106592304,0.8320114603356609,0.31290692704344697,0.04712409420488758,1.3298564008987395e-16,0.7125539226197108
26,1.7314542e+18,10,SMS06,swale,SwE,down,1.7314809e+18,0.3796588000000001,13.25,160,0.37933391115461595,352.88693767556475,1.9778844372530133e-11,0.9622612756583148,0.3798523607188933,0.012006838593279735,3.6696013344922663e-13,0.7935585902835294
31,1.7318088e+18,10,SMS06,swale,SwE,down,1.7318256e+18,0.3594104200000001,167.91666666666666,2016,0.1547718295241925,172.50222910457254,0.2005079790406152,0.9952349094689028,0.4137616173710517,0.07889532743088945,6.469954475940173e-16,0.8224013658016791
32,1.7326116e+18,10,SMS06,swale,SwE,down,1.732698e+18,0.37729261,69.16666666666667,831,0.07391034877079218,26.33172779561475,0.31458916029442396,0.9822535791567603,0.4040171688355931,0.052643963778902965,2.883034627477009e-21,0.8701986884964324
33,1.7329545e+18,10,SMS06,swale,SwE,down,1.7330406e+18,0.3717456399999999,167.91666666666666,2016,0.17971161634432703,180.77524398884424,0.20203444212997873,0.9877791665187214,0.4443322487789606,0.08079050646650575,1.4991115246712067e-13,0.7727321578960797
39,1.7352846e+18,10,SMS06,swale,SwE,down,1.735323e+18,0.25556959,47.75,574,6.87758803319332e-18,1453.186859136033,0.256778026896223,1.1102230246251565e-16,5.714573393350131e-10,0.00011524866316493061,0.2567780184807899,-4.2733816485451825e-11
40,1.7355024e+18,10,SMS06,swale,SwE,down,1.7355396e+18,0.3156165100000001,167.91666666666666,2016,0.21155484059019383,338.9649742383807,0.10513729925750674,0.9988696834911501,0.3661320034372014,0.07247728028610348,3.176180243199587e-20,0.7653907224468015
41,1.7417259e+18,10,SMS06,swale,SwE,down,1.7417928e+18,0.2358642700000001,167.91666666666666,2016,0.13468972011889152,296.47693302269244,0.10439405105737602,0.9954150562698144,0.2728659556592689,0.06704006899237676,3.185994625417217e-15,0.7545508742932061
44,1.7475318e+18,10,SMS06,swale,SwE,down,1.7475627e+18,0.34273072,167.91666666666666,2016,0.15108361330301384,158.76251869344782,0.19233894529619827,0.97300963841913,0.4010063793303361,0.08284899819342072,3.26550681177004e-13,0.7822503293374621
45,1.7496783e+18,10,SMS06,swale,SwE,down,1.7497266e+18,0.34649335,167.91666666666666,2016,0.192114656316235,152.53090408308262,0.15135848575349353,0.9983618194049687,0.4200495139037014,0.11014755602928561,1.6143852010846757e-16,0.7954005556267071
46,1.7506251e+18,10,SMS06,swale,SwE,down,1.7506401e+18,0.28679554,167.91666666666666,2016,0.16425295653183566,200.84157587354363,0.12578322516870377,0.999042795880624,0.34494572889647535,0.09158652097798403,4.1430369766470644e-17,0.7761954072844752
47,1.7531298e+18,10,SMS06,swale,SwE,down,1.7531868e+18,0.23578669,167.91666666666666,2016,0.243318595204297,462.6318698626754,2.013991065544045e-17,0.984688170000163,0.28342326930186373,0.08016482747652903,8.557926361971185e-16,0.6642344851211075
48,1.7540874e+18,10,SMS06,swale,SwE,down,1.7541057e+18,0.31243573,35.33333333333333,425,0.05512660364502611,20.233491598161578,0.25608609209590816,0.9971632242682245,0.3181785494918257,0.04641685863494396,7.744946566195114e-17,0.9116164332022013
49,1.7542404e+18,10,SMS06,swale,SwE,down,1.7542449e+18,0.32760262,23.416666666666668,282,0.32130626583618693,287.87947590894896,1.1136364998626523e-10,0.984226867994583,0.32538727274216706,0.024065955078397306,3.562563500689321e-22,0.8078605256512267
50,1.7543367e+18,10,SMS06,swale,SwE,down,1.7543736e+18,0.40184668,167.91666666666666,2016,0.13936946394051689,34.278373500606385,0.2626056028717155,0.9766909120898692,0.4523537444215138,0.10816190916311433,4.314179945081379e-24,0.9483751066395715
51,1.7554563e+18,10,SMS06,swale,SwE,down,1.755465e+18,0.30262186,167.91666666666666,2016,0.1006030811028362,99.1424194225977,0.20635189361596412,0.9868273890668007,0.3507887826670995,0.07795891084612343,1.0774821878589128e-13,0.8167299254238454
52,1.7566785e+18,10,SMS06,swale,SwE,down,1.7566863e+18,0.32736988,166.0,1993,0.10972017229846973,129.11726055851767,0.21433260729550757,0.9597704353030087,0.3700919573075179,0.07163927937436726,5.124577738433829e-13,0.8108946620482387
53,1.7572914e+18,10,SMS06,swale,SwE,down,1.7573322e+18,0.3488983299999999,78.33333333333334,941,0.1264497878676595,112.92771292012998,0.21643369445118507,0.9899879755836539,0.3698294270407659,0.05482795794591175,2.5736909528510043e-14,0.8430754483533347
54,1.7576217e+18,10,SMS06,swale,SwE,down,1.7576277e+18,0.3094876899999999,27.75,334,0.3106624856400294,537.205029214672,5.638063055161437e-20,0.9756134940182384,0.3133066443554773,0.014437720596450437,1.8693094515704842e-10,0.7266305038160551
55,1.7577351e+18,10,SMS06,swale,SwE,down,1.7577411e+18,0.3531652299999999,138.5,1663,0.10377700277969071,80.52551471614841,0.2554485071792506,0.9926804822272265,0.4003471191460206,0.06953471233280113,4.103587251375277e-12,0.8388124013721046
56,1.7582472e+18,10,SMS06,swale,SwE,down,1.758255e+18,0.30188485,66.0,793,0.22444627005827827,510.6724708004198,0.078200533428434,0.9798030040879673,0.31309278607543695,0.02526601891609677,3.601661429259762e-19,0.7744011894953606
57,1.7585001e+18,10,SMS06,swale,SwE,down,1.7585208e+18,0.35153605,15.416666666666666,186,0.033027622826609135,8.098118660321374,0.31733100053060365,0.9967930342773041,0.34896687174432206,0.027364849976514224,2.806958665939786e-17,0.9580313902309932
58,1.7585838e+18,10,SMS06,swale,SwE,down,1.7585889e+18,0.34230403,65.0,781,0.08734419239547342,84.92567984437805,0.2508406195636841,0.9862965190242546,0.3555917039191599,0.04122193013275638,5.614528903271481e-13,0.853037119952394
59,1.7588304e+18,10,SMS06,swale,SwE,down,1.7588778e+18,0.3946317399999999,32.25,388,0.07381754410543062,7.8833964954693085,0.32474551988459616,0.9614189283290706,0.39610612470189754,0.058242888689174495,5.863721301841159e-20,0.9545763838236269
60,1.7590014e+18,10,SMS06,swale,SwE,down,1.7590059e+18,0.3454848100000001,98.41666666666667,1182,0.09816026967754306,120.92300169901058,0.2445931895178375,0.9953995493897674,0.36808511262475563,0.04631011925439609,1.0452533661533063e-15,0.8386160950901241
61,1.7593677e+18,10,SMS06,swale,SwE,down,1.7593833e+18,0.31763359,42.58333333333333,512,0.03266357324357841,29.443110938687976,0.28708339672999705,0.9867939457362114,0.3249121098100235,0.023527803196809013,6.3857284557201975e-12,0.872009517898212
62,1.7595441e+18,10,SMS06,swale,SwE,down,1.75956e+18,0.35285491,99.5,1195,0.13682556451027805,136.1852693831061,0.20853983832047313,0.9944868988388589,0.3790570388572764,0.05996344465717166,2.0480720480337906e-13,0.8263817069307673
63,1.7599257e+18,10,SMS06,swale,SwE,down,1.7599356e+18,0.29463112,115.41666666666667,1386,0.09574275838089526,160.5302870838956,0.2010962725381976,0.9958974153874988,0.3205070004229653,0.04642660611581845,1.2673440960078075e-20,0.7934160569116985
65,1.7603955e+18,10,SMS06,swale,SwE,down,1.7604057e+18,0.3350503,26.833333333333336,323,0.020720359520978074,10.762748476769257,0.31543125094521957,0.918761537775924,0.3365098545869925,0.017456546826826288,4.860083145443063e-19,0.8538177268795399
70,1.7607393e+18,10,SMS06,swale,SwE,down,1.760778e+18,0.3553762600000001,15.416666666666666,186,0.024408251551472256,6.037656415799082,0.3312703744225008,0.9975408419162372,0.3533853742541931,0.0211511553234448,5.697090663673221e-19,0.9726864057448324
71,1.760841e+18,10,SMS06,swale,SwE,down,1.7608515e+18,0.3504499299999999,23.25,280,0.030572807769321,12.448152221151268,0.32023230810879355,0.990887749173996,0.3518936554974023,0.02364070371263467,1.2477958225483712e-12,0.9216525570902443
